,wIG,wEAA,wENT,wRNAP,wAF,wRNase,wrP,prot_fraction,name
0.025EGM2,0.0017143553936427051,0.596357829005078,0.0437309978358712,0.1206135983607052,0.19823996798941826,0.026231934003511922,0.013111317411776187,0.025,R_deg_noact
0.025EGM3,0.0017143553936427051,0.596357829005078,0.0437309978358712,0.12054015575493413,0.19831341059518934,0.026231934003511915,0.013111317411776187,0.025,R_deg_noact
0.025EGM4,0.0017146698579684904,0.5964052468206904,0.04375470674367722,0.1205421571729615,0.19823996798941843,0.026231934003511932,0.013111317411776196,0.025,R_deg_noact
0.025EGM5,0.0017143553936426945,0.5963578290050744,0.043730997835870936,0.12054015575493339,0.19823996798941704,0.026305376609282807,0.013111317411776105,0.025,R_deg_noact
0.025EGM6,0.0017141853669861453,0.5962815495424606,0.04373099783587129,0.12054015575493436,0.19823996798941865,0.026231934003511967,0.013111317411776211,0.025,R_deg_noact
0.025EGM7,0.0017143553936426945,0.5963578290050744,0.043730997835870936,0.12054015575493339,0.19823996798941704,0.02623193400351176,0.013184760017547155,0.025,R_deg_noact
0.025EGM8,0.001787797999413756,0.5963578290050782,0.0437309978358712,0.12054015575493413,0.19823996798941826,0.026231934003511922,0.013111317411776187,0.025,R_deg_noact
0.025EGM9,0.0017143553936426945,0.5964312716108454,0.043730997835870936,0.12054015575493339,0.19823996798941704,0.02623193400351176,0.013111317411776105,0.025,R_deg_noact
0.025EGM10,0.0017143553936426945,0.5963578290050744,0.04380444044164198,0.12054015575493339,0.19823996798941704,0.02623193400351176,0.013111317411776105,0.025,R_deg_noact
0.03EGM1,0.001711380889267447,0.5959093059503529,0.04350673630850788,0.11953265014819865,0.19759634195335277,0.02601000385619536,0.01573358089413147,0.03,R_deg_noact
0.03EGM2,0.0017113808892674366,0.5959093059503492,0.04350673630850762,0.11992093040168225,0.19725448716931224,0.02596357838675013,0.015733580894131377,0.03,R_deg_noact
0.03EGM3,0.0017113808892674366,0.5959093059503492,0.04350673630850762,0.119325850731275,0.19784956683971955,0.02596357838675013,0.015733580894131377,0.03,R_deg_noact
0.03EGM4,0.0017139288833830817,0.5962935158757668,0.0436988412712167,0.11934206751943911,0.19725448716931207,0.0259635783867501,0.01573358089413136,0.03,R_deg_noact
0.03EGM5,0.0017113808892674366,0.5959093059503492,0.04350673630850762,0.119325850731275,0.19725448716931224,0.026558658057157417,0.015733580894131377,0.03,R_deg_noact
0.03EGM6,0.001710003222915792,0.595291240224095,0.043506736308507675,0.11932585073127515,0.19725448716931251,0.02596357838675016,0.015733580894131394,0.03,R_deg_noact
0.03EGM7,0.001711380889267437,0.5959093059503492,0.04350673630850762,0.119325850731275,0.1972544871693123,0.02596357838675013,0.016328660564538664,0.03,R_deg_noact
0.03EGM8,0.0023064605596747243,0.5959093059503493,0.04350673630850762,0.119325850731275,0.19725448716931224,0.02596357838675013,0.015733580894131377,0.03,R_deg_noact
0.03EGM9,0.0017113808892674366,0.5965043856207567,0.04350673630850762,0.119325850731275,0.19725448716931224,0.02596357838675013,0.015733580894131377,0.03,R_deg_noact
0.03EGM10,0.0017113808892674366,0.5959093059503492,0.04410181597891491,0.119325850731275,0.19725448716931224,0.02596357838675013,0.015733580894131377,0.03,R_deg_noact
0.035EGM1,0.0017096212817805168,0.5958237801293391,0.04332855673133479,0.11835676617136061,0.1966662620890214,0.025749400277426397,0.018365613319741864,0.035,R_deg_noact
0.035EGM2,0.0017096212817805064,0.5958237801293355,0.04332855673133452,0.11868545724585308,0.19637669312169254,0.025710278170260732,0.01836561331974175,0.035,R_deg_noact
0.035EGM3,0.0017096212817805064,0.5958237801293355,0.04332855673133452,0.11818249913545631,0.1968796512320893,0.025710278170260732,0.01836561331974175,0.035,R_deg_noact
0.035EGM4,0.0017117748325896527,0.5961485122747863,0.04349092280405888,0.1181962054768719,0.19637669312169337,0.025710278170260836,0.018365613319741823,0.035,R_deg_noact
0.035EGM5,0.0017096212817805064,0.5958237801293355,0.04332855673133452,0.11818249913545631,0.19637669312169254,0.026213236280657512,0.01836561331974175,0.035,R_deg_noact
0.035EGM6,0.0017084556202001154,0.5953008266069603,0.04332855673133441,0.11818249913545602,0.196376693121692,0.025710278170260663,0.018365613319741705,0.035,R_deg_noact
0.035EGM7,0.0017096212817805066,0.5958237801293355,0.043328556731334525,0.11818249913545631,0.19637669312169254,0.025710278170260732,0.018868571430138537,0.035,R_deg_noact
0.035EGM8,0.002212579392177291,0.5958237801293355,0.04332855673133453,0.11818249913545631,0.19637669312169254,0.025710278170260732,0.01836561331974175,0.035,R_deg_noact
0.035EGM9,0.0017096212817805064,0.5963267382397323,0.04332855673133452,0.11818249913545631,0.19637669312169254,0.025710278170260732,0.01836561331974175,0.035,R_deg_noact
0.035EGM10,0.0017096212817805064,0.5958237801293355,0.04383151484173131,0.11818249913545631,0.19637669312169254,0.025710278170260732,0.01836561331974175,0.035,R_deg_noact
0.04EGM1,0.0017078556640211752,0.5957373480243198,0.04314992401215836,0.11718373354372724,0.19573125648349507,0.025489445400286952,0.021000436871996635,0.04,R_deg_noact
0.04EGM2,0.0017078556640211752,0.5957373480243198,0.04314992401215835,0.11744850688140861,0.1954978535714298,0.02545807497467088,0.021000436871996635,0.04,R_deg_noact
0.04EGM3,0.0017078556640211752,0.5957373480243198,0.04314992401215835,0.1170439958996372,0.19590236455320117,0.02545807497467088,0.021000436871996635,0.04,R_deg_noact
0.04EGM4,0.001709587686895605,0.5959985183211067,0.0432805091605555,0.11705501941333919,0.19549785357142696,0.025458074974670515,0.021000436871996323,0.04,R_deg_noact
0.04EGM5,0.0017078556640211752,0.5957373480243198,0.04314992401215835,0.1170439958996372,0.1954978535714298,0.025862585956442294,0.021000436871996635,0.04,R_deg_noact
0.04EGM6,0.001706917145768659,0.5953162983524232,0.043149924012158156,0.11704399589963664,0.19549785357142885,0.025458074974670758,0.021000436871996535,0.04,R_deg_noact
0.04EGM7,0.001707855664021165,0.5957373480243163,0.0431499240121581,0.1170439958996365,0.19549785357142863,0.025458074974670734,0.02140494785376793,0.04,R_deg_noact
0.04EGM8,0.00211236664579258,0.5957373480243163,0.0431499240121581,0.11704399589963652,0.19549785357142863,0.025458074974670734,0.02100043687199651,0.04,R_deg_noact
0.04EGM9,0.0017078556640211752,0.5961418590060912,0.04314992401215835,0.1170439958996372,0.1954978535714298,0.02545807497467088,0.021000436871996635,0.04,R_deg_noact
0.04EGM10,0.0017078556640211752,0.5957373480243198,0.04355443499392977,0.1170439958996372,0.1954978535714298,0.02545807497467088,0.021000436871996635,0.04,R_deg_noact
0.045EGM1,0.001706084030934513,0.5956500088730675,0.04297083776986643,0.11601357930435897,0.19479129316874072,0.025230145302137862,0.02363805155089564,0.045,R_deg_noact
0.045EGM2,0.0017060840309345135,0.5956500088730676,0.04297083776986643,0.1162100782538857,0.19461796851851876,0.025206971002833093,0.02363805155089564,0.045,R_deg_noact
0.045EGM3,0.001706084030934503,0.595650008873064,0.042970837769866176,0.11591035080411674,0.19491769596828587,0.025206971002832937,0.0236380515508955,0.045,R_deg_noact
0.045EGM4,0.0017073673948541344,0.5958435262571182,0.04306759646189343,0.1159185188138835,0.19461796851851745,0.02520697100283292,0.02363805155089549,0.045,R_deg_noact
0.045EGM5,0.0017060840309345135,0.5956500088730676,0.04297083776986643,0.11591035080411743,0.19461796851851876,0.025506698452601353,0.02363805155089564,0.045,R_deg_noact
0.045EGM6,0.0017053878683533873,0.5953376878014373,0.04297083776986641,0.11591035080411739,0.19461796851851867,0.02520697100283308,0.02363805155089564,0.045,R_deg_noact
0.045EGM7,0.0017060840309345029,0.5956500088730639,0.042970837769866176,0.11591035080411674,0.1946179685185176,0.025206971002832937,0.023937779000663774,0.045,R_deg_noact
0.045EGM8,0.002005811480702768,0.5956500088730639,0.042970837769866176,0.11591035080411674,0.1946179685185176,0.025206971002832937,0.023638051550895496,0.045,R_deg_noact
0.045EGM9,0.0017060840309345135,0.5959497363228358,0.04297083776986643,0.11591035080411743,0.19461796851851876,0.025206971002833093,0.02363805155089564,0.045,R_deg_noact
0.045EGM10,0.0017060840309345135,0.5956500088730676,0.0432705652196347,0.11591035080411743,0.19461796851851876,0.025206971002833093,0.02363805155089564,0.045,R_deg_noact
0.05EGM1,0.0017043063774656436,0.5955617619133615,0.042791297623347394,0.11484633072340478,0.19384633989376274,0.02497150611221819,0.026278457356439015,0.05,R_deg_noact
0.05EGM2,0.0017043063774656538,0.5955617619133651,0.04279129762334765,0.1149701703088225,0.19373703796296407,0.024956968457601165,0.02627845735643917,0.05,R_deg_noact
0.05EGM3,0.0017043063774656538,0.5955617619133652,0.04279129762334765,0.11478157362920278,0.19392563464258372,0.024956968457601165,0.02627845735643917,0.05,R_deg_noact
0.05EGM4,0.001705113905018346,0.5956835283251817,0.042852180829256174,0.11478671316354397,0.19373703796296382,0.024956968457601144,0.026278457356439144,0.05,R_deg_noact
0.05EGM5,0.0017043063774656538,0.5955617619133652,0.04279129762334765,0.11478157362920278,0.19373703796296401,0.025145565137220893,0.026278457356439168,0.05,R_deg_noact
0.05EGM6,0.0017038678569036962,0.5953650273924996,0.04279129762334756,0.11478157362920252,0.1937370379629636,0.024956968457601113,0.026278457356439112,0.05,R_deg_noact
0.05EGM7,0.0017043063774656436,0.5955617619133615,0.042791297623347394,0.11478157362920209,0.1937370379629629,0.024956968457601016,0.026467054036058733,0.05,R_deg_noact
0.05EGM8,0.0018929030570853775,0.5955617619133652,0.04279129762334766,0.1147815736292028,0.19373703796296407,0.024956968457601165,0.02627845735643917,0.05,R_deg_noact
0.05EGM9,0.0017043063774656538,0.5957503585929848,0.04279129762334765,0.11478157362920278,0.19373703796296401,0.024956968457601165,0.026278457356439168,0.05,R_deg_noact
0.05EGM10,0.0017043063774656538,0.5955617619133652,0.04297989430296737,0.11478157362920278,0.19373703796296401,0.024956968457601165,0.026278457356439168,0.05,R_deg_noact
0.055EGM1,0.0017025226985596716,0.5954726063829788,0.042611303191489404,0.11368201530466251,0.19289636412146194,0.02471353401222009,0.028921654288626766,0.055,R_deg_noact
0.055EGM2,0.0017025226985596716,0.5954726063829788,0.042611303191489404,0.11372878199175404,0.19285506190476254,0.024708069541827932,0.028921654288626766,0.055,R_deg_noact
0.055EGM3,0.0017025226985596716,0.595472606382979,0.04261130319148941,0.1136576741551944,0.1929261697413222,0.02470806954182794,0.028921654288626773,0.055,R_deg_noact
0.055EGM4,0.0017028271659413293,0.5955185167676526,0.04263425838382723,0.11365961194735802,0.19285506190476184,0.024708069541827846,0.028921654288626666,0.055,R_deg_noact
0.055EGM5,0.0017025226985596716,0.5954726063829788,0.042611303191489404,0.1136576741551944,0.1928550619047626,0.02477917737838759,0.028921654288626766,0.055,R_deg_noact
0.055EGM6,0.0017023571805869617,0.5953983496619007,0.042611303191489716,0.11365767415519522,0.19285506190476398,0.024708069541828116,0.028921654288626985,0.055,R_deg_noact
0.055EGM7,0.0017025226985596716,0.5954726063829788,0.042611303191489404,0.1136576741551944,0.19285506190476254,0.02470806954182794,0.02899276212518642,0.055,R_deg_noact
0.055EGM8,0.0017736305351193221,0.5954726063829788,0.042611303191489404,0.11365767415519439,0.19285506190476254,0.024708069541827932,0.028921654288626766,0.055,R_deg_noact
0.055EGM9,0.0017025226985596716,0.5955437142195384,0.042611303191489404,0.1136576741551944,0.1928550619047626,0.02470806954182794,0.028921654288626766,0.055,R_deg_noact
0.055EGM10,0.0017025226985596716,0.5954726063829788,0.04268241102804906,0.1136576741551944,0.1928550619047626,0.02470806954182794,0.028921654288626766,0.055,R_deg_noact
0.06EGM1,0.0016995323428702015,0.5950216931216911,0.042385846560846444,0.1126649963474624,0.19218754522736078,0.024489490812171864,0.03155089558759272,0.06,R_deg_noact
0.06EGM2,0.0016995323428702117,0.5950216931216946,0.0423858465608467,0.11302777347245464,0.19186695873015888,0.024447300184383538,0.03155089558759291,0.06,R_deg_noact
0.06EGM3,0.0016995323428702117,0.5950216931216946,0.0423858465608467,0.11247706077393932,0.19241767142867425,0.024447300184383538,0.03155089558759291,0.06,R_deg_noact
0.06EGM4,0.0017018903678288997,0.5953772577550458,0.04256362887752255,0.11249206849746816,0.19186695873015874,0.024447300184383514,0.03155089558759288,0.06,R_deg_noact
0.06EGM5,0.0016995323428702117,0.5950216931216946,0.0423858465608467,0.11247706077393932,0.19186695873015888,0.02499801288289887,0.03155089558759291,0.06,R_deg_noact
0.06EGM6,0.001698250446896135,0.5944465930873115,0.04238584656084657,0.11247706077393896,0.1918669587301583,0.02444730018438346,0.03155089558759281,0.06,R_deg_noact
0.06EGM7,0.0016995323428702117,0.5950216931216946,0.0423858465608467,0.11247706077393932,0.19186695873015888,0.024447300184383538,0.032101608286108245,0.06,R_deg_noact
0.06EGM8,0.002250245041385543,0.5950216931216946,0.0423858465608467,0.11247706077393929,0.19186695873015888,0.024447300184383538,0.031550895587592914,0.06,R_deg_noact
0.06EGM9,0.0016995323428702117,0.59557240582021,0.0423858465608467,0.11247706077393932,0.19186695873015888,0.024447300184383538,0.03155089558759291,0.06,R_deg_noact
0.06EGM10,0.0016995323428702117,0.5950216931216946,0.04293655925936203,0.11247706077393932,0.19186695873015888,0.024447300184383538,0.03155089558759291,0.06,R_deg_noact
0.065EGM1,0.0016977394581544963,0.5949311494548738,0.04220515806077002,0.11150643789018695,0.19122841165075255,0.024232824275515097,0.03419827920974713,0.065,R_deg_noact
0.065EGM2,0.0016977394581544963,0.5949311494548738,0.04220515806077002,0.11178350830362763,0.19098341269841343,0.024200752814413473,0.03419827920974713,0.065,R_deg_noact
0.065EGM3,0.0016977394581544963,0.5949311494548738,0.04220515806077002,0.11136357752636167,0.19140334347567944,0.024200752814413473,0.03419827920974713,0.065,R_deg_noact
0.065EGM4,0.0016995375050424429,0.5952022754580608,0.04234072106236267,0.11137502125196255,0.19098341269841407,0.024200752814413556,0.03419827920974724,0.065,R_deg_noact
0.065EGM5,0.0016977394581544963,0.5949311494548738,0.04220515806077002,0.11136357752636167,0.19098341269841343,0.02462068359167944,0.03419827920974713,0.065,R_deg_noact
0.065EGM6,0.0016967609213076416,0.5944921461459844,0.04220515806076996,0.1113635775263615,0.19098341269841324,0.024200752814413442,0.03419827920974708,0.065,R_deg_noact
0.065EGM7,0.0016977394581545065,0.5949311494548774,0.04220515806077027,0.11136357752636233,0.19098341269841462,0.024200752814413622,0.0346182099870133,0.065,R_deg_noact
0.065EGM8,0.0021176702354204586,0.5949311494548739,0.04220515806077002,0.11136357752636168,0.19098341269841346,0.024200752814413477,0.03419827920974714,0.065,R_deg_noact
0.065EGM9,0.0016977394581544963,0.5953510802321397,0.04220515806077002,0.11136357752636167,0.19098341269841343,0.024200752814413473,0.03419827920974713,0.065,R_deg_noact
0.065EGM10,0.0016977394581544963,0.5949311494548738,0.04262508883803597,0.11136357752636167,0.19098341269841343,0.024200752814413473,0.03419827920974713,0.065,R_deg_noact
0.07EGM1,0.0016959405362069165,0.5948396954388536,0.04202401438609334,0.11035089268111402,0.19026416017463582,0.023976842824550093,0.036848453958545725,0.07,R_deg_noact
0.07EGM2,0.0016959405362069267,0.5948396954388572,0.0420240143860936,0.11053775956810187,0.19009882116402255,0.02395531494817749,0.03684845395854595,0.07,R_deg_noact
0.07EGM3,0.0016959405362069165,0.5948396954388534,0.042024014386093336,0.11025499807122231,0.19038158266090024,0.02395531494817734,0.036848453958545704,0.07,R_deg_noact
0.07EGM4,0.0016971512558231466,0.5950222588484784,0.04211529609090505,0.11026270373405055,0.19009882116402194,0.023955314948177417,0.03684845395854582,0.07,R_deg_noact
0.07EGM5,0.0016959405362069267,0.5948396954388572,0.0420240143860936,0.11025499807122299,0.19009882116402255,0.02423807644505639,0.03684845395854595,0.07,R_deg_noact
0.07EGM6,0.0016952809196521055,0.5945437700977779,0.042024014386093426,0.11025499807122253,0.1900988211640218,0.023955314948177393,0.03684845395854579,0.07,R_deg_noact
0.07EGM7,0.0016959405362069267,0.5948396954388572,0.04202401438609359,0.11025499807122299,0.19009882116402252,0.023955314948177486,0.03713121545542483,0.07,R_deg_noact
0.07EGM8,0.001978702033085811,0.5948396954388534,0.042024014386093336,0.11025499807122234,0.19009882116402138,0.02395531494817734,0.036848453958545704,0.07,R_deg_noact
0.07EGM9,0.0016959405362069267,0.595122456935736,0.0420240143860936,0.11025499807122299,0.19009882116402255,0.02395531494817749,0.03684845395854595,0.07,R_deg_noact
0.07EGM10,0.0016959405362069267,0.5948396954388572,0.04230677588297249,0.11025499807122299,0.19009882116402255,0.02395531494817749,0.03684845395854595,0.07,R_deg_noact
0.075EGM1,0.001694135571972571,0.5947473303114084,0.041842415155704686,0.10919838916325952,0.18929475711184446,0.0237215528518189,0.03950141983398857,0.075,R_deg_noact
0.075EGM2,0.001694135571972571,0.5947473303114084,0.041842415155704686,0.10929052621141042,0.18921318412698399,0.023710988788528523,0.03950141983398857,0.075,R_deg_noact
0.075EGM3,0.001694135571972581,0.594747330311412,0.041842415155704936,0.10915133218882564,0.18935237814957045,0.023710988788528665,0.039501419833988805,0.075,R_deg_noact
0.075EGM4,0.0016947315687241352,0.594837200168668,0.04188735008433348,0.10915512542877334,0.18921318412698462,0.02371098878852861,0.03950141983398872,0.075,R_deg_noact
0.075EGM5,0.001694135571972581,0.594747330311412,0.04184241515570494,0.10915133218882565,0.18921318412698512,0.02385018281111408,0.039501419833988805,0.075,R_deg_noact
0.075EGM6,0.001693810511868744,0.5946014978252571,0.041842415155704575,0.10915133218882471,0.18921318412698349,0.02371098878852846,0.03950141983398847,0.075,R_deg_noact
0.075EGM7,0.001694135571972571,0.5947473303114084,0.04184241515570469,0.109151332188825,0.18921318412698399,0.023710988788528523,0.039640613856574,0.075,R_deg_noact
0.075EGM8,0.0018333295945580012,0.594747330311412,0.04184241515570492,0.10915133218882565,0.18921318412698512,0.023710988788528665,0.039501419833988805,0.075,R_deg_noact
0.075EGM9,0.001694135571972581,0.5948865243339974,0.04184241515570494,0.10915133218882565,0.18921318412698512,0.023710988788528665,0.039501419833988805,0.075,R_deg_noact
0.075EGM10,0.001694135571972581,0.594747330311412,0.04198160917829036,0.10915133218882565,0.18921318412698512,0.023710988788528665,0.039501419833988805,0.075,R_deg_noact
0.08EGM1,0.0016911356852750018,0.5942949798772936,0.04161623993864688,0.10819247350345396,0.18857030726607849,0.023500015906329497,0.0421348478229212,0.08,R_deg_noact
0.08EGM2,0.0016911356852750018,0.5942949798772936,0.04161623993864688,0.10858394256424612,0.18822350753968242,0.02345534657193343,0.0421348478229212,0.08,R_deg_noact
0.08EGM3,0.0016911356852750018,0.5942949798772936,0.04161623993864688,0.10799349668280231,0.18881395342112622,0.02345534657193343,0.0421348478229212,0.08,R_deg_noact
0.08EGM4,0.0016936638385733592,0.5946761980222814,0.041806849011141095,0.10800958719346482,0.18822350753968217,0.023455346571933405,0.04213484782292116,0.08,R_deg_noact
0.08EGM5,0.0016911356852750018,0.5942949798772936,0.04161623993864688,0.10799349668280231,0.18822350753968242,0.02404579245337726,0.0421348478229212,0.08,R_deg_noact
