,vIG,vEAA,vENT,vRNAP,vAF,vdeg,wIG,wEAA,wENT,wRNAP,wAF,wRNase,wrP,prot_fraction,growth_rate,EGVs,name
0.94EGM2,12.411111111111122,19.921769064469114,0.29041882012479364,0.0006832040337385193,0.0006832040337385193,7.198064452534871e-07,4.278768861454055e-05,0.0011773870923286783,1.8022101226633044e-05,1.163264118827898e-05,5.087592704572845e-05,2.1599607762415244e-09,0.0006824842272932658,0.94,2.234000000000002,EGM2,R_deg_hill2_LB
0.94EGM3,12.411111111111122,19.921769064469114,0.29041882012479364,0.0006832040337385193,0.0006832040337385193,7.198064452534871e-07,4.278768861454055e-05,0.0011773870923286783,1.8022101226633044e-05,1.0533416366348836e-05,5.1861847155244253e-05,2.1599607762415244e-09,0.0006824842272932658,0.94,2.234000000000002,EGM3,R_deg_hill2_LB
0.94EGM4,12.411111111111122,19.911692475097944,0.29552029825511356,0.0006951919508231525,0.0006826758114403937,7.192499236348472e-07,4.278768861454054e-05,0.0011767915605653133,1.8338676286164564e-05,1.0718242151593009e-05,5.083659209192803e-05,2.1582907927684408e-09,0.0006819565615167588,0.94,2.234000000000002,EGM4,R_deg_hill2_LB
0.94EGM5,12.411111111111122,19.921769064469114,0.29041882012479364,0.0006832040337385193,0.0006832040337385193,7.198064452534871e-07,4.278768861454055e-05,0.0011773870923286783,1.8022101226633044e-05,1.0533416366348836e-05,5.087592704572845e-05,4.731666021184165e-06,0.0006824842272932658,0.94,2.234000000000002,EGM5,R_deg_hill2_LB
0.94EGM6,12.411111111111122,19.921617561768883,0.29049552144539476,0.0006833844719470529,0.0006833844719470529,7.199965503744444e-07,4.278768861454055e-05,0.0011773781384389346,1.8026860969694793e-05,1.053619830363993e-05,5.088936367765725e-05,2.160531234602016e-09,0.0006826644753966785,0.94,2.234000000000002,EGM6,R_deg_hill2_LB
0.94EGM7,12.411111111111122,19.921769064469117,0.2904188201247937,0.0006832040337385193,0.0006832040337385193,7.198064452534871e-07,4.278768861454054e-05,0.0011773870923286786,1.8022101226633048e-05,1.0533416366348838e-05,5.0875927045728455e-05,2.1599607762415244e-09,0.000682678082352727,0.94,2.234000000000002,EGM7,R_deg_hill2_LB
0.94EGM8,12.411111111111122,19.921769064469114,0.29041882012479364,0.0006832040337385193,0.0006832040337385193,7.198064452534871e-07,4.873983788251522e-05,0.0011773870923286783,1.8022101226633044e-05,1.0533416366348836e-05,5.087592704572845e-05,2.1599607762415244e-09,0.0006824842272932658,0.94,2.234000000000002,EGM8,R_deg_hill2_LB
0.94EGM9,12.411111111111122,19.921769064469114,0.29041882012479364,0.0006832040337385193,0.0006832040337385193,7.198064452534871e-07,4.278768861454055e-05,0.0011781758284162911,1.8022101226633044e-05,1.0533416366348836e-05,5.087592704572845e-05,2.1599607762415244e-09,0.0006824842272932658,0.94,2.234000000000002,EGM9,R_deg_hill2_LB
0.94EGM10,12.411111111111122,19.921769064469117,0.29041882012479364,0.0006832040337385193,0.0006832040337385193,7.198064452534871e-07,4.278768861454054e-05,0.0011773870923286786,1.881083731424569e-05,1.0533416366348838e-05,5.087592704572845e-05,2.1599607762415244e-09,0.0006824842272932658,0.94,2.234000000000002,EGM10,R_deg_hill2_LB
0.945EGM1,12.37777777777779,19.915448971162533,0.2657504047528374,0.0006914212775131736,0.0006914212775131736,1.0133876237716931e-05,4.255816186556935e-05,0.0011738523890939196,1.644699727192562e-05,9.745520213204688e-06,5.134955354331173e-05,2.7800281050080424e-08,0.0006812874012754566,0.945,2.228000000000002,EGM1,R_deg_hill2_LB
0.945EGM2,12.37777777777779,19.915448971162533,0.2657504047528374,0.0006819853105743438,0.0006819853105743438,6.979092988872583e-07,4.255816186556935e-05,0.0011738523890939196,1.644699727192562e-05,1.053284969933811e-05,5.064877573198798e-05,1.9145758445636463e-09,0.0006812874012754566,0.945,2.228000000000002,EGM2,R_deg_hill2_LB
0.945EGM3,12.37777777777779,19.915448971162533,0.2657504047528374,0.0006819853105743438,0.0006819853105743438,6.979092988872583e-07,4.255816186556935e-05,0.0011738523890939196,1.644699727192562e-05,9.612521114790704e-06,5.14742396778205e-05,1.9145758445636463e-09,0.0006812874012754566,0.945,2.228000000000002,EGM3,R_deg_hill2_LB
0.945EGM4,12.377777777777787,19.906957855339044,0.2700492046820524,0.0006930054161263087,0.000681541408870847,6.974550323189632e-07,4.255816186556935e-05,0.00117335190745226,1.671304522310037e-05,9.767848503317992e-06,5.061580863214162e-05,1.9133296542635068e-09,0.0006808439538385281,0.945,2.228000000000002,EGM4,R_deg_hill2_LB
0.945EGM5,12.37777777777779,19.915448971162533,0.2657504047528374,0.0006819853105743438,0.0006819853105743438,6.979092988872583e-07,4.255816186556935e-05,0.0011738523890939196,1.644699727192562e-05,9.612521114790704e-06,5.064877573198798e-05,3.961704721904617e-06,0.0006812874012754566,0.945,2.228000000000002,EGM5,R_deg_hill2_LB
0.945EGM6,12.37777777777779,19.915332719149493,0.2658092596967363,0.0006821363478125788,0.0006821363478125788,6.980638627633536e-07,4.255816186556935e-05,0.0011738455369911403,1.6450639739009136e-05,9.614649970968604e-06,5.065999276421423e-05,1.9149998599250784e-09,0.0006814382839498155,0.945,2.228000000000002,EGM6,R_deg_hill2_LB
0.945EGM7,12.377777777777789,19.915448971162533,0.2657504047528374,0.0006819853105743438,0.0006819853105743438,6.979092988872583e-07,4.255816186556936e-05,0.0011738523890939196,1.644699727192562e-05,9.612521114790704e-06,5.064877573198798e-05,1.9145758445636463e-09,0.0006814488481231094,0.945,2.228000000000002,EGM7,R_deg_hill2_LB
0.945EGM8,12.37777777777779,19.915448971162533,0.2657504047528374,0.0006819853105743438,0.0006819853105743438,6.979092988872583e-07,4.75416129317409e-05,0.0011738523890939196,1.644699727192562e-05,9.612521114790704e-06,5.064877573198798e-05,1.9145758445636463e-09,0.0006812874012754566,0.945,2.228000000000002,EGM8,R_deg_hill2_LB
0.945EGM9,12.37777777777779,19.915448971162533,0.2657504047528374,0.0006819853105743438,0.0006819853105743438,6.979092988872583e-07,4.255816186556935e-05,0.0011745127602505855,1.644699727192562e-05,9.612521114790704e-06,5.064877573198798e-05,1.9145758445636463e-09,0.0006812874012754566,0.945,2.228000000000002,EGM9,R_deg_hill2_LB
0.945EGM10,12.377777777777789,19.91544897116253,0.26575040475283734,0.0006819853105743438,0.0006819853105743438,6.979092988872582e-07,4.2558161865569344e-05,0.0011738523890939196,1.710736842859163e-05,9.612521114790704e-06,5.064877573198798e-05,1.9145758445636463e-09,0.0006812874012754566,0.945,2.228000000000002,EGM10,R_deg_hill2_LB
0.95EGM1,12.344444444444454,19.908969434587412,0.24116271077553933,0.0006890582767526295,0.0006890582767526295,8.979432365607824e-06,4.232925240054876e-05,0.0011703103196733667,1.4885098426201355e-05,8.805508142785448e-06,5.1036249698144794e-05,2.2333596063002112e-08,0.0006800788443870217,0.95,2.2220000000000018,EGM1,R_deg_hill2_LB
0.95EGM2,12.344444444444454,19.908969434587412,0.24116271077553933,0.0006807556274158911,0.0006807556274158911,6.767830288693724e-07,4.232925240054876e-05,0.0011703103196733667,1.4885098426201355e-05,9.495928950483168e-06,5.042130013727037e-05,1.6832911228281761e-09,0.0006800788443870217,0.95,2.2220000000000018,EGM2,R_deg_hill2_LB
0.95EGM3,12.344444444444454,19.908969434587412,0.24116271077553933,0.0006807556274158911,0.0006807556274158911,6.767830288693724e-07,4.232925240054876e-05,0.0011703103196733667,1.4885098426201355e-05,8.699408196223758e-06,5.113571798301381e-05,1.6832911228281761e-09,0.0006800788443870217,0.95,2.2220000000000018,EGM3,R_deg_hill2_LB
0.95EGM4,12.344444444444454,19.901573416584117,0.24490709518036657,0.0006913144080884407,0.0006803700281603409,6.763996798060799e-07,4.2329252400548765e-05,0.0011698755590383583,1.5116210152521526e-05,8.83433935128976e-06,5.0392740085742623e-05,1.68233765909215e-09,0.0006796936284805349,0.95,2.2220000000000018,EGM4,R_deg_hill2_LB
0.95EGM5,12.344444444444454,19.908969434587412,0.24116271077553933,0.0006807556274158911,0.0006807556274158911,6.767830288693724e-07,4.232925240054876e-05,0.0011703103196733667,1.4885098426201355e-05,8.699408196223758e-06,5.042130013727037e-05,3.42877996812088e-06,0.0006800788443870217,0.95,2.2220000000000018,EGM5,R_deg_hill2_LB
0.95EGM6,12.344444444444454,19.908877986460904,0.24120900824785352,0.0006808863162139713,0.0006808863162139713,6.769129550235486e-07,4.2329252400548765e-05,0.0011703049440718561,1.4887956009075858e-05,8.701078274524087e-06,5.0430979820914844e-05,1.6836142744626276e-09,0.0006802094032589477,0.95,2.2220000000000018,EGM6,R_deg_hill2_LB
0.95EGM7,12.344444444444454,19.908969434587412,0.2411627107755393,0.0006807556274158911,0.0006807556274158911,6.767830288693724e-07,4.232925240054876e-05,0.001170310319673367,1.4885098426201355e-05,8.699408196223758e-06,5.042130013727037e-05,1.6832911228281761e-09,0.0006802178370763698,0.95,2.2220000000000018,EGM7,R_deg_hill2_LB
0.95EGM8,12.344444444444454,19.908969434587412,0.24116271077553933,0.0006807556274158911,0.0006807556274158911,6.767830288693724e-07,4.664230131447974e-05,0.0011703103196733667,1.4885098426201355e-05,8.699408196223758e-06,5.042130013727037e-05,1.6832911228281761e-09,0.0006800788443870217,0.95,2.2220000000000018,EGM8,R_deg_hill2_LB
0.95EGM9,12.344444444444454,19.908969434587412,0.24116271077553933,0.0006807556274158911,0.0006807556274158911,6.767830288693724e-07,4.232925240054876e-05,0.0011708818539499614,1.4885098426201355e-05,8.699408196223758e-06,5.042130013727037e-05,1.6832911228281761e-09,0.0006800788443870217,0.95,2.2220000000000018,EGM9,R_deg_hill2_LB
0.95EGM10,12.344444444444454,19.908969434587412,0.24116271077553933,0.0006807556274158912,0.0006807556274158912,6.767830288693725e-07,4.232925240054876e-05,0.0011703103196733667,1.545663270279611e-05,8.699408196223758e-06,5.0421300137270374e-05,1.6832911228281761e-09,0.0006800788443870218,0.95,2.2220000000000018,EGM10,R_deg_hill2_LB
0.955EGM1,12.311111111111122,19.902328026820317,0.21665696737848433,0.0006872332300216953,0.0006872332300216953,8.374732235776565e-06,4.210096021947881e-05,0.0011667608176569803,1.333643999196449e-05,7.882624360517208e-06,5.0763627924269264e-05,1.8696009262653992e-08,0.0006788584977859187,0.955,2.216000000000002,EGM1,R_deg_hill2_LB
0.955EGM2,12.311111111111122,19.902328026820317,0.21665696737848433,0.0006795148943911895,0.0006795148943911895,6.563966052708045e-07,4.210096021947881e-05,0.0011667608176569803,1.333643999196449e-05,8.522277489832967e-06,5.019350019902924e-05,1.4653599263379493e-09,0.0006788584977859187,0.955,2.216000000000002,EGM2,R_deg_hill2_LB
0.955EGM3,12.311111111111122,19.902328026820317,0.21665696737848433,0.0006795148943911895,0.0006795148943911895,6.563966052708045e-07,4.210096021947881e-05,0.0011667608176569803,1.333643999196449e-05,7.794094385821787e-06,5.084662442924234e-05,1.4653599263379493e-09,0.0006788584977859187,0.955,2.216000000000002,EGM3,R_deg_hill2_LB
0.955EGM4,12.31111111111112,19.8955234011899,0.22010194737715963,0.0006903088232921104,0.0006791610959524382,6.560548436757854e-07,4.210096021947881e-05,0.0011663619009798112,1.3548497649660727e-05,7.917901680322672e-06,5.0167366287686816e-05,1.464596967264607e-09,0.0006785050411087625,0.955,2.216000000000002,EGM4,R_deg_hill2_LB
0.955EGM5,12.311111111111122,19.902328026820317,0.21665696737848433,0.0006795148943911895,0.0006795148943911895,6.563966052708045e-07,4.210096021947881e-05,0.0011667608176569803,1.333643999196449e-05,7.794094385821787e-06,5.019350019902924e-05,3.13453362294123e-06,0.0006788584977859187,0.955,2.216000000000002,EGM5,R_deg_hill2_LB
0.955EGM6,12.311111111111124,19.902252799741216,0.21669505261592806,0.0006796343435204401,0.0006796343435204401,6.565119905310687e-07,4.210096021947882e-05,0.0011667564075192216,1.3338784349913806e-05,7.795464477626056e-06,5.020232350804323e-05,1.4656175159341224e-09,0.000678977831529909,0.955,2.216000000000002,EGM6,R_deg_hill2_LB
0.955EGM7,12.311111111111122,19.902328026820314,0.21665696737848433,0.0006795148943911895,0.0006795148943911895,6.563966052708045e-07,4.210096021947881e-05,0.0011667608176569803,1.333643999196449e-05,7.794094385821787e-06,5.019350019902924e-05,1.465359926337949e-09,0.000678984900294575,0.955,2.216000000000002,EGM7,R_deg_hill2_LB
0.955EGM8,12.311111111111122,19.902328026820317,0.21665696737848433,0.0006795148943911895,0.0006795148943911895,6.563966052708045e-07,4.60439702780409e-05,0.0011667608176569803,1.333643999196449e-05,7.794094385821787e-06,5.019350019902924e-05,1.4653599263379493e-09,0.0006788584977859187,0.955,2.216000000000002,EGM8,R_deg_hill2_LB
0.955EGM9,12.311111111111122,19.902328026820317,0.21665696737848433,0.0006795148943911895,0.0006795148943911895,6.563966052708045e-07,4.210096021947881e-05,0.0011672833170411508,1.333643999196449e-05,7.794094385821787e-06,5.019350019902924e-05,1.4653599263379493e-09,0.0006788584977859187,0.955,2.216000000000002,EGM9,R_deg_hill2_LB
0.955EGM10,12.311111111111122,19.902328026820314,0.2166569673784843,0.0006795148943911894,0.0006795148943911894,6.563966052708045e-07,4.210096021947881e-05,0.0011667608176569803,1.3858939376134974e-05,7.794094385821787e-06,5.019350019902924e-05,1.465359926337949e-09,0.0006788584977859186,0.955,2.216000000000002,EGM10,R_deg_hill2_LB
0.96EGM1,12.277777777777791,19.895522303173024,0.19223441223475352,0.0006859785138368539,0.0006859785138368539,8.352210709346573e-06,4.187328532235948e-05,0.001163203817196096,1.1801056973300158e-05,6.975047803318369e-06,5.0533750519314955e-05,1.6529108162884082e-08,0.0006776263031275073,0.96,2.210000000000002,EGM1,R_deg_hill2_LB
0.96EGM2,12.277777777777791,19.895522303173024,0.19223441223475352,0.0006782630235307394,0.0006782630235307394,6.367204032320958e-07,4.187328532235948e-05,0.001163203817196096,1.1801056973300158e-05,7.612290252740966e-06,4.9965376066764515e-05,1.260076018288318e-09,0.0006776263031275073,0.96,2.210000000000002,EGM2,R_deg_hill2_LB
0.96EGM3,12.277777777777791,19.895522303173024,0.19223441223475352,0.0006782630235307394,0.0006782630235307394,6.367204032320958e-07,4.187328532235948e-05,0.001163203817196096,1.1801056973300158e-05,6.896596492343362e-06,5.060729831647499e-05,1.260076018288318e-09,0.0006776263031275073,0.96,2.210000000000002,EGM3,R_deg_hill2_LB
0.96EGM4,12.27777777777779,19.888791963494423,0.19564178346079755,0.0006902736794979636,0.0006779140444929298,6.363927986510336e-07,4.187328532235947e-05,0.0011628103237916062,1.2010231706898972e-05,7.0187211621847325e-06,4.993966794431254e-05,1.2594276855601969e-09,0.0006772776516942787,0.96,2.210000000000002,EGM4,R_deg_hill2_LB
0.96EGM5,12.277777777777791,19.895522303173024,0.19223441223475352,0.0006782630235307394,0.0006782630235307394,6.367204032320958e-07,4.187328532235948e-05,0.001163203817196096,1.1801056973300158e-05,6.896596492343362e-06,4.9965376066764515e-05,3.0805919011976504e-06,0.0006776263031275073,0.96,2.210000000000002,EGM5,R_deg_hill2_LB
0.96EGM6,12.277777777777791,19.895456594570323,0.19226767855010254,0.0006783803974773084,0.0006783803974773084,6.368305881957391e-07,4.187328532235948e-05,0.0011631999755026573,1.1803099155436862e-05,6.897789953758945e-06,4.9974022614161763e-05,1.2602940754285605e-09,0.0006777435668891127,0.96,2.210000000000002,EGM6,R_deg_hill2_LB
0.96EGM7,12.27777777777779,19.895522303173024,0.1922344122347535,0.0006782630235307394,0.0006782630235307394,6.367204032320957e-07,4.187328532235948e-05,0.001163203817196096,1.1801056973300156e-05,6.8965964923433615e-06,4.9965376066764515e-05,1.2600760182883178e-09,0.0006777498906041159,0.96,2.210000000000002,EGM7,R_deg_hill2_LB
0.96EGM8,12.277777777777791,19.895522303173024,0.19223441223475352,0.0006782630235307394,0.0006782630235307394,6.367204032320958e-07,4.574866732525549e-05,0.001163203817196096,1.1801056973300158e-05,6.896596492343362e-06,4.9965376066764515e-05,1.260076018288318e-09,0.0006776263031275073,0.96,2.210000000000002,EGM8,R_deg_hill2_LB
0.96EGM9,12.277777777777791,19.895522303173024,0.19223441223475352,0.0006782630235307394,0.0006782630235307394,6.367204032320958e-07,4.187328532235948e-05,0.0011637173549958644,1.1801056973300158e-05,6.896596492343362e-06,4.9965376066764515e-05,1.260076018288318e-09,0.0006776263031275073,0.96,2.210000000000002,EGM9,R_deg_hill2_LB
0.96EGM10,12.27777777777779,19.895522303173024,0.1922344122347535,0.0006782630235307393,0.0006782630235307393,6.367204032320957e-07,4.187328532235947e-05,0.001163203817196096,1.231459477306853e-05,6.8965964923433615e-06,4.996537606676451e-05,1.2600760182883178e-09,0.0006776263031275072,0.96,2.210000000000002,EGM10,R_deg_hill2_LB
0.965EGM1,12.244444444444456,19.88854980235684,0.1678962914217656,0.0006853284502370535,0.0006853284502370535,8.946247652226943e-06,4.1646227709190744e-05,0.00115963925302631,1.0278984063710324e-05,6.080829215372998e-06,5.034879681074891e-05,1.5449565331792834e-08,0.0006763822025848264,0.965,2.204000000000002,EGM1,R_deg_hill2_LB
0.965EGM2,12.244444444444456,19.88854980235684,0.1678962914217656,0.000676999928717208,0.000676999928717208,6.177261323814771e-07,4.1646227709190744e-05,0.00115963925302631,1.0278984063710324e-05,6.7663584313289315e-06,4.973692809642426e-05,1.066771300144782e-09,0.0006763822025848264,0.965,2.204000000000002,EGM2,R_deg_hill2_LB
0.965EGM3,12.244444444444456,19.88854980235684,0.1678962914217656,0.000676999928717208,0.000676999928717208,6.177261323814771e-07,4.1646227709190744e-05,0.00115963925302631,1.0278984063710324e-05,6.0069313391631e-06,5.041807578062838e-05,1.066771300144782e-09,0.0006763822025848264,0.965,2.204000000000002,EGM3,R_deg_hill2_LB
0.965EGM4,12.244444444444456,19.88136317942686,0.17153466531571915,0.0006916570387526349,0.0006766283121237667,6.17387052167052e-07,4.164622770919075e-05,0.0011592202234776941,1.0501733398773483e-05,6.136981949035684e-06,4.9709626664026106e-05,1.0661857315210276e-09,0.0006760109250715996,0.965,2.204000000000002,EGM4,R_deg_hill2_LB
0.965EGM5,12.244444444444456,19.88854980235684,0.1678962914217656,0.000676999928717208,0.000676999928717208,6.177261323814771e-07,4.1646227709190744e-05,0.00115963925302631,1.0278984063710324e-05,6.0069313391631e-06,4.973692809642426e-05,3.268564887408482e-06,0.0006763822025848264,0.965,2.204000000000002,EGM5,R_deg_hill2_LB
0.965EGM6,12.244444444444456,19.888488806040456,0.16792717204640983,0.0006771244471357261,0.0006771244471357261,6.178397487613594e-07,4.164622770919075e-05,0.0011596356965215134,1.0280874644174654e-05,6.008036174715913e-06,4.9746076049571386e-05,1.066967507957486e-09,0.0006765066073869646,0.965,2.204000000000002,EGM6,R_deg_hill2_LB
0.965EGM7,12.244444444444456,19.88854980235684,0.1678962914217656,0.0006769999287172079,0.0006769999287172079,6.177261323814771e-07,4.1646227709190744e-05,0.00115963925302631,1.0278984063710324e-05,6.006931339163099e-06,4.973692809642426e-05,1.0667713001447819e-09,0.0006765126625445269,0.965,2.204000000000002,EGM7,R_deg_hill2_LB
0.965EGM8,12.244444444444456,19.88854980235684,0.1678962914217656,0.000676999928717208,0.000676999928717208,6.177261323814771e-07,4.575841961073267e-05,0.00115963925302631,1.0278984063710324e-05,6.0069313391631e-06,4.973692809642426e-05,1.066771300144782e-09,0.0006763822025848264,0.965,2.204000000000002,EGM8,R_deg_hill2_LB
0.965EGM9,12.244444444444456,19.88854980235684,0.1678962914217656,0.000676999928717208,0.000676999928717208,6.177261323814771e-07,4.1646227709190744e-05,0.0011601841711736734,1.0278984063710324e-05,6.0069313391631e-06,4.973692809642426e-05,1.066771300144782e-09,0.0006763822025848264,0.965,2.204000000000002,EGM9,R_deg_hill2_LB
0.965EGM10,12.244444444444456,19.88854980235684,0.16789629142176557,0.0006769999287172079,0.0006769999287172079,6.177261323814771e-07,4.164622770919075e-05,0.00115963925302631,1.0823902211073623e-05,6.0069313391631e-06,4.973692809642426e-05,1.0667713001447819e-09,0.0006763822025848264,0.965,2.204000000000002,EGM10,R_deg_hill2_LB
0.97EGM1,12.211111111111121,19.881408046655235,0.14364385933386456,0.0006853194495352368,0.0006853194495352368,1.0193310666073962e-05,4.1419787379972635e-05,0.0011560670604906943,8.770255633773182e-06,5.197881933608261e-06,5.0211071669281726e-05,1.504734636526878e-08,0.0006751261388691629,0.97,2.1980000000000017,EGM1,R_deg_hill2_LB
0.97EGM2,12.211111111111121,19.881408046655235,0.14364385933386456,0.0006757255256392896,0.0006757255256392896,5.993867701267847e-07,4.1419787379972635e-05,0.0011560670604906943,8.770255633773182e-06,5.984869341593332e-06,4.9508156845172e-05,8.848136422326153e-10,0.0006751261388691629,0.97,2.1980000000000017,EGM2,R_deg_hill2_LB
0.97EGM3,12.211111111111121,19.881408046655235,0.14364385933386456,0.0006757255256392896,0.0006757255256392896,5.993867701267847e-07,4.1419787379972635e-05,0.0011560670604906943,8.770255633773182e-06,5.125115745920205e-06,5.027928968559881e-05,8.848136422326153e-10,0.0006751261388691629,0.97,2.1980000000000017,EGM3,R_deg_hill2_LB
0.97EGM4,12.211111111111121,19.873221056594556,0.14778868941567547,0.0006952058525371176,0.0006753033437969701,5.990122834435494e-07,4.1419787379972635e-05,0.0011555910021797584,9.023320537101525e-06,5.2728664617530506e-06,4.947722498885805e-05,8.842608256829758e-10,0.0006747043315135265,0.97,2.1980000000000017,EGM4,R_deg_hill2_LB
0.97EGM5,12.211111111111121,19.881408046655235,0.14364385933386456,0.0006757255256392896,0.0006757255256392896,5.993867701267847e-07,4.1419787379972635e-05,0.0011560670604906943,8.770255633773182e-06,5.125115745920205e-06,4.9508156845172e-05,3.7000460407819587e-06,0.0006751261388691629,0.97,2.1980000000000017,EGM5,R_deg_hill2_LB
0.97EGM6,12.211111111111121,19.881348868728242,0.1436738193619304,0.0006758664627862505,0.0006758664627862505,5.995117851781665e-07,4.1419787379972635e-05,0.001156063619403828,8.772084859931204e-06,5.126184699457798e-06,4.951848284013933e-05,8.849981892204035e-10,0.0006752669510010724,0.97,2.1980000000000017,EGM6,R_deg_hill2_LB
0.97EGM7,12.21111111111112,19.88140804665523,0.14364385933386456,0.0006757255256392895,0.0006757255256392895,5.993867701267846e-07,4.141978737997263e-05,0.001156067060490694,8.770255633773182e-06,5.125115745920204e-06,4.9508156845172e-05,8.848136422326153e-10,0.0006752730723386677,0.97,2.1980000000000017,EGM7,R_deg_hill2_LB
0.97EGM8,12.211111111111121,19.881408046655235,0.14364385933386456,0.0006757255256392896,0.0006757255256392896,5.993867701267847e-07,4.60752333206299e-05,0.0011560670604906943,8.770255633773182e-06,5.125115745920205e-06,4.9508156845172e-05,8.848136422326153e-10,0.0006751261388691629,0.97,2.1980000000000017,EGM8,R_deg_hill2_LB
0.97EGM9,12.211111111111121,19.881408046655235,0.14364385933386456,0.0006757255256392896,0.0006757255256392896,5.993867701267847e-07,4.1419787379972635e-05,0.0011566839667630359,8.770255633773182e-06,5.125115745920205e-06,4.9508156845172e-05,8.848136422326153e-10,0.0006751261388691629,0.97,2.1980000000000017,EGM9,R_deg_hill2_LB
0.97EGM10,12.211111111111121,19.881408046655235,0.14364385933386456,0.0006757255256392896,0.0006757255256392896,5.993867701267847e-07,4.1419787379972635e-05,0.0011560670604906943,9.387161906114638e-06,5.125115745920205e-06,4.9508156845172e-05,8.848136422326153e-10,0.0006751261388691629,0.97,2.1980000000000017,EGM10,R_deg_hill2_LB
0.975EGM1,12.177777777777788,19.874094542105027,0.11947837859058756,0.000685990165853449,0.000685990165853449,1.2132110602535585e-05,4.1193964334705144e-05,0.0011524871755633403,7.274905718626894e-06,4.323971857659252e-06,5.012301478502538e-05,1.4883759156703364e-08,0.0006738580552509134,0.975,2.192000000000002,EGM1,R_deg_hill2_LB
0.975EGM2,12.177777777777788,19.874094542105027,0.11947837859058756,0.0006744397317495327,0.0006744397317495327,5.816764986194089e-07,4.1193964334705144e-05,0.0011524871755633403,7.274905718626894e-06,5.268206288107204e-06,4.9279063066499235e-05,7.136048455374592e-10,0.0006738580552509134,0.975,2.192000000000002,EGM2,R_deg_hill2_LB
0.975EGM3,12.177777777777788,19.874094542105027,0.11947837859058756,0.0006744397317495327,0.0006744397317495327,5.816764986194089e-07,4.1193964334705144e-05,0.0011524871755633403,7.274905718626894e-06,4.25116651073865e-06,5.01912695129698e-05,7.136048455374592e-10,0.0006738580552509134,0.975,2.192000000000002,EGM3,R_deg_hill2_LB
0.975EGM4,12.177777777777788,19.86434954485119,0.12441198147339368,0.0007022648197958216,0.0006739385916080755,5.812442858818166e-07,4.119396433470514e-05,0.0011519220688442817,7.575307316379977e-06,4.426555173197621e-06,4.9242446426830094e-05,7.130746038918351e-10,0.0006733573473221938,0.975,2.192000000000002,EGM4,R_deg_hill2_LB
0.975EGM5,12.177777777777788,19.874094542105027,0.11947837859058756,0.0006744397317495327,0.0006744397317495327,5.816764986194089e-07,4.1193964334705144e-05,0.0011524871755633403,7.274905718626894e-06,4.25116651073865e-06,4.9279063066499235e-05,4.376611687545657e-06,0.0006738580552509134,0.975,2.192000000000002,EGM5,R_deg_hill2_LB
0.975EGM6,12.17777777777779,19.87403621666809,0.11950790702823769,0.0006746064158960926,0.0006746064158960926,5.818202568326073e-07,4.1193964334705144e-05,0.0011524837933051984,7.276703672386035e-06,4.252217163641154e-06,4.929124212147455e-05,7.137812091309131e-10,0.0006740245956392601,0.975,2.192000000000002,EGM6,R_deg_hill2_LB
0.975EGM7,12.177777777777786,19.87409454210503,0.11947837859058758,0.0006744397317495327,0.0006744397317495327,5.816764986194089e-07,4.1193964334705144e-05,0.0011524871755633401,7.2749057186268935e-06,4.251166510738651e-06,4.927906306649923e-05,7.136048455374592e-10,0.0006740309778642443,0.975,2.192000000000002,EGM7,R_deg_hill2_LB
0.975EGM8,12.177777777777788,19.874094542105027,0.11947837859058756,0.0006744397317495327,0.0006744397317495327,5.816764986194089e-07,4.670109303630762e-05,0.0011524871755633403,7.274905718626894e-06,4.25116651073865e-06,4.9279063066499235e-05,7.136048455374592e-10,0.0006738580552509134,0.975,2.192000000000002,EGM8,R_deg_hill2_LB
0.975EGM9,12.177777777777788,19.874094542105027,0.11947837859058756,0.0006744397317495327,0.0006744397317495327,5.816764986194089e-07,4.1193964334705144e-05,0.0011532169407205166,7.274905718626894e-06,4.25116651073865e-06,4.9279063066499235e-05,7.136048455374592e-10,0.0006738580552509134,0.975,2.192000000000002,EGM9,R_deg_hill2_LB
0.975EGM10,12.177777777777788,19.874094542105027,0.11947837859058758,0.0006744397317495328,0.0006744397317495328,5.816764986194089e-07,4.1193964334705144e-05,0.0011524871755633401,8.004670875803346e-06,4.251166510738651e-06,4.9279063066499235e-05,7.136048455374592e-10,0.0006738580552509134,0.975,2.192000000000002,EGM10,R_deg_hill2_LB
0.98EGM1,12.144444444444456,19.86660677868629,0.09540111994053041,0.0006873816668005594,0.0006873816668005594,1.4803771219820628e-05,4.096875857338828e-05,0.0011488995348732346,5.7929680052777685e-06,3.4567065177994544e-06,5.008721078753414e-05,1.4489327623096191e-08,0.0006725778955807387,0.98,2.186000000000002,EGM1,R_deg_hill2_LB
0.98EGM2,12.144444444444456,19.86660677868629,0.09540111994053041,0.00067314246622589,0.00067314246622589,5.645706451512175e-07,4.096875857338828e-05,0.0011488995348732346,5.7929680052777685e-06,4.616748426365124e-06,4.904964770565989e-05,5.525787262252686e-10,0.0006725778955807387,0.98,2.186000000000002,EGM2,R_deg_hill2_LB
0.98EGM3,12.144444444444456,19.86660677868629,0.09540111994053041,0.00067314246622589,0.00067314246622589,5.645706451512175e-07,4.096875857338828e-05,0.0011488995348732346,5.7929680052777685e-06,3.385100392975362e-06,5.015434124945409e-05,5.525787262252686e-10,0.0006725778955807387,0.98,2.186000000000002,EGM3,R_deg_hill2_LB
