,G,AA,NT,rRNA,rP,R,IG,EAA,ENT,RNAP,AF,RNase,growth_rate,EGVs,prot_fraction,name
0.01EGM5,3.636763319973212e-17,1.2731828532510387e-17,1.048357639704278e-15,0.0,5.672577335570196e-19,0.26588440250377554,0.0006634515260631006,0.24563127150958963,0.013166714442146055,0.425397480047294,0.043407458036929414,0.005849221934202119,1.0990000000000009,EGM5,0.01,R_deg_hill2_glc
0.01EGM6,-3.636763319973212e-17,1.231890436388843e-16,0.0,0.0,-4.5380618684561566e-18,0.26591557808809824,0.0006634515260631006,0.24562517267737966,0.01316825827101481,0.4254473589227932,0.04341254766556313,0.00576763284908823,1.0990000000000009,EGM6,0.01,R_deg_hill2_glc
0.01EGM7,-1.0910289959919637e-16,2.477545011731751e-17,0.0,0.0,8.226527462305218e-05,0.26588440250377554,0.0006634515260631006,0.24563127150958958,0.013166714442146055,0.425397480047294,0.0434074580369294,0.005766956659579067,1.0990000000000009,EGM7,0.01,R_deg_hill2_glc
0.01EGM8,-1.0910289959919637e-16,-1.125218359494837e-16,1.048357639704278e-15,0.0,9.643381470469334e-18,0.26588440250377465,0.000745716800686153,0.24563127150958958,0.013166714442146055,0.42539748004729405,0.04340745803692941,0.005766956659579067,1.0990000000000009,EGM8,0.01,R_deg_hill2_glc
0.01EGM9,3.636763319973212e-17,-2.993700222509199e-17,1.048357639704278e-15,0.0,5.672577335570196e-19,0.26588440250377554,0.0006634515260631006,0.24571353678421268,0.013166714442146055,0.425397480047294,0.043407458036929414,0.005766956659579067,1.0990000000000009,EGM9,0.01,R_deg_hill2_glc
0.01EGM10,3.636763319973212e-17,5.815348708092582e-17,1.048357639704278e-15,0.0,5.672577335570196e-19,0.26588440250377554,0.0006634515260631006,0.24563127150958963,0.013248979716769105,0.425397480047294,0.043407458036929414,0.005766956659579067,1.0990000000000009,EGM10,0.01,R_deg_hill2_glc
0.015EGM1,-1.0900371514501527e-16,9.832412661836534e-17,1.0474045873045467e-15,0.0,5.9507914694374796e-18,0.26641702794430283,0.0006640552126200281,0.24601394990218234,0.013138402525148203,0.42447851484313653,0.04353355347701106,0.005754496095598501,1.100000000000001,EGM1,0.015,R_deg_hill2_glc
0.015EGM2,-1.0900371514501527e-16,3.5066646556200227e-17,1.0474045873045467e-15,0.0,5.100678402374982e-18,0.26641702794430283,0.000664055212620028,0.24601394990218234,0.013138402525148205,0.424521193189156,0.043496047396597404,0.005749323829992762,1.100000000000001,EGM2,0.015,R_deg_hill2_glc
0.015EGM3,3.633457171500509e-17,-2.612808959089429e-17,0.0,0.0,-7.651017603562473e-18,0.2664170279443038,0.0006640552126200281,0.24601394990218234,0.013138402525148205,0.42411280784152505,0.04390443274422836,0.005749323829992762,1.100000000000001,EGM3,0.015,R_deg_hill2_glc
0.015EGM4,-3.633457171500509e-17,3.094115872605902e-17,0.0,0.0018702674077202051,-9.351243737687468e-18,0.26591875686007793,0.0006640552126200281,0.24574111227490297,0.013207467321649501,0.4234450717092258,0.04341469815678689,0.0057385710570170955,1.100000000000001,EGM4,0.015,R_deg_hill2_glc
0.015EGM5,3.633457171500509e-17,-3.2316321336106094e-17,0.0,0.0,-7.651017603562473e-18,0.2664170279443038,0.0006640552126200281,0.24601394990218234,0.013138402525148205,0.42411280784152505,0.04349604739659742,0.006157709177623715,1.100000000000001,EGM5,0.015,R_deg_hill2_glc
0.015EGM6,-1.0900371514501527e-16,1.423293301398715e-16,1.0474045873045467e-15,0.0,1.445192214006245e-17,0.266572233536246,0.0006640552126200281,0.24598371312662387,0.013146056516174398,0.4243598816862408,0.043521386729580336,0.005752673192513602,1.100000000000001,EGM6,0.015,R_deg_hill2_glc
0.015EGM7,3.633457171500509e-17,-3.1628740031082556e-17,0.0,0.0,0.00040838534763094507,0.2664170279443038,0.0006640552126200281,0.24601394990218234,0.013138402525148205,0.42411280784152505,0.04349604739659742,0.005749323829992762,1.100000000000001,EGM7,0.015,R_deg_hill2_glc
0.015EGM8,-2.5434200200503563e-16,2.0558681020203663e-16,0.0,0.0,-8.50113067062497e-18,0.2664170279443038,0.0010724405602509815,0.24601394990218234,0.013138402525148203,0.42411280784152494,0.04349604739659741,0.005749323829992762,1.100000000000001,EGM8,0.015,R_deg_hill2_glc
0.015EGM9,3.633457171500509e-17,-6.463264267221219e-17,0.0,0.0,-7.651017603562473e-18,0.2664170279443038,0.0006640552126200281,0.24642233524981333,0.013138402525148205,0.42411280784152505,0.04349604739659742,0.005749323829992762,1.100000000000001,EGM9,0.015,R_deg_hill2_glc
0.015EGM10,3.633457171500509e-17,-6.463264267221219e-17,0.0,0.0,-7.651017603562473e-18,0.2664170279443038,0.0006640552126200281,0.24601394990218234,0.013546787872779159,0.42411280784152505,0.04349604739659742,0.005749323829992762,1.100000000000001,EGM10,0.015,R_deg_hill2_glc
0.02EGM1,-7.253725750726969e-17,-1.475616866044154e-16,1.0455036715381138e-15,0.0,2.1497112040660843e-17,0.26713045443162864,0.0006652625857338826,0.24658665867739335,0.013130544676027596,0.4231343408680967,0.04361710466630122,0.005735634094817454,1.102000000000001,EGM1,0.02,R_deg_hill2_glc
0.02EGM2,-1.0880588626090454e-16,1.0432268076219134e-16,0.0,0.0,4.525707798033862e-18,0.2671304544316295,0.0006652625857338827,0.2465866586773934,0.0131305446760276,0.4231358464821373,0.043615780705854375,0.005735452441223684,1.102000000000001,EGM2,0.02,R_deg_hill2_glc
0.02EGM3,3.6268628753634845e-17,-1.6952435623856092e-16,0.0,0.0,3.3942808485253966e-18,0.2671304544316295,0.0006652625857338827,0.2465866586773934,0.0131305446760276,0.4231214969818438,0.0436301302061479,0.005735452441223684,1.102000000000001,EGM3,0.02,R_deg_hill2_glc
0.02EGM4,0.0,-6.039734149390024e-17,1.0455036715381138e-15,6.571520827877573e-05,1.4708550343610053e-17,0.26711289989817844,0.0006652625857338827,0.24657704636512748,0.013132977890233313,0.4230981080319345,0.04361291448574105,0.005735075534771937,1.102000000000001,EGM4,0.02,R_deg_hill2_glc
0.02EGM5,-1.0880588626090454e-16,6.177000834603434e-18,0.0,0.0,3.3942808485253966e-18,0.2671304544316295,0.0006652625857338827,0.2465866586773934,0.0131305446760276,0.4231214969818438,0.043615780705854375,0.005749801941517211,1.102000000000001,EGM5,0.02,R_deg_hill2_glc
0.02EGM6,-1.4507451501453938e-16,-1.0363634733612429e-16,0.0,0.0,-9.051415596067723e-18,0.26713592367983563,0.0006652625857338826,0.24658559665298238,0.013130813511747056,0.4231301600019138,0.04361667369849672,0.0057355698692909485,1.102000000000001,EGM6,0.02,R_deg_hill2_glc
0.02EGM7,3.6268628753634845e-17,-7.481034344130826e-17,0.0,0.0,1.4349500293530452e-05,0.2671304544316295,0.0006652625857338826,0.24658665867739335,0.013130544676027598,0.4231214969818437,0.04361578070585437,0.005735452441223683,1.102000000000001,EGM7,0.02,R_deg_hill2_glc
0.02EGM8,-1.0880588626090454e-16,9.9518346779722e-17,0.0,0.0,3.3942808485253966e-18,0.2671304544316295,0.0006796120860274097,0.24658665867739335,0.0131305446760276,0.4231214969818438,0.043615780705854375,0.005735452441223684,1.102000000000001,EGM8,0.02,R_deg_hill2_glc
0.02EGM9,-1.0880588626090454e-16,-6.520167547636958e-17,0.0,0.0,3.3942808485253966e-18,0.2671304544316295,0.0006652625857338826,0.24660100817768685,0.0131305446760276,0.4231214969818438,0.04361578070585437,0.005735452441223684,1.102000000000001,EGM9,0.02,R_deg_hill2_glc
0.02EGM10,-1.0880588626090454e-16,-1.5305235401295178e-16,0.0,0.0,3.3942808485253966e-18,0.2671304544316295,0.0006652625857338826,0.24658665867739335,0.013144894176321125,0.4231214969818438,0.04361578070585437,0.005735452441223684,1.102000000000001,EGM10,0.02,R_deg_hill2_glc
0.025EGM1,-3.623574695059437e-17,1.2068516831600739e-16,0.0,0.0,5.652005885577193e-18,0.267667107960245,0.0006658662722908099,0.24697154272476154,0.013101674430254723,0.4221345709752501,0.04373719636195094,0.005722041275246431,1.103000000000001,EGM1,0.025,R_deg_hill2_glc
0.025EGM2,-7.247149390118874e-17,1.1794232358155266e-16,-1.044555798762467e-15,0.0,-1.695601765673158e-17,0.2676671079602459,0.0006658662722908099,0.24697154272476154,0.013101674430254725,0.4221712371997765,0.04370493408855059,0.005717637324120396,1.103000000000001,EGM2,0.025,R_deg_hill2_glc
0.025EGM3,-7.247149390118874e-17,8.228534203364139e-18,0.0,0.0,5.652005885577193e-18,0.267667107960245,0.0006658662722908099,0.24697154272476154,0.013101674430254725,0.4218231879403653,0.04405298334796189,0.005717637324120396,1.103000000000001,EGM3,0.025,R_deg_hill2_glc
0.025EGM4,-7.247149390118874e-17,9.325672097146025e-17,0.0,0.0015900593844833714,4.239004414182895e-18,0.2672415013633155,0.0006658662722908099,0.24673849389303748,0.013160667283617294,0.42125942521406473,0.04363544064795489,0.00570854594123611,1.103000000000001,EGM4,0.025,R_deg_hill2_glc
0.025EGM5,-7.247149390118874e-17,1.3714223672273565e-17,0.0,0.0,5.652005885577193e-18,0.267667107960245,0.0006658662722908099,0.24697154272476154,0.013101674430254725,0.4218231879403653,0.04370493408855059,0.006065686583531689,1.103000000000001,EGM5,0.025,R_deg_hill2_glc
0.025EGM6,-1.0870724085178311e-16,1.0834236701096117e-16,-1.044555798762467e-15,0.0,-2.2608023542308772e-17,0.2678001467583301,0.0006658662722908099,0.24694581759127998,0.013108186366040829,0.4220328470589443,0.04372665678711371,0.005720479166001074,1.103000000000001,EGM6,0.025,R_deg_hill2_glc
0.025EGM7,-7.247149390118874e-17,1.3714223672273565e-17,0.0,0.0,0.0003480492594112987,0.267667107960245,0.00066586627229081,0.24697154272476154,0.013101674430254725,0.4218231879403653,0.04370493408855059,0.005717637324120396,1.103000000000001,EGM7,0.025,R_deg_hill2_glc
0.025EGM8,7.247149390118874e-17,-2.3314180242865064e-16,0.0,0.0,5.652005885577193e-18,0.267667107960245,0.0010139155317021025,0.24697154272476154,0.013101674430254725,0.4218231879403653,0.04370493408855059,0.005717637324120396,1.103000000000001,EGM8,0.025,R_deg_hill2_glc
0.025EGM9,-7.247149390118874e-17,-5.759973942354898e-17,0.0,0.0,5.652005885577193e-18,0.267667107960245,0.0006658662722908099,0.24731959198417286,0.013101674430254725,0.4218231879403653,0.04370493408855059,0.005717637324120396,1.103000000000001,EGM9,0.025,R_deg_hill2_glc
0.025EGM10,-7.247149390118874e-17,3.0171292079001847e-17,0.0,0.0,5.652005885577193e-18,0.267667107960245,0.0006658662722908099,0.24697154272476154,0.013449723689666019,0.4218231879403653,0.04370493408855059,0.005717637324120396,1.103000000000001,EGM10,0.025,R_deg_hill2_glc
0.03EGM1,-7.240584943207537e-17,-1.0413369039849172e-16,0.0,0.0,1.1858461261560194e-17,0.2682055955596508,0.0006664699588477374,0.24735743105180513,0.013072549965985295,0.4211313788760867,0.04385816971517413,0.005708404872449728,1.104000000000001,EGM1,0.03,R_deg_hill2_glc
0.03EGM2,7.240584943207537e-17,-1.890848588814718e-16,0.0,0.0,-1.3552527156068795e-17,0.2682055955596517,0.0006664699588477374,0.24735743105180516,0.013072549965985296,0.4212040436273178,0.043794193263586814,0.005699716572806013,1.104000000000001,EGM2,0.03,R_deg_hill2_glc
0.03EGM3,-3.620292471603768e-17,-9.591260957755816e-18,0.0,0.0,-1.5246593050577394e-17,0.2682055955596517,0.0006664699588477371,0.24735743105180513,0.013072549965985295,0.4205170693541085,0.04448116753679602,0.005699716572806012,1.104000000000001,EGM3,0.03,R_deg_hill2_glc
0.03EGM4,-3.620292471603768e-17,9.591260957755816e-18,-1.0436096431476462e-15,0.0031307532824603104,1.6940658945085993e-18,0.2673659100109785,0.0006664699588477371,0.246897645565524,0.013188937838731795,0.41941132672774667,0.04365708444927414,0.005681872166436607,1.104000000000001,EGM4,0.03,R_deg_hill2_glc
0.03EGM5,-3.620292471603768e-17,-2.192288218915615e-17,0.0,0.0,-1.5246593050577394e-17,0.2682055955596517,0.0006664699588477371,0.24735743105180513,0.013072549965985295,0.4205170693541085,0.043794193263586814,0.006386690846015225,1.104000000000001,EGM5,0.03,R_deg_hill2_glc
0.03EGM6,-3.620292471603768e-17,3.836504383102326e-17,0.0,0.0,-1.1858461261560194e-17,0.2684689433065407,0.0006664699588477371,0.24730672385403882,0.01308538574061727,0.42092996984752196,0.043837194238636294,0.005705313053797481,1.104000000000001,EGM6,0.03,R_deg_hill2_glc
0.03EGM7,-3.620292471603768e-17,-2.192288218915615e-17,0.0,0.0,0.0006869742732091967,0.2682055955596517,0.0006664699588477371,0.24735743105180513,0.013072549965985295,0.4205170693541085,0.043794193263586814,0.005699716572806012,1.104000000000001,EGM7,0.03,R_deg_hill2_glc
0.03EGM8,1.0860877414811303e-16,-1.84974318471005e-16,0.0,0.0,-1.5246593050577394e-17,0.2682055955596517,0.0013534442320569493,0.24735743105180513,0.013072549965985295,0.42051706935410843,0.043794193263586814,0.005699716572806012,1.104000000000001,EGM8,0.03,R_deg_hill2_glc
0.03EGM9,-3.620292471603768e-17,-9.591260957755816e-18,0.0,0.0,-1.5246593050577394e-17,0.2682055955596517,0.0006664699588477371,0.24804440532501437,0.013072549965985295,0.4205170693541085,0.043794193263586814,0.005699716572806012,1.104000000000001,EGM9,0.03,R_deg_hill2_glc
0.03EGM10,-3.620292471603768e-17,-9.591260957755816e-18,0.0,0.0,-1.5246593050577394e-17,0.2682055955596517,0.0006664699588477371,0.24735743105180513,0.013759524239194505,0.4205170693541085,0.043794193263586814,0.005699716572806012,1.104000000000001,EGM10,0.03,R_deg_hill2_glc
0.035EGM1,-1.0841237491818879e-16,-1.9147833810781957e-17,0.0,0.0,1.972836231579635e-18,0.26892602018351214,0.0006676773319615918,0.24793397178722393,0.013063722113003443,0.41977571147617526,0.04394349840761862,0.005689398700504848,1.106000000000001,EGM1,0.035,R_deg_hill2_glc
0.035EGM2,-3.613745830606293e-17,1.3403483667547368e-16,0.0,0.0,1.972836231579635e-18,0.26892602018351214,0.0006676773319615918,0.24793397178722387,0.013063722113003442,0.41980872677683373,0.043914412718168594,0.005685469089296342,1.106000000000001,EGM2,0.035,R_deg_hill2_glc
0.035EGM3,-1.0841237491818879e-16,-3.0089453131228783e-17,1.0417224647694407e-15,0.0,3.353821593685379e-17,0.26892602018351125,0.0006676773319615919,0.24793397178722393,0.013063722113003447,0.4194978668250872,0.04422527266991523,0.005685469089296342,1.106000000000001,EGM3,0.035,R_deg_hill2_glc
0.035EGM4,7.227491661212586e-17,-5.4708096602234156e-17,1.0417224647694407e-15,0.0014165543980428513,1.7755526084216714e-17,0.26854507184687243,0.0006676773319615918,0.24772537641900955,0.013116524934962022,0.4189991741924024,0.043852205563695186,0.005677415313052961,1.106000000000001,EGM4,0.035,R_deg_hill2_glc
0.035EGM5,-1.0841237491818879e-16,-3.6927965206508057e-17,1.0417224647694407e-15,0.0,3.353821593685379e-17,0.26892602018351125,0.0006676773319615919,0.24793397178722393,0.013063722113003447,0.4194978668250872,0.0439144127181686,0.005996329041042974,1.106000000000001,EGM5,0.035,R_deg_hill2_glc
0.035EGM6,-2.1682474983637758e-16,6.291431109256928e-17,0.0,0.0,-1.1837017389477809e-17,0.2690455351861327,0.0006676773319615919,0.2479110365064187,0.013069527838985259,0.4196842983523101,0.043933928981962994,0.00568799580222892,1.106000000000001,EGM6,0.035,R_deg_hill2_glc
0.035EGM7,-1.0841237491818879e-16,5.4708096602234156e-17,0.0,0.0,0.0003108599517466343,0.26892602018351214,0.0006676773319615918,0.24793397178722393,0.013063722113003443,0.4194978668250871,0.043914412718168594,0.005685469089296342,1.106000000000001,EGM7,0.035,R_deg_hill2_glc
0.035EGM8,-7.227491661212586e-17,-4.650188211189903e-17,0.0,0.0,-2.9592543473694524e-17,0.268926020183513,0.0009785372837082238,0.24793397178722398,0.013063722113003443,0.4194978668250871,0.0439144127181686,0.005685469089296342,1.106000000000001,EGM8,0.035,R_deg_hill2_glc
0.035EGM9,-1.0841237491818879e-16,-1.3403483667547368e-16,1.0417224647694407e-15,0.0,3.353821593685379e-17,0.26892602018351125,0.0006676773319615919,0.24824483173897055,0.013063722113003447,0.4194978668250872,0.0439144127181686,0.005685469089296342,1.106000000000001,EGM9,0.035,R_deg_hill2_glc
0.035EGM10,-1.0841237491818879e-16,-4.650188211189903e-17,1.0417224647694407e-15,0.0,3.353821593685379e-17,0.26892602018351125,0.0006676773319615919,0.24793397178722393,0.013374582064750076,0.4194978668250872,0.0439144127181686,0.005685469089296342,1.106000000000001,EGM10,0.035,R_deg_hill2_glc
0.04EGM1,-1.4441925523579257e-16,1.3254729041736414e-16,0.0,0.0,2.2526332400331144e-17,0.2694686067644332,0.0006682810185185191,0.24832210458806175,0.013034029493500451,0.41876526468572045,0.044066042989436074,0.005675670460328836,1.107000000000001,EGM1,0.04,R_deg_hill2_glc
0.04EGM2,-1.4441925523579257e-16,8.335448160267229e-17,0.0,0.0,2.2526332400331144e-17,0.2694686067644332,0.0006682810185185191,0.24832210458806175,0.013034029493500453,0.4188365683512858,0.044003187403863844,0.005667222380335742,1.107000000000001,EGM2,0.04,R_deg_hill2_glc
0.04EGM3,0.0,-4.782634190317263e-17,-1.0407814327326117e-15,0.0,-1.3515799440198687e-17,0.26946860676443407,0.0006682810185185191,0.24832210458806175,0.013034029493500451,0.41816793998526036,0.04467181576988935,0.005667222380335742,1.107000000000001,EGM3,0.04,R_deg_hill2_glc
0.04EGM4,-7.220962761789628e-17,-4.6459874991653407e-17,0.0,0.0030391666837433612,3.3789498600496715e-17,0.26864964675243974,0.000668281018518519,0.2478736677560187,0.013147544622837869,0.4171022400368255,0.04386945438272751,0.0056499987468880625,1.107000000000001,EGM4,0.04,R_deg_hill2_glc
0.04EGM5,0.0,-5.3292209549249497e-17,-1.0407814327326117e-15,0.0,-1.3515799440198687e-17,0.26946860676443407,0.0006682810185185191,0.24832210458806175,0.013034029493500451,0.41816793998526036,0.044003187403863844,0.006335850746361253,1.107000000000001,EGM5,0.04,R_deg_hill2_glc
0.04EGM6,-1.0831444142684444e-16,4.372694116861497e-17,-1.0407814327326117e-15,0.0,-3.1536865360463606e-17,0.26972642203518843,0.0006682810185185191,0.24827284092654006,0.013046499858353823,0.4185680239949059,0.044045287646303145,0.005672644520190744,1.107000000000001,EGM6,0.04,R_deg_hill2_glc
0.04EGM7,-1.4441925523579257e-16,4.0994007345576534e-17,-1.0407814327326117e-15,0.0,0.0006686283660254952,0.26946860676443407,0.000668281018518519,0.24832210458806175,0.013034029493500451,0.41816793998526025,0.04400318740386384,0.005667222380335742,1.107000000000001,EGM7,0.04,R_deg_hill2_glc
0.04EGM8,-1.0831444142684444e-16,-4.099400734557654e-18,-1.0407814327326117e-15,0.0,-1.3515799440198687e-17,0.26946860676443407,0.00133690938454403,0.24832210458806175,0.013034029493500451,0.41816793998526025,0.044003187403863844,0.005667222380335742,1.107000000000001,EGM8,0.04,R_deg_hill2_glc
0.04EGM9,0.0,-9.155328307178761e-17,-1.0407814327326117e-15,0.0,-1.3515799440198687e-17,0.26946860676443407,0.0006682810185185191,0.24899073295408727,0.013034029493500451,0.41816793998526036,0.044003187403863844,0.005667222380335742,1.107000000000001,EGM9,0.04,R_deg_hill2_glc
0.04EGM10,0.0,-9.155328307178761e-17,-1.0407814327326117e-15,0.0,-1.3515799440198687e-17,0.26946860676443407,0.0006682810185185191,0.24832210458806175,0.013702657859525964,0.41816793998526036,0.044003187403863844,0.005667222380335742,1.107000000000001,EGM10,0.04,R_deg_hill2_glc
0.045EGM1,-1.081191042917194e-16,-8.184015533192649e-17,0.0,0.0,1.2648210646105682e-17,0.27019387233940667,0.0006694883916323737,0.24890129607656872,0.01302453064171088,0.4174017259765283,0.0441525208951033,0.005656565679049504,1.1090000000000009,EGM1,0.045,R_deg_hill2_glc
0.045EGM2,3.603970143057313e-17,-1.4458427441973681e-16,-1.0389044599053213e-15,0.0,-2.78260634214325e-17,0.27019387233940756,0.0006694883916323737,0.24890129607656872,0.01302453064171088,0.4174361344474884,0.04412217042143308,0.0056525076817595925,1.1090000000000009,EGM2,0.045,R_deg_hill2_glc
0.045EGM3,-1.081191042917194e-16,-8.456816050965738e-17,-1.0389044599053213e-15,0.0,-2.78260634214325e-17,0.27019387233940756,0.0006694883916323737,0.24890129607656872,0.01302453064171088,0.41711480373885457,0.0444435011300669,0.0056525076817595925,1.1090000000000009,EGM3,0.045,R_deg_hill2_glc
