,wIG,wEAA,wENT,wRNAP,wAF,wRNase,wrP,prot_fraction,name
0.02EGM5,0.0009011807534420582,0.33403223872948234,0.017786952698074284,0.573170591018567,0.05908298912542247,0.007788820470165189,0.007237227204847291,0.02,R_deg_hill2_glc
0.02EGM6,0.0009011623029800191,0.334023961254892,0.01778695269807424,0.5731705910185655,0.05908298912542233,0.007769382290770528,0.007237227204847275,0.02,R_deg_hill2_glc
0.02EGM7,0.0009011807534420581,0.3340322387294823,0.017786952698074284,0.5731705910185669,0.059082989125422467,0.0077693822907705466,0.007256665384241932,0.02,R_deg_hill2_glc
0.02EGM8,0.0009206189328366989,0.3340322387294823,0.017786952698074284,0.573170591018567,0.05908298912542248,0.007769382290770548,0.007237227204847291,0.02,R_deg_hill2_glc
0.02EGM9,0.0009011807534420581,0.33405167690887694,0.017786952698074284,0.573170591018567,0.059082989125422467,0.007769382290770548,0.007237227204847291,0.02,R_deg_hill2_glc
0.02EGM10,0.0009011807534420581,0.3340322387294823,0.01780639087746892,0.573170591018567,0.059082989125422467,0.007769382290770548,0.007237227204847291,0.02,R_deg_hill2_glc
0.025EGM1,0.0009010069482888626,0.3341858347308591,0.01772833403209595,0.5712050563142599,0.059182330537957246,0.007742694234467917,0.009054743202071877,0.025,R_deg_hill2_glc
0.025EGM2,0.0009010069482888594,0.334185834730858,0.017728334032095887,0.5712546706654281,0.05913867532712725,0.007736735094127549,0.009054743202071846,0.025,R_deg_hill2_glc
0.025EGM3,0.0009010069482888626,0.3341858347308591,0.01772833403209595,0.5707837130360589,0.05960963295649874,0.007736735094127575,0.009054743202071877,0.025,R_deg_hill2_glc
0.025EGM4,0.0009024418844762238,0.3344022075718089,0.017836520452570902,0.5709286764678176,0.05913867532712743,0.007736735094127572,0.009054743202071872,0.025,R_deg_hill2_glc
0.025EGM5,0.0009010069482888626,0.3341858347308591,0.01772833403209595,0.5707837130360589,0.05913867532712745,0.008207692723498852,0.009054743202071877,0.025,R_deg_hill2_glc
0.025EGM6,0.0009005593425540721,0.33398502430733534,0.017728334032095873,0.5707837130360564,0.0591386753271272,0.007736735094127542,0.009054743202071837,0.025,R_deg_hill2_glc
0.025EGM7,0.0009010069482888628,0.3341858347308591,0.01772833403209595,0.5707837130360589,0.05913867532712745,0.007736735094127575,0.009525700831443152,0.025,R_deg_hill2_glc
0.025EGM8,0.0013719645776601372,0.3341858347308591,0.01772833403209595,0.5707837130360589,0.05913867532712745,0.007736735094127575,0.009054743202071877,0.025,R_deg_hill2_glc
0.025EGM9,0.0009010069482888626,0.3346567923602304,0.01772833403209595,0.5707837130360589,0.05913867532712745,0.007736735094127575,0.009054743202071877,0.025,R_deg_hill2_glc
0.025EGM10,0.0009010069482888626,0.3341858347308591,0.018199291661467224,0.5707837130360589,0.05913867532712745,0.007736735094127575,0.009054743202071877,0.025,R_deg_hill2_glc
0.03EGM1,0.0009008291567052086,0.334338829621684,0.01766941481084165,0.5692190921117237,0.05928056848572892,0.007715722935616381,0.010875542877701564,0.03,R_deg_hill2_glc
0.03EGM2,0.0009008291567052057,0.334338829621683,0.0176694148108416,0.5693173088815923,0.05919409519137045,0.007703979460104299,0.010875542877701531,0.03,R_deg_hill2_glc
0.03EGM3,0.0009008291567052055,0.33433882962168293,0.017669414810841593,0.568388765221075,0.060122638851887636,0.007703979460104297,0.01087554287770153,0.03,R_deg_hill2_glc
0.03EGM4,0.0009036582878561355,0.3347654319681418,0.017882715984070707,0.5686745762307551,0.05919409519137057,0.0077039794601043154,0.010875542877701552,0.03,R_deg_hill2_glc
0.03EGM5,0.0009008291567052055,0.33433882962168293,0.017669414810841593,0.568388765221075,0.05919409519137045,0.008632523120621498,0.01087554287770153,0.03,R_deg_hill2_glc
0.03EGM6,0.0008999455113724216,0.33394239771804657,0.017669414810841604,0.5683887652210751,0.05919409519137046,0.007703979460104302,0.010875542877701535,0.03,R_deg_hill2_glc
0.03EGM7,0.0009008291567052055,0.33433882962168293,0.017669414810841593,0.568388765221075,0.05919409519137045,0.007703979460104297,0.01180408653821873,0.03,R_deg_hill2_glc
0.03EGM8,0.001829372817222406,0.33433882962168293,0.017669414810841593,0.568388765221075,0.05919409519137045,0.007703979460104297,0.01087554287770153,0.03,R_deg_hill2_glc
0.03EGM9,0.0009008291567052055,0.33526737328220013,0.017669414810841593,0.568388765221075,0.05919409519137045,0.007703979460104297,0.01087554287770153,0.03,R_deg_hill2_glc
0.03EGM10,0.0009008291567052055,0.33433882962168293,0.018597958471358794,0.568388765221075,0.05919409519137045,0.007703979460104297,0.01087554287770153,0.03,R_deg_hill2_glc
0.035EGM1,0.0009016740084717789,0.3348258319942113,0.017642082663772138,0.5668918657367108,0.059344099999713656,0.007683326490966508,0.012711119106154202,0.035,R_deg_hill2_glc
0.035EGM2,0.0009016740084717789,0.3348258319942112,0.017642082663772134,0.5669364517022071,0.059304820831558414,0.007678019693625192,0.012711119106154202,0.035,R_deg_hill2_glc
0.035EGM3,0.0009016740084717819,0.3348258319942124,0.017642082663772193,0.5665166466177064,0.05972462591606138,0.0076780196936252175,0.012711119106154242,0.035,R_deg_hill2_glc
0.035EGM4,0.0009029530906435582,0.33501870373704856,0.01773851853519053,0.5666458650057814,0.0593048208315585,0.007678019693625206,0.012711119106154219,0.035,R_deg_hill2_glc
0.035EGM5,0.0009016740084717819,0.3348258319942124,0.017642082663772193,0.5665166466177064,0.059304820831558615,0.008097824778128005,0.012711119106154242,0.035,R_deg_hill2_glc
0.035EGM6,0.0009012734682011111,0.3346461366616015,0.017642082663772114,0.5665166466177038,0.05930482083155832,0.007678019693625183,0.012711119106154184,0.035,R_deg_hill2_glc
0.035EGM7,0.0009016740084717789,0.3348258319942113,0.017642082663772138,0.5665166466177045,0.059304820831558414,0.007678019693625192,0.013130924190656985,0.035,R_deg_hill2_glc
0.035EGM8,0.0013214790929745584,0.33482583199421023,0.01764208266377208,0.5665166466177025,0.05930482083155822,0.007678019693625166,0.012711119106154158,0.035,R_deg_hill2_glc
0.035EGM9,0.0009016740084717819,0.3352456370787152,0.017642082663772193,0.5665166466177064,0.059304820831558615,0.0076780196936252175,0.012711119106154242,0.035,R_deg_hill2_glc
0.035EGM10,0.0009016740084717819,0.3348258319942124,0.01806188774827498,0.5665166466177064,0.059304820831558615,0.0076780196936252175,0.012711119106154242,0.035,R_deg_hill2_glc
0.04EGM1,0.0009014864153439184,0.3349773489182918,0.01758242445914543,0.5648988776741919,0.05944346469843193,0.007656269856800401,0.014540127977796666,0.04,R_deg_hill2_glc
0.04EGM2,0.0009014864153439184,0.3349773489182918,0.017582424459145433,0.5649950636858999,0.05935867483465956,0.007644873708864918,0.014540127977796666,0.04,R_deg_hill2_glc
0.04EGM3,0.0009014864153439152,0.3349773489182906,0.017582424459145367,0.564093108711594,0.06026062980896316,0.007644873708864892,0.014540127977796618,0.04,R_deg_hill2_glc
0.04EGM4,0.0009042345348164233,0.33539173558076024,0.01778961779037948,0.5643707355727259,0.05935867483465962,0.007644873708864927,0.014540127977796686,0.04,R_deg_hill2_glc
0.04EGM5,0.0009014864153439152,0.3349773489182906,0.017582424459145367,0.564093108711594,0.05935867483465935,0.008546828683168705,0.014540127977796618,0.04,R_deg_hill2_glc
0.04EGM6,0.0009006247386772409,0.3345907728694902,0.017582424459145346,0.5640931087115931,0.05935867483465926,0.007644873708864881,0.014540127977796595,0.04,R_deg_hill2_glc
0.04EGM7,0.0009014864153439151,0.3349773489182906,0.017582424459145367,0.5640931087115939,0.05935867483465935,0.007644873708864892,0.015442082952100429,0.04,R_deg_hill2_glc
0.04EGM8,0.0018034413896477284,0.3349773489182906,0.017582424459145367,0.5640931087115939,0.05935867483465935,0.007644873708864892,0.014540127977796618,0.04,R_deg_hill2_glc
0.04EGM9,0.0009014864153439152,0.33587930389259446,0.017582424459145367,0.564093108711594,0.05935867483465935,0.007644873708864892,0.014540127977796618,0.04,R_deg_hill2_glc
0.04EGM10,0.0009014864153439152,0.3349773489182906,0.018484379433449185,0.564093108711594,0.05935867483465935,0.007644873708864892,0.014540127977796618,0.04,R_deg_hill2_glc
0.045EGM1,0.000902318202679889,0.33546238131613365,0.017554107324733205,0.5625626670842073,0.059507563978394414,0.007623765013185456,0.01638719708066716,0.045,R_deg_hill2_glc
0.045EGM2,0.0009023182026798859,0.33546238131613254,0.017554107324733146,0.5626090418833234,0.059466658437394716,0.007618295755067026,0.016387197080667104,0.045,R_deg_hill2_glc
0.045EGM3,0.0009023182026798859,0.33546238131613254,0.017554107324733146,0.5621759611143299,0.05989973920638814,0.007618295755067026,0.016387197080667104,0.045,R_deg_hill2_glc
0.045EGM4,0.0009036377338409192,0.3356613523286076,0.01765359283096975,0.5623092658334562,0.05946665843739508,0.007618295755067072,0.016387197080667205,0.045,R_deg_hill2_glc
0.045EGM5,0.0009023182026798859,0.33546238131613254,0.017554107324733146,0.5621759611143299,0.05946665843739471,0.008051376524060462,0.016387197080667104,0.045,R_deg_hill2_glc
0.045EGM6,0.0009019033924369111,0.3352762840119661,0.01755410732473318,0.5621759611143312,0.05946665843739485,0.0076182957550670425,0.016387197080667142,0.045,R_deg_hill2_glc
0.045EGM7,0.000902318202679889,0.33546238131613365,0.017554107324733198,0.5621759611143318,0.05946665843739491,0.00761829575506705,0.016820277849660597,0.045,R_deg_hill2_glc
0.045EGM8,0.0013353989716733264,0.33546238131613365,0.017554107324733198,0.5621759611143318,0.05946665843739491,0.007618295755067052,0.016387197080667163,0.045,R_deg_hill2_glc
0.045EGM9,0.0009023182026798859,0.33589546208512594,0.017554107324733146,0.5621759611143299,0.05946665843739471,0.007618295755067026,0.016387197080667104,0.045,R_deg_hill2_glc
0.045EGM10,0.0009023182026798859,0.33546238131613254,0.017987188093726576,0.5621759611143299,0.05946665843739471,0.007618295755067026,0.016387197080667104,0.045,R_deg_hill2_glc
0.05EGM1,0.000902120766379255,0.3356124139963317,0.01749370699816573,0.5605626344190385,0.05960808586194607,0.007596622809816342,0.01822441514832234,0.05,R_deg_hill2_glc
0.05EGM2,0.0009021207663792581,0.33561241399633285,0.017493706998165784,0.5606669640769528,0.05951600356846053,0.007584375445389622,0.018224415148322404,0.05,R_deg_hill2_glc
0.05EGM3,0.000902120766379255,0.3356124139963317,0.017493706998165725,0.5596966798715421,0.06048628777386917,0.007584375445389597,0.01822441514832234,0.05,R_deg_hill2_glc
0.05EGM4,0.0009050770746149363,0.3360581932702201,0.017716596635109758,0.5599953388578839,0.05951600356846041,0.0075843754453896045,0.01822441514832236,0.05,R_deg_hill2_glc
0.05EGM5,0.000902120766379255,0.3356124139963317,0.017493706998165725,0.5596966798715421,0.05951600356846033,0.008554659650798435,0.01822441514832234,0.05,R_deg_hill2_glc
0.05EGM6,0.0009011902165115428,0.3351949391998277,0.017493706998165732,0.5596966798715421,0.059516003568460346,0.0075843754453895984,0.01822441514832234,0.05,R_deg_hill2_glc
0.05EGM7,0.000902120766379255,0.33561241399633174,0.01749370699816573,0.5596966798715421,0.05951600356846035,0.007584375445389597,0.019194699353731182,0.05,R_deg_hill2_glc
0.05EGM8,0.0018724049717880992,0.33561241399633285,0.017493706998165784,0.5596966798715439,0.05951600356846053,0.007584375445389622,0.018224415148322404,0.05,R_deg_hill2_glc
0.05EGM9,0.000902120766379255,0.33658269820174047,0.017493706998165725,0.5596966798715421,0.05951600356846033,0.007584375445389597,0.01822441514832234,0.05,R_deg_hill2_glc
0.05EGM10,0.000902120766379255,0.3356124139963317,0.018463991203574562,0.5596966798715421,0.05951600356846033,0.007584375445389597,0.01822441514832234,0.05,R_deg_hill2_glc
0.055EGM1,0.0009029394238683168,0.33609546655541794,0.017464399944375004,0.5582174339275192,0.05967277344293458,0.007564009580277404,0.02008297712561078,0.055,R_deg_hill2_glc
0.055EGM2,0.0009029394238683141,0.3360954665554169,0.01746439994437495,0.5582806060801548,0.059616982663217875,0.00755662820735653,0.020082977125610718,0.055,R_deg_hill2_glc
0.055EGM3,0.000902939423868314,0.3360954665554169,0.01746439994437495,0.5576955311552264,0.06020205758814631,0.00755662820735653,0.020082977125610718,0.055,R_deg_hill2_glc
0.055EGM4,0.000904722058079422,0.33636426849380985,0.01759880091357084,0.5578756205383587,0.059616982663218125,0.007556628207356561,0.020082977125610794,0.055,R_deg_hill2_glc
0.055EGM5,0.000902939423868314,0.3360954665554169,0.01746439994437495,0.5576955311552264,0.059616982663217875,0.008141703132284963,0.020082977125610718,0.055,R_deg_hill2_glc
0.055EGM6,0.0009023768603701363,0.33584308235756655,0.017464399944374952,0.5576955311552266,0.059616982663217896,0.007556628207356533,0.02008297712561072,0.055,R_deg_hill2_glc
0.055EGM7,0.000902939423868314,0.3360954665554169,0.01746439994437495,0.5576955311552264,0.059616982663217875,0.00755662820735653,0.02066805205053914,0.055,R_deg_hill2_glc
0.055EGM8,0.0014880143487967417,0.3360954665554158,0.01746439994437489,0.5576955311552246,0.059616982663217674,0.007556628207356504,0.02008297712561065,0.055,R_deg_hill2_glc
0.055EGM9,0.000902939423868314,0.33668054148034526,0.01746439994437495,0.5576955311552264,0.059616982663217875,0.00755662820735653,0.020082977125610718,0.055,R_deg_hill2_glc
0.055EGM10,0.000902939423868314,0.3360954665554169,0.01804947486930338,0.5576955311552264,0.059616982663217875,0.00755662820735653,0.020082977125610718,0.055,R_deg_hill2_glc
0.06EGM1,0.0009037507626595836,0.336577415534115,0.017434541100390794,0.5558672376823331,0.05973761230897093,0.00753133615182084,0.02194810645970928,0.06,R_deg_hill2_glc
0.06EGM2,0.000903750762659584,0.3365774155341151,0.017434541100390794,0.5558964894218555,0.059711762518384524,0.007527934202884886,0.021948106459709276,0.06,R_deg_hill2_glc
0.06EGM3,0.0009037507626595808,0.336577415534114,0.017434541100390746,0.5556267015923783,0.059981550347859805,0.007527934202884862,0.021948106459709207,0.06,R_deg_hill2_glc
0.06EGM4,0.0009045727650973449,0.336701364601881,0.017496515634273284,0.5557097438177723,0.05971176251838472,0.00752793420288491,0.021948106459709345,0.06,R_deg_hill2_glc
0.06EGM5,0.0009037507626595808,0.336577415534114,0.017434541100390746,0.5556267015923783,0.05971176251838434,0.007797722032360326,0.021948106459709207,0.06,R_deg_hill2_glc
0.06EGM6,0.000903490686436176,0.3364607369205236,0.01743454110039075,0.5556267015923785,0.059711762518384365,0.007527934202884865,0.02194810645970922,0.06,R_deg_hill2_glc
0.06EGM7,0.0009037507626595867,0.33657741553411624,0.017434541100390857,0.5556267015923819,0.059711762518384726,0.007527934202884911,0.022217894289184813,0.06,R_deg_hill2_glc
0.06EGM8,0.0011735385921350498,0.3365774155341151,0.017434541100390794,0.55562670159238,0.05971176251838454,0.007527934202884888,0.021948106459709276,0.06,R_deg_hill2_glc
0.06EGM9,0.0009037507626595808,0.33684720336358953,0.017434541100390746,0.5556267015923783,0.05971176251838434,0.007527934202884862,0.021948106459709207,0.06,R_deg_hill2_glc
0.06EGM10,0.0009037507626595808,0.336577415534114,0.01770432892986621,0.5556267015923783,0.05971176251838434,0.007527934202884862,0.021948106459709207,0.06,R_deg_hill2_glc
0.065EGM1,0.0009045547589653152,0.33705825734549166,0.017404128672745718,0.5535120483061985,0.05980260517045204,0.00749860259552836,0.02381980315061806,0.065,R_deg_hill2_glc
0.065EGM2,0.0009045547589653181,0.3370582573454926,0.017404128672745774,0.5535175309400943,0.05979775716252745,0.007497967969559187,0.023819803150618133,0.065,R_deg_hill2_glc
0.065EGM3,0.0009045547589653152,0.3370582573454915,0.017404128672745718,0.5534671768363183,0.05984811126630135,0.007497967969559163,0.02381980315061806,0.065,R_deg_hill2_glc
0.065EGM4,0.0009047081802524567,0.33708139161449463,0.01741569580724741,0.5534826761152997,0.05979775716252719,0.007497967969559155,0.02381980315061803,0.065,R_deg_hill2_glc
0.065EGM5,0.0009045547589653182,0.3370582573454926,0.017404128672745774,0.5534671768363202,0.05979775716252745,0.007548322073333285,0.023819803150618133,0.065,R_deg_hill2_glc
0.065EGM6,0.0009045060924487434,0.3370364239706156,0.017404128672745763,0.5534671768363199,0.059797757162527415,0.007497967969559183,0.023819803150618123,0.065,R_deg_hill2_glc
0.065EGM7,0.0009045547589653154,0.33705825734549166,0.017404128672745718,0.5534671768363185,0.05979775716252726,0.007497967969559163,0.023870157254392156,0.065,R_deg_hill2_glc
0.065EGM8,0.0009549088627394142,0.3370582573454915,0.017404128672745718,0.5534671768363184,0.05979775716252725,0.007497967969559162,0.02381980315061806,0.065,R_deg_hill2_glc
0.065EGM9,0.0009045547589653182,0.33710861144926674,0.017404128672745774,0.5534671768363202,0.05979775716252745,0.007497967969559187,0.023819803150618133,0.065,R_deg_hill2_glc
0.065EGM10,0.0009045547589653182,0.3370582573454926,0.017454482776519877,0.5534671768363202,0.05979775716252745,0.007497967969559187,0.023819803150618133,0.065,R_deg_hill2_glc
0.07EGM1,0.0009043356688739753,0.337205024868498,0.01734209576758209,0.5514969459095961,0.05990523813887027,0.007471278197078908,0.02567508144950135,0.07,R_deg_hill2_glc
0.07EGM2,0.0009043356688739725,0.3372050248684969,0.017342095767582034,0.5515979841758712,0.05981583991936855,0.0074596381503033524,0.025675081449501265,0.07,R_deg_hill2_glc
0.07EGM3,0.0009043356688739725,0.3372050248684969,0.017342095767582038,0.5506739319869962,0.06073989210824367,0.007459638150303352,0.025675081449501265,0.07,R_deg_hill2_glc
0.07EGM4,0.000907151115194695,0.33762956369072694,0.01755436517869646,0.5509583604962098,0.059815839919368785,0.007459638150303382,0.025675081449501376,0.07,R_deg_hill2_glc
0.07EGM5,0.0009043356688739725,0.3372050248684969,0.017342095767582038,0.5506739319869962,0.05981583991936855,0.008383690339178467,0.025675081449501265,0.07,R_deg_hill2_glc
0.07EGM6,0.0009034414372711421,0.3368038436213951,0.017342095767582097,0.550673931986998,0.05981583991936875,0.007459638150303377,0.02567508144950135,0.07,R_deg_hill2_glc
0.07EGM7,0.0009043356688739753,0.33720502486849796,0.01734209576758209,0.550673931986998,0.059815839919368737,0.007459638150303376,0.026599133638376467,0.07,R_deg_hill2_glc
0.07EGM8,0.0018283878577490887,0.3372050248684969,0.017342095767582038,0.5506739319869963,0.05981583991936855,0.007459638150303352,0.025675081449501265,0.07,R_deg_hill2_glc
0.07EGM9,0.0009043356688739725,0.338129077057372,0.017342095767582038,0.5506739319869962,0.05981583991936855,0.007459638150303352,0.025675081449501265,0.07,R_deg_hill2_glc
0.07EGM10,0.0009043356688739725,0.3372050248684969,0.018266147956457153,0.5506739319869962,0.05981583991936855,0.007459638150303352,0.025675081449501265,0.07,R_deg_hill2_glc
0.075EGM1,0.0009061406289691653,0.3380166051185396,0.01734163589260247,0.5487867003910905,0.05993306398586249,0.007432955380072995,0.02758289860286634,0.075,R_deg_hill2_glc
0.075EGM2,0.0009061406289691624,0.3380166051185385,0.017341635892602413,0.548790965637652,0.05992928777531163,0.007432466344060339,0.02758289860286625,0.075,R_deg_hill2_glc
0.075EGM3,0.0009061406289691624,0.3380166051185385,0.017341635892602413,0.5487521229143127,0.05996813049865064,0.007432466344060339,0.02758289860286625,0.075,R_deg_hill2_glc
0.075EGM4,0.0009062589768328693,0.3380344506950279,0.017350558680847953,0.5487640789250483,0.05992928777531132,0.007432466344060298,0.027582898602866102,0.075,R_deg_hill2_glc
0.075EGM5,0.0009061406289691624,0.3380166051185385,0.017341635892602413,0.5487521229143127,0.05992928777531163,0.0074713090673993385,0.02758289860286625,0.075,R_deg_hill2_glc
0.075EGM6,0.0009061028947068706,0.3379996763068561,0.017341635892602437,0.5487521229143135,0.059929287775311736,0.007432466344060347,0.027582898602866286,0.075,R_deg_hill2_glc
0.075EGM7,0.0009061406289691596,0.3380166051185374,0.017341635892602358,0.5487521229143112,0.05992928777531146,0.007432466344060315,0.027621741326205165,0.075,R_deg_hill2_glc
