,vIG,vEAA,vENT,vRNAP,vAF,wIG,wEAA,wENT,wRNAP,wAF,wrP,prot_fraction,growth_rate,EGVs,name
0.02EGM6,14.527777777777793,17.34905233695747,3.36253272304523,0.00048379297341773203,0.00048379297341773203,5.862675754458173e-05,0.0025204317700635464,0.0002442506408545357,2.873536951229832e-05,4.217062084957902e-05,0.00048774711364239364,0.02,2.6150000000000024,EGM6,RBA_standard
0.02EGM7,14.527777777777793,17.349052336957474,3.3625327230452307,0.0004837929734177321,0.0004837929734177321,6.120991501801646e-05,0.0025204317700635464,0.0002442506408545357,2.8735369512298325e-05,4.217062084957902e-05,0.0004837929734177321,0.02,2.6150000000000024,EGM7,RBA_standard
0.02EGM8,14.527777777777793,17.349052336957474,3.3625327230452307,0.0004837929734177321,0.0004837929734177321,5.8626757544581736e-05,0.00252077407154618,0.0002442506408545357,2.8735369512298325e-05,4.217062084957902e-05,0.0004837929734177321,0.02,2.6150000000000024,EGM8,RBA_standard
0.025EGM1,14.500000000000014,17.339654231645913,3.344067295636776,0.0004836035781382414,0.0004836035781382414,5.840277777777789e-05,0.00251424986358866,0.00024244487893366651,2.852292693337253e-05,4.2073511298027045e-05,0.0004836035781382414,0.025,2.6100000000000025,EGM1,RBA_standard
0.025EGM2,14.500000000000014,17.343029186406387,3.3423586562085745,0.00048335648259016303,0.00048335648259016303,5.840277777777789e-05,0.002514739232028929,0.00024305269224561156,2.8508353244131986e-05,4.2052013985344224e-05,0.00048335648259016303,0.025,2.6100000000000025,EGM2,RBA_standard
0.025EGM3,14.500000000000014,17.343029186406387,3.3423586562085745,0.00048335648259016303,0.00048335648259016303,5.840277777777789e-05,0.002514739232028929,0.0002423210025751219,2.9528075126246677e-05,4.2052013985344224e-05,0.00048335648259016303,0.025,2.6100000000000025,EGM3,RBA_standard
0.025EGM4,14.500000000000014,17.339267964370414,3.3442628512941353,0.0004836318584948441,0.00048316089080858624,5.840277777777789e-05,0.002514193854833712,0.00024245905671882505,2.8524594908097062e-05,4.203499750034704e-05,0.00048316089080858624,0.025,2.6100000000000025,EGM4,RBA_standard
0.025EGM5,14.500000000000016,17.343029186406387,3.3423586562085745,0.0004833564825901631,0.0004833564825901631,5.840277777777789e-05,0.002514739232028929,0.0002423210025751219,2.8508353244131986e-05,4.296662607345633e-05,0.0004833564825901631,0.025,2.6100000000000025,EGM5,RBA_standard
0.025EGM6,14.500000000000012,17.343029186406387,3.3423586562085745,0.000483356482590163,0.000483356482590163,5.840277777777789e-05,0.0025147392320289284,0.0002423210025751219,2.8508353244131983e-05,4.2052013985344224e-05,0.0004901182495233187,0.025,2.6100000000000025,EGM6,RBA_standard
0.025EGM7,14.500000000000014,17.343029186406387,3.3423586562085745,0.00048335648259016303,0.00048335648259016303,6.392442970291288e-05,0.002514739232028929,0.0002423210025751219,2.8508353244131986e-05,4.2052013985344224e-05,0.00048335648259016303,0.025,2.6100000000000025,EGM7,RBA_standard
0.025EGM8,14.500000000000014,17.343029186406387,3.3423586562085745,0.00048335648259016303,0.00048335648259016303,5.840277777777789e-05,0.0025154709216994183,0.0002423210025751219,2.8508353244131986e-05,4.2052013985344224e-05,0.00048335648259016303,0.025,2.6100000000000025,EGM8,RBA_standard
0.03EGM1,14.472222222222234,17.33183217567104,3.3248039612255402,0.00048329624591010427,0.00048329624591010427,5.817922668038418e-05,0.0025083012676457273,0.00024058650886090384,2.8304295160106336e-05,4.196622401986075e-05,0.00048329624591010427,0.03,2.605000000000002,EGM1,RBA_standard
0.03EGM2,14.472222222222234,17.33698509396244,3.3221951916307293,0.00048291703301023997,0.00048291703301023997,5.817922668038418e-05,0.0025090470094317886,0.00024152442786890409,2.8282086516987115e-05,4.193329569972254e-05,0.00048291703301023997,0.03,2.605000000000002,EGM2,RBA_standard
0.03EGM3,14.472222222222234,17.33698509396244,3.3221951916307293,0.00048291703301023997,0.00048291703301023997,5.817922668038418e-05,0.0025090470094317886,0.00024039773539439043,2.9852305445876194e-05,4.193329569972254e-05,0.00048291703301023997,0.03,2.605000000000002,EGM3,RBA_standard
0.03EGM4,14.472222222222236,17.331166542833788,3.325140951375379,0.00048334523107621485,0.0004826150352612326,5.817922668038419e-05,0.0025082049357823366,0.00024061089384257972,2.8307163981479967e-05,4.190707222851707e-05,0.0004826150352612326,0.03,2.605000000000002,EGM4,RBA_standard
0.03EGM5,14.47222222222223,17.33698509396244,3.3221951916307284,0.0004829170330102399,0.0004829170330102399,5.817922668038418e-05,0.002509047009431788,0.0002403977353943904,2.828208651698711e-05,4.334166129286459e-05,0.0004829170330102399,0.03,2.605000000000002,EGM5,RBA_standard
0.03EGM6,14.472222222222236,17.336985093962443,3.3221951916307293,0.00048291703301023997,0.00048291703301023997,5.817922668038418e-05,0.0025090470094317886,0.00024039773539439045,2.8282086516987115e-05,4.1933295699722534e-05,0.0004915937897297281,0.03,2.605000000000002,EGM6,RBA_standard
0.03EGM7,14.472222222222234,17.33698509396244,3.3221951916307293,0.00048291703301023997,0.00048291703301023997,6.668174341916746e-05,0.0025090470094317886,0.00024039773539439043,2.8282086516987115e-05,4.193329569972254e-05,0.00048291703301023997,0.03,2.605000000000002,EGM7,RBA_standard
0.03EGM8,14.472222222222234,17.33698509396244,3.3221951916307293,0.00048291703301023997,0.00048291703301023997,5.817922668038418e-05,0.0025101737019063023,0.00024039773539439043,2.8282086516987115e-05,4.193329569972254e-05,0.00048291703301023997,0.03,2.605000000000002,EGM8,RBA_standard
0.035EGM1,14.450000000000012,17.33554682473753,3.3043446172949884,0.0004828109751695268,0.0004828109751695268,5.800069444444453e-05,0.0025049865161745747,0.0002387388985995631,2.8086929247007425e-05,4.185971154719801e-05,0.0004828109751695268,0.035,2.601000000000002,EGM1,RBA_standard
0.035EGM2,14.450000000000012,17.33610967218755,3.3040596643360844,0.00048276933955584235,0.00048276933955584235,5.800069444444453e-05,0.0025050678476311026,0.0002388424082513296,2.808450714685674e-05,4.185610173949157e-05,0.00048276933955584235,0.035,2.601000000000002,EGM2,RBA_standard
0.035EGM3,14.450000000000012,17.33610967218755,3.3040596643360844,0.0004827693395558424,0.0004827693395558424,5.8000694444444536e-05,0.0025050678476311026,0.0002387183107482823,2.8257456068342055e-05,4.185610173949157e-05,0.0004827693395558424,0.035,2.601000000000002,EGM3,RBA_standard
0.035EGM4,14.45000000000001,17.335465675787102,3.3043857006001294,0.0004828169780151484,0.0004827359658129808,5.8000694444444536e-05,0.0025049747901512384,0.0002387418668683595,2.8087278455101124e-05,4.185320823598546e-05,0.0004827359658129808,0.035,2.601000000000002,EGM4,RBA_standard
0.035EGM5,14.450000000000012,17.336109672187547,3.3040596643360844,0.0004827693395558424,0.0004827693395558424,5.800069444444453e-05,0.0025050678476311026,0.0002387183107482823,2.8084507146856744e-05,4.20112236183007e-05,0.0004827693395558424,0.035,2.601000000000002,EGM5,RBA_standard
0.035EGM6,14.450000000000008,17.336109672187547,3.3040596643360844,0.00048276933955584235,0.00048276933955584235,5.800069444444453e-05,0.0025050678476311026,0.0002387183107482823,2.808450714685674e-05,4.185610173949157e-05,0.0004835884986947462,0.035,2.601000000000002,EGM6,RBA_standard
0.035EGM7,14.450000000000012,17.33610967218755,3.3040596643360844,0.00048276933955584235,0.00048276933955584235,5.8937188759236514e-05,0.0025050678476311026,0.0002387183107482823,2.808450714685674e-05,4.185610173949157e-05,0.00048276933955584235,0.035,2.601000000000002,EGM7,RBA_standard
0.035EGM8,14.450000000000012,17.33610967218755,3.3040596643360844,0.00048276933955584235,0.00048276933955584235,5.800069444444453e-05,0.00250519194513415,0.0002387183107482823,2.808450714685674e-05,4.185610173949157e-05,0.00048276933955584235,0.035,2.601000000000002,EGM8,RBA_standard
0.04EGM1,14.422222222222235,17.327654193553098,3.2851170130177163,0.000482501561286977,0.000482501561286977,5.777791495198913e-05,0.002499032793692438,0.00023689343793872216,2.7869816228084965e-05,4.175246843669978e-05,0.000482501561286977,0.04,2.5960000000000023,EGM1,RBA_standard
0.04EGM2,14.422222222222235,17.330034810834313,3.28391177714381,0.000482324542267997,0.000482324542267997,5.7777914951989125e-05,0.002499376131606995,0.00023733589909544938,2.7859591416553397e-05,4.173715039092405e-05,0.000482324542267997,0.04,2.5960000000000023,EGM2,RBA_standard
0.04EGM3,14.422222222222235,17.33003481083431,3.28391177714381,0.000482324542267997,0.000482324542267997,5.7777914951989125e-05,0.002499376131606995,0.00023680652704070385,2.8597352642077873e-05,4.173715039092405e-05,0.000482324542267997,0.04,2.5960000000000023,EGM3,RBA_standard
0.04EGM4,14.422222222222235,17.3272749349559,3.285309020389267,0.0004825297623696735,0.0004821817925160715,5.7777914951989125e-05,0.002498978096174753,0.00023690728380362623,2.7871445153367792e-05,4.1724797779057424e-05,0.0004821817925160715,0.04,2.5960000000000023,EGM4,RBA_standard
0.04EGM5,14.422222222222235,17.33003481083431,3.28391177714381,0.000482324542267997,0.000482324542267997,5.7777914951989125e-05,0.002499376131606995,0.00023680652704070383,2.785959141655339e-05,4.2398865459356e-05,0.000482324542267997,0.04,2.5960000000000023,EGM5,RBA_standard
0.04EGM6,14.422222222222235,17.33003481083431,3.2839117771438096,0.00048232454226799696,0.00048232454226799696,5.7777914951989125e-05,0.002499376131606995,0.00023680652704070383,2.7859591416553394e-05,4.173715039092404e-05,0.0004853820974374581,0.04,2.5960000000000023,EGM6,RBA_standard
0.04EGM7,14.422222222222235,17.330034810834313,3.28391177714381,0.000482324542267997,0.000482324542267997,6.17727892041325e-05,0.002499376131606995,0.00023680652704070383,2.7859591416553397e-05,4.173715039092405e-05,0.000482324542267997,0.04,2.5960000000000023,EGM7,RBA_standard
0.04EGM8,14.422222222222235,17.330034810834313,3.28391177714381,0.000482324542267997,0.000482324542267997,5.7777914951989125e-05,0.002499905503661741,0.00023680652704070383,2.7859591416553397e-05,4.173715039092405e-05,0.000482324542267997,0.04,2.5960000000000023,EGM8,RBA_standard
0.045EGM1,14.394444444444456,17.31974403181922,3.2658982839373314,0.00048219021783786777,0.00048219021783786777,5.755556412894386e-05,0.002493080932580202,0.00023505395704671205,2.7653406711377885e-05,4.1645161813930546e-05,0.00048219021783786777,0.045,2.5910000000000024,EGM1,RBA_standard
0.045EGM2,14.394444444444456,17.323937823810258,3.263775091521988,0.0004818767412613616,0.0004818767412613616,5.755556412894385e-05,0.0024936846056384672,0.00023584169277670976,2.7635428961220517e-05,4.161808788693963e-05,0.0004818767412613616,0.045,2.5910000000000024,EGM2,RBA_standard
0.045EGM3,14.394444444444456,17.323937823810258,3.263775091521988,0.0004818767412613616,0.0004818767412613616,5.755556412894385e-05,0.0024936846056384672,0.0002349011461703744,2.8946225046379105e-05,4.161808788693963e-05,0.0004818767412613616,0.045,2.5910000000000024,EGM3,RBA_standard
0.045EGM4,14.394444444444458,17.319011572275393,3.2662691064653235,0.00048224496755142467,0.0004816224302766391,5.7555564128943856e-05,0.002492975499098088,0.0002350806459681017,2.765654658448255e-05,4.159612389489244e-05,0.0004816224302766391,0.045,2.5910000000000024,EGM4,RBA_standard
0.045EGM5,14.394444444444456,17.323937823810258,3.263775091521988,0.00048187674126136154,0.00048187674126136154,5.7555564128943856e-05,0.0024936846056384672,0.0002349011461703744,2.7635428961220517e-05,4.279377114485879e-05,0.00048187674126136154,0.045,2.5910000000000024,EGM5,RBA_standard
0.045EGM6,14.394444444444458,17.323937823810258,3.2637750915219885,0.0004818767412613616,0.0004818767412613616,5.7555564128943856e-05,0.0024936846056384672,0.0002349011461703744,2.763542896122052e-05,4.161808788693963e-05,0.00048670556206272816,0.045,2.5910000000000024,EGM6,RBA_standard
0.045EGM7,14.394444444444456,17.323937823810258,3.263775091521988,0.0004818767412613616,0.0004818767412613616,6.465334231142799e-05,0.0024936846056384672,0.0002349011461703744,2.7635428961220517e-05,4.161808788693963e-05,0.0004818767412613616,0.045,2.5910000000000024,EGM7,RBA_standard
0.045EGM8,14.394444444444456,17.323937823810258,3.263775091521988,0.0004818767412613616,0.0004818767412613616,5.755556412894385e-05,0.002494625152244803,0.0002349011461703744,2.7635428961220517e-05,4.161808788693963e-05,0.0004818767412613616,0.045,2.5910000000000024,EGM8,RBA_standard
0.05EGM1,14.36666666666668,17.3118157975068,3.2466887044670756,0.0004818769550840606,0.0004818769550840606,5.733364197530875e-05,0.002487130869575146,0.00023322047193755183,2.7437702580888448e-05,4.153779352824607e-05,0.0004818769550840606,0.05,2.5860000000000025,EGM1,RBA_standard
0.05EGM2,14.36666666666668,17.317818284481284,3.2436498234628064,0.00048142592116658497,0.00048142592116658497,5.733364197530876e-05,0.0024879932268704803,0.00023435989761737318,2.7412021057107275e-05,4.149891440455966e-05,0.00048142592116658497,0.05,2.5860000000000025,EGM2,RBA_standard
0.05EGM3,14.36666666666668,17.317818284481284,3.2436498234628064,0.00048142592116658497,0.00048142592116658497,5.733364197530876e-05,0.0024879932268704803,0.00023300217898541184,2.930421040267948e-05,4.149891440455966e-05,0.00048142592116658497,0.05,2.5860000000000025,EGM3,RBA_standard
0.05EGM4,14.366666666666681,17.310674089565904,3.24726671731221,0.0004819627443589701,0.0004810578236064562,5.733364197530875e-05,0.0024869668442009706,0.00023326199252692728,2.7442587356109095e-05,4.1467184394876566e-05,0.0004810578236064562,0.05,2.5860000000000025,EGM4,RBA_standard
0.05EGM5,14.36666666666668,17.317818284481287,3.243649823462807,0.00048142592116658497,0.00048142592116658497,5.733364197530876e-05,0.0024879932268704807,0.00023300217898541184,2.741202105710728e-05,4.319606269451136e-05,0.00048142592116658497,0.05,2.5860000000000025,EGM5,RBA_standard
0.05EGM6,14.366666666666683,17.317818284481287,3.243649823462807,0.00048142592116658497,0.00048142592116658497,5.733364197530876e-05,0.0024879932268704807,0.00023300217898541186,2.741202105710728e-05,4.149891440455966e-05,0.0004876994667149194,0.05,2.5860000000000025,EGM6,RBA_standard
0.05EGM7,14.36666666666668,17.317818284481284,3.2436498234628064,0.00048142592116658497,0.00048142592116658497,6.757958366387159e-05,0.0024879932268704803,0.00023300217898541184,2.7412021057107275e-05,4.149891440455966e-05,0.00048142592116658497,0.05,2.5860000000000025,EGM7,RBA_standard
0.05EGM8,14.36666666666668,17.317818284481284,3.2436498234628064,0.00048142592116658497,0.00048142592116658497,5.733364197530876e-05,0.002489350945502442,0.00023300217898541184,2.7412021057107275e-05,4.149891440455966e-05,0.00048142592116658497,0.05,2.5860000000000025,EGM8,RBA_standard
0.055EGM1,14.344444444444454,17.31528509485048,3.2263535748318595,0.0004813924381495155,0.0004813924381495155,5.715641289437594e-05,0.0024837814508279986,0.00023140124806155188,2.7223676242535517e-05,4.143184251006833e-05,0.0004813924381495155,0.055,2.582000000000002,EGM1,RBA_standard
0.055EGM2,14.344444444444454,17.31691501892773,3.2255283926469076,0.0004812693157282687,0.0004812693157282687,5.715641289437595e-05,0.002484015254381746,0.00023171384024773124,2.721671343076576e-05,4.1421245773679696e-05,0.0004812693157282687,0.055,2.582000000000002,EGM2,RBA_standard
0.055EGM3,14.344444444444456,17.31691501892773,3.2255283926469076,0.0004812693157282687,0.0004812693157282687,5.715641289437594e-05,0.002484015254381746,0.00023134206416150892,2.773484048060386e-05,4.142124577367969e-05,0.0004812693157282687,0.055,2.582000000000002,EGM3,RBA_standard
0.055EGM4,14.344444444444456,17.31494920938574,3.2265236236737396,0.00048141781051639927,0.00048116818600937053,5.715641289437594e-05,0.002483733269924112,0.00023141344434237786,2.722511109910328e-05,4.141254187587319e-05,0.00048116818600937053,0.055,2.582000000000002,EGM4,RBA_standard
0.055EGM5,14.344444444444454,17.31691501892773,3.225528392646907,0.0004812693157282687,0.0004812693157282687,5.715641289437594e-05,0.0024840152543817466,0.00023134206416150895,2.721671343076576e-05,4.188596588145756e-05,0.0004812693157282687,0.055,2.582000000000002,EGM5,RBA_standard
0.055EGM6,14.344444444444454,17.31691501892773,3.2255283926469076,0.0004812693157282687,0.0004812693157282687,5.715641289437595e-05,0.002484015254381746,0.00023134206416150895,2.7216713430765756e-05,4.142124577367969e-05,0.0004828309957110068,0.055,2.582000000000002,EGM6,RBA_standard
0.055EGM7,14.344444444444454,17.31691501892773,3.2255283926469076,0.0004812693157282687,0.0004812693157282687,5.9961998684366166e-05,0.002484015254381746,0.00023134206416150892,2.721671343076576e-05,4.1421245773679696e-05,0.0004812693157282687,0.055,2.582000000000002,EGM7,RBA_standard
0.055EGM8,14.344444444444454,17.31691501892773,3.2255283926469076,0.0004812693157282687,0.0004812693157282687,5.715641289437595e-05,0.0024843870304679687,0.00023134206416150892,2.721671343076576e-05,4.1421245773679696e-05,0.0004812693157282687,0.055,2.582000000000002,EGM8,RBA_standard
0.06EGM1,14.316666666666677,17.307284430656477,3.2071806644609655,0.0004810770996691448,0.0004810770996691448,5.6935262345679106e-05,0.0024778262209889878,0.00022958068256433094,2.7009492066391877e-05,4.132452286157957e-05,0.0004810770996691448,0.06,2.577000000000002,EGM1,RBA_standard
