,vIG,vEAA,vENT,vRNAP,vAF,wIG,wEAA,wENT,wRNAP,wAF,wrP,prot_fraction,growth_rate,EGVs,name
0.505EGM2,12.111111111111121,16.92654091478332,1.556001116064189,0.0004432245603334356,0.0004432245603334356,4.074417009602202e-05,0.002049992177457093,9.500236954560649e-05,1.1085236709215474e-05,3.220765138422968e-05,0.0004432245603334356,0.505,2.180000000000002,EGM2,RBA_standard
0.505EGM3,12.111111111111121,16.92654091478332,1.556001116064189,0.0004432245603334356,0.0004432245603334356,4.074417009602202e-05,0.002049992177457093,9.422451202833153e-05,1.2169300573342239e-05,3.220765138422968e-05,0.0004432245603334356,0.505,2.180000000000002,EGM3,RBA_standard
0.505EGM4,12.111111111111123,16.920249933947318,1.5591860529481836,0.0004441317847791796,0.0004429513129706104,4.074417009602202e-05,0.002049230269778066,9.441737765075122e-05,1.1107926782441319e-05,3.218779540919772e-05,0.0004429513129706104,0.505,2.180000000000002,EGM4,RBA_standard
0.505EGM5,12.111111111111121,16.92654091478332,1.556001116064189,0.0004432245603334356,0.0004432245603334356,4.0744170096022027e-05,0.002049992177457093,9.422451202833152e-05,1.1085236709215473e-05,3.317997328082338e-05,0.0004432245603334356,0.505,2.180000000000002,EGM5,RBA_standard
0.505EGM6,12.111111111111121,16.92654091478332,1.556001116064189,0.0004432245603334356,0.0004432245603334356,4.0744170096022027e-05,0.002049992177457093,9.422451202833153e-05,1.1085236709215473e-05,3.220765138422968e-05,0.00044358042261345454,0.505,2.180000000000002,EGM6,RBA_standard
0.505EGM7,12.111111111111121,16.92654091478332,1.556001116064189,0.0004432245603334356,0.0004432245603334356,4.6614224889699146e-05,0.002049992177457093,9.422451202833153e-05,1.1085236709215474e-05,3.220765138422968e-05,0.0004432245603334356,0.505,2.180000000000002,EGM7,RBA_standard
0.505EGM8,12.111111111111121,16.92654091478332,1.556001116064189,0.0004432245603334356,0.0004432245603334356,4.074417009602202e-05,0.002050770034974368,9.422451202833153e-05,1.1085236709215474e-05,3.220765138422968e-05,0.0004432245603334356,0.505,2.180000000000002,EGM8,RBA_standard
0.51EGM1,12.088888888888901,16.922739314088044,1.5393470263093594,0.00044295496063187685,0.00044295496063187685,4.059478737997264e-05,0.0020457711526364235,9.304497581247694e-05,1.0946467742644345e-05,3.2128999811165494e-05,0.00044295496063187685,0.51,2.176000000000002,EGM1,RBA_standard
0.51EGM2,12.088888888888901,16.923658300010313,1.5388817710119715,0.00044282108104630203,0.00044282108104630203,4.059478737997264e-05,0.002045882247823471,9.35235066784631e-05,1.0943159260529588e-05,3.211928907855847e-05,0.00044282108104630203,0.51,2.176000000000002,EGM2,RBA_standard
0.51EGM3,12.088888888888901,16.923658300010313,1.5388817710119715,0.00044282108104630203,0.00044282108104630203,4.059478737997264e-05,0.002045882247823471,9.30168537145015e-05,1.1649257945295968e-05,3.211928907855847e-05,0.00044282108104630203,0.51,2.176000000000002,EGM3,RBA_standard
0.51EGM4,12.088888888888901,16.91954093952366,1.5409662684250962,0.0004434209058121194,0.0004426425725437898,4.059478737997265e-05,0.0020453845046890843,9.314285000258367e-05,1.095798235324514e-05,3.210634126184292e-05,0.0004426425725437898,0.51,2.176000000000002,EGM4,RBA_standard
0.51EGM5,12.088888888888901,16.923658300010317,1.5388817710119718,0.00044282108104630203,0.00044282108104630203,4.059478737997264e-05,0.002045882247823471,9.30168537145015e-05,1.0943159260529588e-05,3.275260528351047e-05,0.00044282108104630203,0.51,2.176000000000002,EGM5,RBA_standard
0.51EGM6,12.088888888888901,16.923658300010313,1.5388817710119718,0.00044282108104630203,0.00044282108104630203,4.059478737997264e-05,0.002045882247823471,9.30168537145015e-05,1.0943159260529588e-05,3.211928907855846e-05,0.00044305059743055187,0.51,2.176000000000002,EGM6,RBA_standard
0.51EGM7,12.088888888888901,16.923658300010313,1.5388817710119715,0.00044282108104630203,0.00044282108104630203,4.441821338510082e-05,0.002045882247823471,9.30168537145015e-05,1.0943159260529588e-05,3.211928907855847e-05,0.00044282108104630203,0.51,2.176000000000002,EGM7,RBA_standard
0.51EGM8,12.088888888888901,16.923658300010313,1.5388817710119715,0.00044282108104630203,0.00044282108104630203,4.059478737997264e-05,0.0020463889007874326,9.30168537145015e-05,1.0943159260529588e-05,3.211928907855847e-05,0.00044282108104630203,0.51,2.176000000000002,EGM8,RBA_standard
0.515EGM1,12.066666666666679,16.92029829175842,1.522004116109309,0.00044247954715755165,0.00044247954715755165,4.0445679012345757e-05,0.0020417159938721846,9.182758167192838e-05,1.0803244902579812e-05,3.203551921420677e-05,0.00044247954715755165,0.515,2.172000000000002,EGM1,RBA_standard
0.515EGM2,12.066666666666677,16.920739915734824,1.521780534997242,0.0004424145472878579,0.0004424145472878579,4.044567901234575e-05,0.0020417692831653372,9.206054089753098e-05,1.0801657915078473e-05,3.2030813223640944e-05,0.0004424145472878579,0.515,2.172000000000002,EGM2,RBA_standard
0.515EGM3,12.066666666666677,16.92073991573482,1.521780534997242,0.00044241454728785796,0.00044241454728785796,4.044567901234575e-05,0.0020417692831653372,9.181409227816701e-05,1.1145121900041133e-05,3.203081322364094e-05,0.00044241454728785796,0.515,2.172000000000002,EGM3,RBA_standard
0.515EGM4,12.066666666666679,16.91872747720751,1.5227993728954177,0.00044271074552217293,0.0004423274582349986,4.0445679012345757e-05,0.0020415264489163747,9.187556216469028e-05,1.0808889666434153e-05,3.2024507976213926e-05,0.0004423274582349986,0.515,2.172000000000002,EGM4,RBA_standard
0.515EGM5,12.066666666666679,16.920739915734824,1.5217805349972418,0.0004424145472878579,0.0004424145472878579,4.0445679012345757e-05,0.0020417692831653372,9.181409227816701e-05,1.0801657915078473e-05,3.233887399784591e-05,0.0004424145472878579,0.515,2.172000000000002,EGM5,RBA_standard
0.515EGM6,12.066666666666679,16.920739915734824,1.521780534997242,0.00044241454728785796,0.00044241454728785796,4.0445679012345757e-05,0.0020417692831653377,9.181409227816701e-05,1.0801657915078473e-05,3.2030813223640944e-05,0.0004425251058654135,0.515,2.172000000000002,EGM6,RBA_standard
0.515EGM7,12.066666666666677,16.920739915734824,1.521780534997242,0.0004424145472878579,0.0004424145472878579,4.230548863989898e-05,0.0020417692831653372,9.1814092278167e-05,1.0801657915078473e-05,3.2030813223640944e-05,0.0004424145472878579,0.515,2.172000000000002,EGM7,RBA_standard
0.515EGM8,12.066666666666677,16.920739915734824,1.521780534997242,0.0004424145472878579,0.0004424145472878579,4.044567901234575e-05,0.002042015731784701,9.1814092278167e-05,1.0801657915078473e-05,3.2030813223640944e-05,0.0004424145472878579,0.515,2.172000000000002,EGM8,RBA_standard
0.52EGM1,12.038888888888899,16.9082182625844,1.5048964671542135,0.0004420633372265502,0.0004420633372265502,4.0259679355281274e-05,0.002035561609723357,9.05864067867551e-05,1.065722432785354e-05,3.193170839233117e-05,0.0004420633372265502,0.52,2.167000000000002,EGM1,RBA_standard
0.52EGM2,12.038888888888899,16.911043775843048,1.5034659936512302,0.00044164313563504885,0.00044164313563504885,4.0259679355281274e-05,0.002035901770125106,9.209659499180594e-05,1.0647094144582414e-05,3.1901355830705055e-05,0.00044164313563504885,0.52,2.167000000000002,EGM2,RBA_standard
0.52EGM3,12.038888888888899,16.911043775843048,1.5034659936512302,0.00044164313563504885,0.00044164313563504885,4.0259679355281274e-05,0.002035901770125106,9.050030022895052e-05,1.2871775953879209e-05,3.1901355830705055e-05,0.00044164313563504885,0.52,2.167000000000002,EGM3,RBA_standard
0.52EGM4,12.038888888888899,16.897955465466186,1.5100922167403033,0.000443589588667464,0.0004410780378305426,4.0259679355281274e-05,0.0020343260829814034,9.089916204656223e-05,1.0694019064301437e-05,3.1860536932626226e-05,0.0004410780378305426,0.52,2.167000000000002,EGM4,RBA_standard
0.52EGM5,12.038888888888899,16.911043775843044,1.5034659936512305,0.00044164313563504885,0.00044164313563504885,4.0259679355281274e-05,0.002035901770125106,9.050030022895054e-05,1.0647094144582417e-05,3.3896724284274336e-05,0.00044164313563504885,0.52,2.167000000000002,EGM5,RBA_standard
0.52EGM6,12.038888888888899,16.911043775843044,1.5034659936512302,0.0004416431356350488,0.0004416431356350488,4.0259679355281274e-05,0.0020359017701251057,9.050030022895052e-05,1.0647094144582416e-05,3.1901355830705055e-05,0.00044235235898756745,0.52,2.167000000000002,EGM6,RBA_standard
0.52EGM7,12.038888888888899,16.911043775843048,1.5034659936512302,0.00044164313563504885,0.00044164313563504885,5.230602141243326e-05,0.002035901770125106,9.050030022895052e-05,1.0647094144582414e-05,3.1901355830705055e-05,0.00044164313563504885,0.52,2.167000000000002,EGM7,RBA_standard
0.52EGM8,12.038888888888899,16.911043775843048,1.5034659936512302,0.00044164313563504885,0.00044164313563504885,4.0259679355281274e-05,0.0020374980648879613,9.050030022895052e-05,1.0647094144582414e-05,3.1901355830705055e-05,0.00044164313563504885,0.52,2.167000000000002,EGM8,RBA_standard
0.525EGM1,12.016666666666678,16.90565228010566,1.487616820568903,0.0004415873088425586,0.0004415873088425586,4.011118827160501e-05,0.002031495882326032,8.938097730251501e-05,1.051540909441353e-05,3.18384449675485e-05,0.0004415873088425586,0.525,2.163000000000002,EGM1,RBA_standard
0.525EGM2,12.016666666666678,16.908031983104394,1.4864120475690814,0.0004412296814889273,0.0004412296814889273,4.0111188271605015e-05,0.002031781843303046,9.066970674267814e-05,1.0506893002914793e-05,3.181266003535169e-05,0.0004412296814889273,0.525,2.163000000000002,EGM2,RBA_standard
0.525EGM3,12.016666666666678,16.908031983104394,1.4864120475690814,0.0004412296814889273,0.0004412296814889273,4.0111188271605015e-05,0.002031781843303046,8.930859052477573e-05,1.2403817406080666e-05,3.181266003535169e-05,0.0004412296814889273,0.525,2.163000000000002,EGM3,RBA_standard
0.525EGM4,12.016666666666676,16.89681835268412,1.4920891758357286,0.0004429148921954479,0.0004407464181153851,4.011118827160501e-05,0.0020304343387142106,8.964969131479678e-05,1.054702250762315e-05,3.177781674611929e-05,0.0004407464181153851,0.525,2.163000000000002,EGM4,RBA_standard
0.525EGM5,12.016666666666678,16.90803198310439,1.4864120475690814,0.00044122968148892737,0.00044122968148892737,4.011118827160501e-05,0.002031781843303046,8.930859052477573e-05,1.050689300291479e-05,3.3514055307729694e-05,0.00044122968148892737,0.525,2.163000000000002,EGM5,RBA_standard
0.525EGM6,12.016666666666678,16.90803198310439,1.4864120475690814,0.00044122968148892737,0.00044122968148892737,4.0111188271605015e-05,0.002031781843303046,8.930859052477575e-05,1.0506893002914791e-05,3.181266003535169e-05,0.00044182865716618444,0.525,2.163000000000002,EGM6,RBA_standard
0.525EGM7,12.016666666666678,16.908031983104394,1.4864120475690814,0.0004412296814889273,0.0004412296814889273,5.038276963735458e-05,0.002031781843303046,8.930859052477573e-05,1.0506893002914793e-05,3.181266003535169e-05,0.0004412296814889273,0.525,2.163000000000002,EGM7,RBA_standard
0.525EGM8,12.016666666666678,16.908031983104394,1.4864120475690814,0.0004412296814889273,0.0004412296814889273,4.0111188271605015e-05,0.0020331429595209483,8.930859052477573e-05,1.0506893002914793e-05,3.181266003535169e-05,0.0004412296814889273,0.525,2.163000000000002,EGM8,RBA_standard
0.53EGM1,11.994444444444454,16.9030189896571,1.4703712500110442,0.0004411113750033133,0.0004411113750033133,3.9962971536351234e-05,0.0020274232221483175,8.81814313548291e-05,1.03742860417446e-05,3.174531528773848e-05,0.0004411113750033133,0.53,2.159000000000002,EGM1,RBA_standard
0.53EGM2,11.994444444444456,16.904982678566874,1.4693770925973637,0.0004408131277792091,0.0004408131277792091,3.996297153635125e-05,0.0020276587557236624,8.925903321223322e-05,1.036727170888141e-05,3.172385142917711e-05,0.0004408131277792091,0.53,2.159000000000002,EGM2,RBA_standard
0.53EGM3,11.994444444444456,16.904982678566874,1.4693770925973637,0.0004408131277792091,0.0004408131277792091,3.996297153635125e-05,0.0020276587557236624,8.812180952549197e-05,1.195216749872233e-05,3.172385142917711e-05,0.0004408131277792091,0.53,2.159000000000002,EGM3,RBA_standard
0.53EGM4,11.994444444444458,16.895568658187063,1.4741431317120868,0.000442242939513626,0.00044040817078914687,3.996297153635125e-05,0.0020265295962792165,8.840763948239994e-05,1.0400898762635288e-05,3.1694708024458966e-05,0.00044040817078914687,0.53,2.159000000000002,EGM4,RBA_standard
0.53EGM5,11.994444444444454,16.904982678566874,1.4693770925973637,0.00044081312777920906,0.00044081312777920906,3.996297153635124e-05,0.0020276587557236624,8.812180952549197e-05,1.0367271708881408e-05,3.314538103760366e-05,0.00044081312777920906,0.53,2.159000000000002,EGM5,RBA_standard
0.53EGM6,11.994444444444456,16.904982678566878,1.4693770925973637,0.00044081312777920906,0.00044081312777920906,3.996297153635124e-05,0.0020276587557236624,8.812180952549197e-05,1.0367271708881408e-05,3.172385142917711e-05,0.0004413088556188663,0.53,2.159000000000002,EGM6,RBA_standard
0.53EGM7,11.994444444444456,16.904982678566874,1.4693770925973637,0.0004408131277792091,0.0004408131277792091,4.854496143242483e-05,0.0020276587557236624,8.812180952549197e-05,1.036727170888141e-05,3.172385142917711e-05,0.0004408131277792091,0.53,2.159000000000002,EGM7,RBA_standard
0.53EGM8,11.994444444444456,16.904982678566874,1.4693770925973637,0.0004408131277792091,0.0004408131277792091,3.996297153635125e-05,0.0020287959794104034,8.812180952549197e-05,1.036727170888141e-05,3.172385142917711e-05,0.0004408131277792091,0.53,2.159000000000002,EGM8,RBA_standard
0.535EGM1,11.972222222222232,16.90031846950896,1.4531597158547376,0.00044063552674304945,0.00044063552674304945,3.981502914951997e-05,0.0020233436834328805,8.698775521297118e-05,1.0233853554467197e-05,3.1652318671042416e-05,0.00044063552674304945,0.535,2.155000000000002,EGM1,RBA_standard
0.535EGM2,11.972222222222234,16.901895307615384,1.4523614095212483,0.0004403934596612817,0.0004403934596612817,3.981502914951997e-05,0.002023532465995066,8.786467902239801e-05,1.0228231495157819e-05,3.163493018566877e-05,0.0004403934596612817,0.535,2.155000000000002,EGM2,RBA_standard
0.535EGM3,11.972222222222234,16.901895307615384,1.4523614095212483,0.0004403934596612817,0.0004403934596612817,3.981502914951997e-05,0.002023532465995066,8.693996770884146e-05,1.1516958668853695e-05,3.163493018566877e-05,0.0004403934596612817,0.535,2.155000000000002,EGM3,RBA_standard
0.535EGM4,11.972222222222232,16.89420380470634,1.4562553891640078,0.00044157421477876354,0.0004400632121097057,3.981502914951996e-05,0.0020226116221745663,8.717306565690109e-05,1.0255654783164833e-05,3.161120740321389e-05,0.0004400632121097057,0.535,2.155000000000002,EGM4,RBA_standard
0.535EGM5,11.972222222222232,16.901895307615387,1.452361409521248,0.00044039345966128166,0.00044039345966128166,3.981502914951996e-05,0.002023532465995066,8.693996770884146e-05,1.0228231495157819e-05,3.279081932761445e-05,0.00044039345966128166,0.535,2.155000000000002,EGM5,RBA_standard
0.535EGM6,11.972222222222232,16.901895307615384,1.452361409521248,0.0004403934596612817,0.0004403934596612817,3.981502914951996e-05,0.002023532465995066,8.693996770884146e-05,1.022823149515782e-05,3.163493018566877e-05,0.00044079278389877956,0.535,2.155000000000002,EGM6,RBA_standard
0.535EGM7,11.972222222222234,16.901895307615384,1.4523614095212483,0.0004403934596612817,0.0004403934596612817,4.6793307251049646e-05,0.002023532465995066,8.693996770884146e-05,1.0228231495157819e-05,3.163493018566877e-05,0.0004403934596612817,0.535,2.155000000000002,EGM7,RBA_standard
0.535EGM8,11.972222222222234,16.901895307615384,1.4523614095212483,0.0004403934596612817,0.0004403934596612817,3.981502914951997e-05,0.0020244571773086226,8.693996770884146e-05,1.0228231495157819e-05,3.163493018566877e-05,0.0004403934596612817,0.535,2.155000000000002,EGM8,RBA_standard
0.54EGM1,11.950000000000012,16.89755079497426,1.4359821799712373,0.00044015975516509666,0.00044015975516509666,3.9667361111111186e-05,0.0020192573199994263,8.579993525328151e-05,1.0094110029797826e-05,3.155945444533746e-05,0.00044015975516509666,0.54,2.151000000000002,EGM1,RBA_standard
0.54EGM2,11.950000000000012,16.898769311483004,1.4353652812278406,0.0004399706622894033,0.0004399706622894033,3.9667361111111186e-05,0.002019402932722221,8.648674879680162e-05,1.008977359451336e-05,3.1545896486150245e-05,0.0004399706622894033,0.54,2.151000000000002,EGM2,RBA_standard
0.54EGM3,11.950000000000012,16.898769311483004,1.4353652812278406,0.0004399706622894033,0.0004399706622894033,3.9667361111111186e-05,0.002019402932722221,8.576307555336356e-05,1.109832335487944e-05,3.1545896486150245e-05,0.0004399706622894033,0.54,2.151000000000002,EGM3,RBA_standard
0.54EGM4,11.95000000000001,16.89272118501885,1.4384272681511712,0.00044090922784633725,0.0004397114578727831,3.966736111111118e-05,0.0020186801816097547,8.594602927203257e-05,1.0111297561415595e-05,3.1527311529478576e-05,0.0004397114578727831,0.54,2.151000000000002,EGM4,RBA_standard
0.54EGM5,11.95000000000001,16.898769311483004,1.4353652812278404,0.00043997066228940326,0.00043997066228940326,3.966736111111118e-05,0.002019402932722221,8.576307555336355e-05,1.0089773594513358e-05,3.245048804044782e-05,0.00043997066228940326,0.54,2.151000000000002,EGM5,RBA_standard
0.54EGM6,11.950000000000012,16.898769311483008,1.4353652812278404,0.00043997066228940326,0.00043997066228940326,3.9667361111111186e-05,0.002019402932722221,8.576307555336356e-05,1.0089773594513358e-05,3.1545896486150245e-05,0.0004402802773213935,0.54,2.151000000000002,EGM6,RBA_standard
0.54EGM7,11.950000000000012,16.898769311483004,1.4353652812278406,0.0004399706622894033,0.0004399706622894033,4.5128517553464975e-05,0.002019402932722221,8.576307555336356e-05,1.008977359451336e-05,3.1545896486150245e-05,0.0004399706622894033,0.54,2.151000000000002,EGM7,RBA_standard
0.54EGM8,11.950000000000012,16.898769311483004,1.4353652812278406,0.0004399706622894033,0.0004399706622894033,3.9667361111111186e-05,0.0020201266059656593,8.576307555336356e-05,1.008977359451336e-05,3.1545896486150245e-05,0.0004399706622894033,0.54,2.151000000000002,EGM8,RBA_standard
0.545EGM1,11.92777777777779,16.89471603844037,1.4188386057129645,0.0004396840514407208,0.0004396840514407208,3.9519967421124904e-05,0.002015164185251751,8.46179579573816e-05,9.955053877339012e-06,3.146672194810761e-05,0.0004396840514407208,0.545,2.147000000000002,EGM1,RBA_standard
0.545EGM2,11.92777777777779,16.89560412724242,1.4183889927105333,0.0004395447208179894,0.0004395447208179894,3.9519967421124904e-05,0.0020152701145105282,8.512534715161896e-05,9.951899239704308e-06,3.145675051987414e-05,0.0004395447208179894,0.545,2.147000000000002,EGM2,RBA_standard
0.545EGM3,11.92777777777779,16.89560412724242,1.4183889927105333,0.0004395447208179894,0.0004395447208179894,3.9519967421124904e-05,0.0020152701145105282,8.459114353748661e-05,1.0696393984957373e-05,3.145675051987414e-05,0.0004395447208179894,0.545,2.147000000000002,EGM3,RBA_standard
0.545EGM4,11.927777777777791,16.891118161974124,1.4206601037845916,0.00044024851567830194,0.00043935282342503915,3.951996742112491e-05,0.0020147350385421375,8.472659007848668e-05,9.967834126880788e-06,3.144301706311866e-05,0.00043935282342503915,0.545,2.147000000000002,EGM4,RBA_standard
0.545EGM5,11.92777777777779,16.895604127242425,1.4183889927105335,0.00043954472081798944,0.00043954472081798944,3.9519967421124904e-05,0.0020152701145105287,8.459114353748663e-05,9.951899239704308e-06,3.212450503753958e-05,0.00043954472081798944,0.545,2.147000000000002,EGM5,RBA_standard
0.545EGM6,11.927777777777788,16.89560412724242,1.4183889927105333,0.0004395447208179894,0.0004395447208179894,3.95199674211249e-05,0.0020152701145105282,8.45911435374866e-05,9.951899239704308e-06,3.145675051987414e-05,0.0004397711766978933,0.545,2.147000000000002,EGM6,RBA_standard
0.545EGM7,11.92777777777779,16.89560412724242,1.4183889927105333,0.0004395447208179894,0.0004395447208179894,4.355130274449212e-05,0.0020152701145105282,8.459114353748661e-05,9.951899239704308e-06,3.145675051987414e-05,0.0004395447208179894,0.545,2.147000000000002,EGM7,RBA_standard
0.545EGM8,11.92777777777779,16.89560412724242,1.4183889927105333,0.0004395447208179894,0.0004395447208179894,3.9519967421124904e-05,0.002015804318124661,8.459114353748661e-05,9.951899239704308e-06,3.145675051987414e-05,0.0004395447208179894,0.545,2.147000000000002,EGM8,RBA_standard
0.55EGM1,11.905555555555567,16.891814269400005,1.4017289578978236,0.00043920840680798466,0.00043920840680798466,3.9372848079561115e-05,0.0020110643321846803,8.344180991041775e-05,9.816683518872675e-06,3.137412052631707e-05,0.00043920840680798466,0.55,2.143000000000002,EGM1,RBA_standard
0.55EGM2,11.905555555555567,16.892399187797732,1.4014328310731512,0.0004391156204029206,0.0004391156204029206,3.937284807956112e-05,0.002011133969969476,8.378057868626721e-05,9.814609663365246e-06,3.1367492484115324e-05,0.0004391156204029206,0.55,2.143000000000002,EGM2,RBA_standard
0.55EGM3,11.905555555555567,16.892399187797732,1.4014328310731512,0.0004391156204029206,0.0004391156204029206,3.937284807956112e-05,0.002011133969969476,8.34241821386046e-05,1.0311302965210667e-05,3.1367492484115324e-05,0.0004391156204029206,0.55,2.143000000000002,EGM3,RBA_standard
0.55EGM4,11.905555555555567,16.88939206853517,1.4029552463059383,0.0004395926438425273,0.0004389872236777417,3.9372848079561115e-05,0.0020107759557150503,8.351480813426746e-05,9.825271545207935e-06,3.135832067804671e-05,0.0004389872236777417,0.55,2.143000000000002,EGM4,RBA_standard
0.55EGM5,11.905555555555567,16.89239918779773,1.4014328310731512,0.0004391156204029207,0.0004391156204029207,3.937284807956112e-05,0.002011133969969476,8.342418213860459e-05,9.814609663365246e-06,3.18129881686936e-05,0.0004391156204029207,0.55,2.143000000000002,EGM5,RBA_standard
0.55EGM6,11.905555555555567,16.89239918779773,1.4014328310731512,0.0004391156204029207,0.0004391156204029207,3.937284807956112e-05,0.0020111339699694763,8.34241821386046e-05,9.814609663365246e-06,3.136749248411533e-05,0.0004392653280831691,0.55,2.143000000000002,EGM6,RBA_standard
0.55EGM7,11.905555555555567,16.892399187797732,1.4014328310731512,0.0004391156204029206,0.0004391156204029206,4.206237311029684e-05,0.002011133969969476,8.34241821386046e-05,9.814609663365246e-06,3.1367492484115324e-05,0.0004391156204029206,0.55,2.143000000000002,EGM7,RBA_standard
0.55EGM8,11.905555555555567,16.892399187797732,1.4014328310731512,0.0004391156204029206,0.0004391156204029206,3.937284807956112e-05,0.0020114903665171386,8.34241821386046e-05,9.814609663365246e-06,3.1367492484115324e-05,0.0004391156204029206,0.55,2.143000000000002,EGM8,RBA_standard
0.555EGM1,11.883333333333345,16.88884555448158,1.3846532027938203,0.0004387328125706263,0.0004387328125706263,3.9226003086419826e-05,0.0020069578133908965,8.22714777993329e-05,9.678997388156812e-06,3.128164953628568e-05,0.0004387328125706263,0.555,2.139000000000002,EGM1,RBA_standard
0.555EGM2,11.883333333333345,16.889153921876655,1.38449708553389,0.0004386833462028731,0.0004386833462028731,3.9226003086419826e-05,0.0020069944577163442,8.245254797394351e-05,9.677906097898673e-06,3.1278122584264883e-05,0.0004386833462028731,0.555,2.139000000000002,EGM2,RBA_standard
0.555EGM3,11.883333333333345,16.889153921876655,1.38449708553389,0.00043868334620287305,0.00043868334620287305,3.922600308641983e-05,0.0020069944577163442,8.226220183213871e-05,9.943182667738115e-06,3.127812258426488e-05,0.00043868334620287305,0.555,2.139000000000002,EGM3,RBA_standard
0.555EGM4,11.883333333333345,16.887540207833606,1.3853140610596333,0.00043894220811102993,0.0004386145731210259,3.922600308641983e-05,0.002006802694697562,8.231074379462661e-05,9.683616917014898e-06,3.1273219063529175e-05,0.0004386145731210259,0.555,2.139000000000002,EGM4,RBA_standard
0.555EGM5,11.883333333333345,16.889153921876655,1.38449708553389,0.00043868334620287305,0.00043868334620287305,3.922600308641983e-05,0.0020069944577163447,8.226220183213872e-05,9.677906097898673e-06,3.151605526152087e-05,0.00043868334620287305,0.555,2.139000000000002,EGM5,RBA_standard
0.555EGM6,11.883333333333344,16.889153921876655,1.38449708553389,0.00043868334620287305,0.00043868334620287305,3.9226003086419826e-05,0.0020069944577163442,8.226220183213871e-05,9.677906097898673e-06,3.127812258426488e-05,0.000438762582537461,0.555,2.139000000000002,EGM6,RBA_standard
0.555EGM7,11.883333333333345,16.889153921876655,1.38449708553389,0.0004386833462028731,0.0004386833462028731,4.066243875406436e-05,0.0020069944577163442,8.226220183213871e-05,9.677906097898673e-06,3.1278122584264883e-05,0.0004386833462028731,0.555,2.139000000000002,EGM7,RBA_standard
0.555EGM8,11.883333333333345,16.889153921876655,1.38449708553389,0.0004386833462028731,0.0004386833462028731,3.9226003086419826e-05,0.0020071848038581493,8.226220183213871e-05,9.677906097898673e-06,3.1278122584264883e-05,0.0004386833462028731,0.555,2.139000000000002,EGM8,RBA_standard
0.56EGM1,11.861111111111123,16.885809957479047,1.367611308103975,0.0004382572600969556,0.0004382572600969556,3.907943244170104e-05,0.002002844681067656,8.110694841116637e-05,9.541993930725456e-06,3.1189308343566706e-05,0.0004382572600969556,0.56,2.135000000000002,EGM1,RBA_standard
0.56EGM2,11.861111111111123,16.88586775402321,1.3675820474290388,0.00043824788338066924,0.00043824788338066924,3.9079432441701036e-05,0.0020028515363799777,8.114135955201365e-05,9.54178977536275e-06,3.118864103392433e-05,0.00043824788338066924,0.56,2.135000000000002,EGM2,RBA_standard
0.56EGM3,11.861111111111123,16.88586775402321,1.3675820474290385,0.00043824788338066924,0.00043824788338066924,3.9079432441701036e-05,0.0020028515363799773,8.110521309058334e-05,9.592165418436726e-06,3.118864103392432e-05,0.00043824788338066924,0.56,2.135000000000002,EGM3,RBA_standard
0.56EGM4,11.861111111111123,16.88555985323941,1.3677379284575306,0.0004382978361647996,0.00043823478583874793,3.9079432441701036e-05,0.0020028150159258984,8.111445770157865e-05,9.542877376656312e-06,3.1187708925524266e-05,0.00043823478583874793,0.56,2.135000000000002,EGM4,RBA_standard
0.56EGM5,11.861111111111123,16.88586775402321,1.3675820474290388,0.0004382478833806692,0.0004382478833806692,3.907943244170104e-05,0.0020028515363799773,8.110521309058335e-05,9.541789775362748e-06,3.123382411071222e-05,0.0004382478833806692,0.56,2.135000000000002,EGM5,RBA_standard
0.56EGM6,11.861111111111121,16.88586775402321,1.3675820474290385,0.00043824788338066924,0.00043824788338066924,3.907943244170104e-05,0.0020028515363799773,8.110521309058335e-05,9.541789775362748e-06,3.118864103392433e-05,0.00043826279590081094,0.56,2.135000000000002,EGM6,RBA_standard
0.56EGM7,11.861111111111123,16.88586775402321,1.3675820474290388,0.00043824788338066924,0.00043824788338066924,3.9352209530668185e-05,0.0020028515363799777,8.110521309058335e-05,9.54178977536275e-06,3.118864103392433e-05,0.00043824788338066924,0.56,2.135000000000002,EGM7,RBA_standard
0.56EGM8,11.861111111111123,16.88586775402321,1.3675820474290388,0.00043824788338066924,0.00043824788338066924,3.9079432441701036e-05,0.0020028876828414076,8.110521309058335e-05,9.54178977536275e-06,3.118864103392433e-05,0.00043824788338066924,0.56,2.135000000000002,EGM8,RBA_standard
0.565EGM1,11.833333333333345,16.873219477950894,1.350762085013259,0.0004378332275560219,0.0004378332275560219,3.889660493827167e-05,0.0019966643048908573,7.992009002995123e-05,9.402363532935438e-06,3.108615915647758e-05,0.0004378332275560219,0.565,2.130000000000002,EGM1,RBA_standard
0.565EGM2,11.833333333333345,16.875611993959996,1.3495508251665693,0.0004374406122953708,0.0004374406122953708,3.8896604938271684e-05,0.0019969474192852677,8.136471924890589e-05,9.393932214394756e-06,3.1058283472971353e-05,0.0004374406122953708,0.565,2.130000000000002,EGM2,RBA_standard
0.565EGM3,11.833333333333345,16.875611993959996,1.3495508251665693,0.0004374406122953708,0.0004374406122953708,3.8896604938271684e-05,0.0019969474192852677,7.984842382235544e-05,1.1507122667348876e-05,3.1058283472971353e-05,0.0004374406122953708,0.565,2.130000000000002,EGM3,RBA_standard
