,G,AA,NT,rRNA,rP,IG,EAA,ENT,RNAP,AF,R,mu,EGVs,x
0.01EGM1,-4.010840831561027e-17,-1.0625942897503693e-17,-7.226198231529117e-17,0.0,0.0,0.002406294615911944,0.3519067668449504,0.09511000114829203,0.008028833400101973,0.013004131066093744,0.5295439729245949,3.986,EGM1,0.01
0.01EGM2,-1.6043363326244108e-16,7.96945717312777e-17,-7.226198231529117e-17,0.0,0.0,0.002406294615911944,0.3519489673954926,0.09519147858635103,0.008027029855677385,0.01300120990346499,0.529425019643047,3.986,EGM2,0.01
0.01EGM3,1.203252249468308e-16,3.794979606251319e-18,0.0,0.0,0.0,0.002406294615911944,0.3519489673954926,0.09508863626204447,0.008129872179983934,0.01300120990346499,0.529425019643047,3.986,EGM3,0.01
0.01EGM4,-1.6043363326244108e-16,4.022678382626398e-17,-7.226198231529117e-17,0.000270163310628801,0.0,0.002406294615911944,0.3519028971539931,0.09511196025797318,0.008028998780872161,0.012997697453555291,0.5292819884270106,3.986,EGM4,0.01
0.01EGM5,0.0,5.312971448751846e-17,0.0,0.0,0.0,0.0024062946159119436,0.35194896739549253,0.09508863626204447,0.008027029855677385,0.01310405222777154,0.529425019643047,3.986,EGM5,0.01
0.01EGM6,0.0,1.0018746160503481e-16,-7.226198231529117e-17,0.0,0.00010284232430655034,0.002406294615911944,0.3519489673954926,0.09508863626204447,0.008027029855677385,0.01300120990346499,0.529425019643047,3.986,EGM6,0.01
0.01EGM7,-1.6043363326244108e-16,1.1612637595129036e-16,-7.226198231529117e-17,0.0,0.0,0.0025091369402184946,0.3519489673954926,0.09508863626204449,0.008027029855677385,0.01300120990346499,0.529425019643047,3.986,EGM7,0.01
0.01EGM8,-1.6043363326244108e-16,1.8974898031256595e-17,-7.226198231529117e-17,0.0,0.0,0.002406294615911944,0.35205180971979916,0.09508863626204449,0.008027029855677385,0.01300120990346499,0.529425019643047,3.986,EGM8,0.01
0.015EGM1,-1.2059752241339392e-16,-6.998564553018023e-17,-7.242551207159936e-17,0.0,0.0,0.0024008614368996,0.35180040400788914,0.09454683254281,0.00798129279601205,0.01299275051065458,0.5302778587056799,3.977,EGM1,0.015
0.015EGM2,-4.0199174137797975e-17,-1.6735697844173533e-17,-7.242551207159936e-17,0.0,0.0,0.0024008614368996,0.3518075229508901,0.09456072723076428,0.007980988550456161,0.012992255229162888,0.530257644601772,3.977,EGM2,0.015
0.015EGM3,0.0,3.0428541534860967e-18,-7.242551207159936e-17,0.0,0.0,0.0024008614368996,0.35180752295089013,0.09454322843325537,0.007998487347965088,0.01299225522916289,0.5302576446017722,3.977,EGM3,0.015
0.015EGM4,0.0,3.3471395688347065e-17,0.0,4.6083104357974315e-05,0.0,0.0024008614368996,0.35179965216091935,0.09454721318061636,0.007981324928043342,0.012991656505709319,0.5302332086833993,3.977,EGM4,0.015
0.015EGM5,-1.607966965511919e-16,8.215706214412462e-17,0.0,0.0,0.0,0.0024008614368996,0.3518075229508901,0.09454322843325536,0.007980988550456161,0.013009754026671814,0.530257644601772,3.977,EGM5,0.015
0.015EGM6,-4.0199174137797975e-17,-4.4121385225548404e-17,-7.242551207159936e-17,0.0,1.7498797508923498e-05,0.0024008614368996005,0.3518075229508901,0.09454322843325537,0.007980988550456163,0.01299225522916289,0.5302576446017722,3.977,EGM6,0.015
0.015EGM7,-4.0199174137797975e-17,-1.6735697844173533e-17,-7.242551207159936e-17,0.0,0.0,0.0024183602344085243,0.3518075229508901,0.09454322843325536,0.007980988550456161,0.012992255229162888,0.530257644601772,3.977,EGM7,0.015
0.015EGM8,-4.0199174137797975e-17,-1.6735697844173533e-17,-7.242551207159936e-17,0.0,0.0,0.0024008614368996,0.3518250217483991,0.09454322843325536,0.007980988550456161,0.012992255229162888,0.530257644601772,3.977,EGM8,0.015
0.02EGM1,-2.0150254039075185e-16,3.0505245698044384e-18,0.0,0.0,0.0,0.002394824571330329,0.3515571323083119,0.09398441939179873,0.007933815964585506,0.012981358172320281,0.5311484495915985,3.967,EGM1,0.02
0.02EGM2,-1.612020323126015e-16,-3.355577026784882e-17,0.0,0.0,0.0,0.002394824571330329,0.35159989468076625,0.09406882492793694,0.00793198840931831,0.01297836791522217,0.5310260994953714,3.967,EGM2,0.02
0.02EGM3,-1.2090152423445112e-16,3.660629483765326e-17,-7.260808205413426e-17,0.0,0.0,0.002394824571330329,0.3515998946807662,0.09396277007179173,0.008038043265463526,0.01297836791522217,0.5310260994953714,3.967,EGM3,0.02
0.02EGM4,-4.0300508078150374e-17,-3.5081032552751037e-17,0.0,0.00027993415779113543,0.0,0.0023948245713303284,0.3515520138784212,0.09398701070093989,0.007934034713288391,0.012974734826730318,0.530877447151444,3.967,EGM4,0.02
0.02EGM5,-1.612020323126015e-16,-5.3384179971577665e-17,7.260808205413426e-17,0.0,0.0,0.002394824571330329,0.3515998946807662,0.09396277007179173,0.00793198840931831,0.013084422771367385,0.5310260994953714,3.967,EGM5,0.02
0.02EGM6,-1.2090152423445112e-16,-6.101049139608877e-18,0.0,0.0,0.000106054856145216,0.0023948245713303284,0.35159989468076625,0.09396277007179173,0.00793198840931831,0.01297836791522217,0.5310260994953713,3.967,EGM6,0.02
0.02EGM7,-1.612020323126015e-16,5.1858917686675444e-17,0.0,0.0,0.0,0.002500879427475544,0.35159989468076625,0.09396277007179173,0.00793198840931831,0.01297836791522217,0.5310260994953714,3.967,EGM7,0.02
0.02EGM8,-1.612020323126015e-16,5.1858917686675444e-17,0.0,0.0,0.0,0.002394824571330329,0.3517059495369114,0.09396277007179173,0.00793198840931831,0.01297836791522217,0.5310260994953714,3.967,EGM8,0.02
0.025EGM1,4.039214642395719e-17,1.3758574875660414e-17,0.0,0.0,0.0,0.0023893913923179835,0.3514497149095937,0.09342178467958465,0.007886320429784304,0.01296981822997803,0.5318829703586867,3.958,EGM1,0.025
0.025EGM2,-1.2117643927187155e-16,9.631002412962291e-17,7.277318380716286e-17,0.0,0.0,0.0023893913923179835,0.35145829446933946,0.09343890431400266,0.007885953761175811,0.012969215207916582,0.5318582408551927,3.958,EGM2,0.025
0.025EGM3,0.0,5.197683841916157e-17,7.277318380716286e-17,0.0,0.0,0.0023893913923179835,0.3514582944693395,0.09341744110312257,0.007907416972055905,0.012969215207916582,0.5318582408551928,3.958,EGM3,0.025
0.025EGM4,0.0,-5.656303004438171e-17,0.0,5.6794118527812096e-05,0.0,0.002389391392317984,0.3514485650053703,0.09342236684196442,0.007886369573772345,0.012968478632770855,0.5318280344352218,3.958,EGM4,0.025
0.025EGM5,4.039214642395719e-17,2.4459688667840742e-17,0.0,0.0,0.0,0.002389391392317984,0.3514582944693395,0.09341744110312258,0.007885953761175813,0.01299067841879668,0.5318582408551928,3.958,EGM5,0.025
0.025EGM6,1.2117643927187155e-16,-4.433318571046134e-17,7.277318380716286e-17,0.0,2.146321088009341e-05,0.0023893913923179835,0.3514582944693395,0.09341744110312257,0.007885953761175813,0.012969215207916582,0.5318582408551927,3.958,EGM6,0.025
