,wIG,wEAA,wENT,wRNAP,wAF,wrP,x
1e-05EGM1,0.0009012782117563305,0.14333915686564885,0.02978496390775518,0.008548742871739701,0.0030503243333333345,0.8138439966279373,1e-05
1e-05EGM2,0.0009012782117563305,0.9571753536159104,0.02978496390775518,0.008548742871739701,0.0030503243333333345,7.799877675840978e-06,1e-05
1e-05EGM3,0.0009012782117563303,0.14333915686564883,0.029784963907755174,0.0085487428717397,0.8168865210835947,7.799877675840978e-06,1e-05
1e-05EGM4,0.0009012782117563305,0.14333915686564885,0.8436211606580167,0.008548742871739701,0.0030503243333333345,7.799877675840978e-06,1e-05
1e-05EGM5,0.8152086217684071,0.14339954724108853,0.02978496390775518,0.008548742871739701,0.0030503243333333337,7.799877675840977e-06,1e-05
1e-05EGM6,0.0009015474316294681,0.14339954724108853,0.8440920382445327,0.008548742871739701,0.0030503243333333337,7.799877675840977e-06,1e-05
1e-05EGM7,0.0009015474316294681,0.14339954724108853,0.02978496390775518,0.008548742871739701,0.0030503243333333337,0.8143148742144533,1e-05
1e-05EGM8,0.0009015474316294681,0.14339954724108853,0.02978496390775518,0.008548742871739701,0.817357398670111,7.799877675840977e-06,1e-05
1e-05EGM9,0.0009015474316294681,0.9577066215778662,0.02978496390775518,0.008548742871739701,0.0030503243333333337,7.799877675840977e-06,1e-05
1e-05EGM10,0.0009015474316294682,0.9577040679918131,0.029784963907755185,0.008551296457792703,0.003050324333333334,7.799877675840977e-06,1e-05
1e-05EGM11,0.815172394906236,0.14341538747653904,0.029800804143205697,0.00855328926300993,0.0030503243333333345,7.799877675840978e-06,1e-05
1e-05EGM12,0.814737474962018,0.14333915686564885,0.02978496390775518,0.008548742871739701,0.0030503243333333345,7.799877675840978e-06,1e-05
1e-05EGM13,0.0009015474316294681,0.14339954724108853,0.02978496390775518,0.008551296457792703,0.8173548450840579,7.799877675840977e-06,1e-05
1e-05EGM14,0.8152060681823543,0.14339954724108855,0.029784963907755185,0.008551296457792703,0.003050324333333334,7.799877675840977e-06,1e-05
1e-05EGM15,0.0009017575294122071,0.14341538747653904,0.029800804143205697,0.00855328926300993,0.0030503243333333345,0.8142784372544994,1e-05
1e-05EGM16,0.0009017575294122071,0.14341538747653904,0.029800804143205697,0.00855328926300993,0.817320961710157,7.799877675840978e-06,1e-05
1e-05EGM17,0.0009017575294122071,0.9576860248533628,0.029800804143205697,0.00855328926300993,0.0030503243333333345,7.799877675840978e-06,1e-05
1e-05EGM18,0.0009015474316294682,0.14339954724108855,0.8440894846584799,0.008551296457792703,0.003050324333333334,7.799877675840977e-06,1e-05
1e-05EGM19,0.0009015474316294682,0.14339954724108855,0.029784963907755185,0.008551296457792703,0.003050324333333334,0.8143123206284005,1e-05
1e-05EGM20,0.0009017575294122071,0.14341538747653904,0.8440714415200294,0.00855328926300993,0.0030503243333333345,7.799877675840978e-06,1e-05
0.005EGM1,0.8111961752449827,0.1435231436601179,0.02977314366011791,0.008545350278817842,0.0030576000000000006,0.0039045871559633028,0.005
0.005EGM2,0.000899991217880182,0.14320441178904486,0.02970702436016035,0.008526373022510024,0.8115368425984807,0.0039045871559633028,0.005
0.005EGM3,0.000901994339720079,0.9538173245653805,0.02977314366011791,0.008545350278817842,0.0030576000000000006,0.0039045871559633028,0.005
0.005EGM4,0.0009011173629629627,0.14345702436016028,0.02970702436016035,0.008537041941119997,0.8134932048196324,0.003904587155963302,0.005
0.005EGM5,0.0008999912178801823,0.1432044117890449,0.02970702436016035,0.008526373022510024,0.0030576,0.8123838297544438,0.005
0.005EGM6,0.8113367221825956,0.14345702436016033,0.02970702436016035,0.008537041941119998,0.003057600000000001,0.003904587155963302,0.005
0.005EGM7,0.000901994339720079,0.1435231436601179,0.8400673245653805,0.008545350278817842,0.0030576000000000006,0.0039045871559633028,0.005
0.005EGM8,0.0008999912178801823,0.9516836543875256,0.02970702436016035,0.008526373022510024,0.0030576,0.0039045871559633028,0.005
0.005EGM9,0.8113473911012052,0.1434570243601603,0.029707024360160355,0.008526373022510025,0.0030576000000000006,0.0039045871559633023,0.005
