,G,AA,NT,rRNA,rP,IG,EAA,ENT,RNAP,AF,R,growth_rate,EGVs,prot_fraction,name
0.95EGM5,-9.774789673330173e-17,2.1045966901589906e-16,-5.87030424270551e-17,0.0,0.0,0.0011107832647462288,0.4900506092533112,0.0020966486872328128,0.0001769913027557256,0.005855076341929769,0.5007098911500242,1.8400000000000016,EGM5,0.95,RBA_standard
0.95EGM6,7.33109225499763e-17,0.0,-4.891920202254591e-17,0.0,0.0001790290158530673,0.0011107832647462286,0.4900506092533113,0.0020966486872328128,0.0001769913027557256,0.005676047326076679,0.5007098911500241,1.8400000000000016,EGM6,0.95,RBA_standard
0.95EGM7,-9.774789673330173e-17,3.1568950352384857e-16,-5.87030424270551e-17,0.0,0.0,0.001289812280599319,0.4900506092533112,0.0020966486872328128,0.0001769913027557256,0.005676047326076679,0.5007098911500242,1.8400000000000016,EGM7,0.95,RBA_standard
0.95EGM8,-9.774789673330173e-17,2.1045966901589906e-16,-5.87030424270551e-17,0.0,0.0,0.0011107832647462288,0.4902296382691644,0.0020966486872328128,0.0001769913027557256,0.005676047326076679,0.5007098911500242,1.8400000000000016,EGM8,0.95,RBA_standard
0.955EGM1,-2.993248350705076e-17,1.0545909340665966e-16,-5.883093576567614e-17,0.0,0.0,0.0011083685185185196,0.48980188823761356,0.0018853789644685446,0.00015915669665667495,0.005671219925121392,0.501373987657621,1.8360000000000016,EGM1,0.955,RBA_standard
0.955EGM2,-1.4422014780669911e-16,0.0,-5.392835778520312e-17,0.0,0.0,0.0011083685185185196,0.48980893019005045,0.0023578825831701523,0.00015900621906938695,0.005665857967319811,0.5008999545218714,1.8360000000000016,EGM2,0.955,RBA_standard
0.955EGM3,-1.4422014780669911e-16,1.0545909340665966e-16,-5.883093576567614e-17,0.0,0.0,0.0011083685185185198,0.4898089301900505,0.0018835963987100404,0.000633292403529499,0.005665857967319811,0.5008999545218715,1.8360000000000016,EGM3,0.955,RBA_standard
0.955EGM4,-1.0340312484253899e-16,0.0,-6.373351374614915e-17,0.0018288774315153205,0.0,0.0011083685185185196,0.48921878992624523,0.0020329816489533556,0.00017161676761481362,0.005655495807553208,0.4999838698995994,1.8360000000000016,EGM4,0.955,RBA_standard
0.955EGM5,-1.4422014780669911e-16,2.1091818681331933e-16,-5.883093576567614e-17,0.0,0.0,0.0011083685185185198,0.4898089301900505,0.0018835963987100404,0.00015900621906938698,0.006140144151779924,0.5008999545218715,1.8360000000000016,EGM5,0.955,RBA_standard
0.955EGM6,-1.4694128267097647e-16,2.1091818681331933e-16,-5.392835778520312e-17,0.0,0.0004742861844601028,0.0011083685185185196,0.48980893019005045,0.0018835963987100404,0.00015900621906938695,0.005665857967319811,0.5008999545218715,1.8360000000000016,EGM6,0.955,RBA_standard
0.955EGM7,-1.4422014780669911e-16,1.0545909340665966e-16,-5.883093576567614e-17,0.0,0.0,0.0015826547029786319,0.4898089301900505,0.0018835963987100404,0.00015900621906938698,0.005665857967319811,0.5008999545218715,1.8360000000000016,EGM7,0.955,RBA_standard
0.955EGM8,-1.4422014780669911e-16,1.0545909340665966e-16,-5.883093576567614e-17,0.0,0.0,0.0011083685185185198,0.49028321637451067,0.0018835963987100404,0.00015900621906938698,0.005665857967319811,0.5008999545218715,1.8360000000000016,EGM8,0.955,RBA_standard
0.96EGM1,-2.7255884401599567e-17,2.112633884283984e-16,-5.647192115641416e-17,0.0,0.0,0.0011065574588477376,0.4898249402203351,0.0016738713794322015,0.00014130201110718169,0.005664380747998581,0.5015889481822791,1.8330000000000015,EGM1,0.96,RBA_standard
0.96EGM2,7.359088788431883e-17,-2.112633884283984e-16,-5.647192115641416e-17,0.0,0.0,0.0011065574588477373,0.4898280436069013,0.0019088969072152417,0.0001412356956744821,0.005661722357949243,0.5013535439734119,1.8330000000000015,EGM2,0.96,RBA_standard
0.96EGM3,7.359088788431883e-17,0.0,-5.647192115641416e-17,0.0,0.0,0.0011065574588477373,0.48982804360690124,0.0016730858031764875,0.0003770467997132365,0.005661722357949243,0.5013535439734119,1.8330000000000015,EGM3,0.96,RBA_standard
0.96EGM4,-4.36094150425593e-17,0.0,-5.892722207625826e-17,0.000911627658668218,0.0,0.0011065574588477373,0.4895336141649043,0.0017476162471562076,0.00014752727921695118,0.005656560975252036,0.5008964962159543,1.8330000000000015,EGM4,0.96,RBA_standard
0.96EGM5,7.359088788431883e-17,0.0,-5.647192115641416e-17,0.0,0.0,0.0011065574588477373,0.48982804360690124,0.0016730858031764875,0.0001412356956744821,0.005897533461987998,0.5013535439734119,1.8330000000000015,EGM5,0.96,RBA_standard
0.96EGM6,-2.7801002089631555e-16,0.0,-5.156131931672597e-17,0.0,0.00023581110403876493,0.0011065574588477373,0.4898280436069013,0.0016730858031764877,0.0001412356956744821,0.005661722357949244,0.5013535439734118,1.8330000000000015,EGM6,0.96,RBA_standard
0.96EGM7,7.359088788431883e-17,-1.056316942141992e-16,-5.647192115641416e-17,0.0,0.0,0.0013423685628864918,0.48982804360690124,0.0016730858031764875,0.0001412356956744821,0.005661722357949243,0.5013535439734119,1.8330000000000015,EGM7,0.96,RBA_standard
0.96EGM8,7.359088788431883e-17,-1.056316942141992e-16,-5.647192115641416e-17,0.0,0.0,0.0011065574588477373,0.49006385471094005,0.0016730858031764875,0.0001412356956744821,0.005661722357949243,0.5013535439734119,1.8330000000000015,EGM8,0.96,RBA_standard
0.965EGM1,-1.0510717979033234e-16,0.0,0.0,0.0,0.0,0.0011047463991769556,0.4898459876654835,0.001462871213335687,0.0001234901599818578,0.005657549926774811,0.5018053546352471,1.8300000000000016,EGM1,0.965,RBA_standard
0.965EGM2,6.415633052137169e-17,1.0580486092602575e-16,0.0,0.0,0.0,0.0011047463991769556,0.4898459880775993,0.0014629069984799235,0.00012349015117546448,0.005657549523320723,0.5018053188502474,1.8300000000000016,EGM2,0.965,RBA_standard
0.965EGM3,-1.1466237795308984e-16,1.0580486092602575e-16,2.459326003319248e-18,0.0,0.0,0.0011047463991769558,0.4898459880775993,0.0014628711090146685,0.0001235260406407197,0.005657549523320724,0.5018053188502475,1.8300000000000016,EGM3,0.965,RBA_standard
0.965EGM4,4.095084926896065e-17,1.0580486092602575e-16,-2.459326003319248e-18,1.391001631238752e-07,0.0,0.0011047463991769558,0.4898459431117757,0.0014628824914456476,0.00012349111203805433,0.005657548736354662,0.5018052490490458,1.8300000000000016,EGM4,0.965,RBA_standard
0.965EGM5,-1.1193232133515912e-16,1.0580486092602575e-16,-2.459326003319248e-18,0.0,0.0,0.0011047463991769558,0.4898459880775993,0.0014628711090146683,0.00012349015117546448,0.005657585412785978,0.5018053188502475,1.8300000000000016,EGM5,0.965,RBA_standard
0.965EGM6,-2.866559448827246e-16,2.116097218520515e-16,2.459326003319248e-18,0.0,3.588946526375845e-08,0.0011047463991769556,0.4898459880775993,0.001462871109014668,0.00012349015117546445,0.005657549523320723,0.5018053188502474,1.8300000000000016,EGM6,0.965,RBA_standard
0.965EGM7,-1.1466237795308984e-16,1.0580486092602575e-16,2.459326003319248e-18,0.0,0.0,0.0011047822886422112,0.4898459880775993,0.0014628711090146683,0.00012349015117546448,0.005657549523320724,0.5018053188502475,1.8300000000000016,EGM7,0.965,RBA_standard
0.965EGM8,6.415633052137169e-17,0.0,0.0,0.0,0.0,0.0011047463991769556,0.48984602396706456,0.001462871109014668,0.00012349015117546448,0.005657549523320723,0.5018053188502474,1.8300000000000016,EGM8,0.965,RBA_standard
0.97EGM1,8.071309228860317e-17,0.0,0.0,0.0,0.0,0.0011023316529492466,0.4895942352632166,0.001252368841096365,0.0001057203307669402,0.005650688211026794,0.5022946557009438,1.8260000000000016,EGM1,0.97,RBA_standard
0.97EGM2,7.66090367485047e-17,-2.1207326998316222e-16,-2.46471335491469e-18,0.0,0.0,0.0011023316529492466,0.48959729031950844,0.0015630371037916864,0.00010565504809087288,0.005647198891182996,0.5019844869844766,1.8260000000000016,EGM2,0.97,RBA_standard
0.97EGM3,7.387299972177239e-17,-2.1207326998316222e-16,0.0,0.0,0.0,0.0011023316529492466,0.48959729031950844,0.0012515954989324029,0.00041709665295015645,0.005647198891182997,0.5019844869844766,1.8260000000000016,EGM3,0.97,RBA_standard
0.97EGM4,1.778424067376002e-16,-2.1207326998316222e-16,0.0,0.0012082661167782214,0.0,0.0011023316529492466,0.48920656410795815,0.0013505020411037432,0.00011400437139742729,0.005640375572108073,0.501377956137705,1.8260000000000016,EGM4,0.97,RBA_standard
0.97EGM5,7.387299972177239e-17,-1.0603663499158111e-16,0.0,0.0,0.0,0.0011023316529492466,0.48959729031950844,0.0012515954989324029,0.00010565504809087288,0.0059586404960422805,0.5019844869844766,1.8260000000000016,EGM5,0.97,RBA_standard
0.97EGM6,7.387299972177239e-17,-1.0603663499158111e-16,2.46471335491469e-18,0.0,0.00031144160485931,0.0011023316529492466,0.48959729031950844,0.0012515954989324026,0.00010565504809087288,0.005647198891182996,0.5019844869844766,1.8260000000000016,EGM6,0.97,RBA_standard
0.97EGM7,7.387299972177239e-17,0.0,0.0,0.0,0.0,0.00141377325780853,0.48959729031950844,0.0012515954989324029,0.00010565504809087288,0.005647198891182997,0.5019844869844766,1.8260000000000016,EGM7,0.97,RBA_standard
0.97EGM8,7.387299972177239e-17,-1.0603663499158111e-16,0.0,0.0,0.0,0.0011023316529492466,0.4899087319243676,0.0012515954989324029,0.00010565504809087288,0.005647198891182997,0.5019844869844766,1.8260000000000016,EGM8,0.97,RBA_standard
0.975EGM1,4.3848632897976524e-17,-2.1242226603908627e-16,0.0,0.0,0.0,0.0011005205932784646,0.4896112837070747,0.0010423809628322808,8.799393322443001e-05,0.005643867485159097,0.502513953318431,1.8230000000000017,EGM1,0.975,RBA_standard
0.975EGM2,7.673510757145891e-17,-3.186333990586294e-16,2.4687693834746156e-18,0.0,0.0,0.0011005205932784648,0.4896119619866178,0.0011254186952365103,8.797943925133368e-05,0.005642937852166326,0.5024311814334493,1.8230000000000017,EGM2,0.975,RBA_standard
0.975EGM3,7.673510757145891e-17,-1.0621113301954314e-16,2.4687693834746156e-18,0.0,0.0,0.0011005205932784648,0.4896119619866178,0.0010422092664314293,0.00017118886805641493,0.005642937852166326,0.5024311814334493,1.8230000000000017,EGM3,0.975,RBA_standard
0.975EGM4,-2.3294586227050023e-17,-2.1242226603908627e-16,0.0,0.00032363620348639416,0.0,0.0011005205932784646,0.48950721215445764,0.0010687251319805623,9.0217810236332e-05,0.005641111593183341,0.5022685765133771,1.8230000000000017,EGM4,0.975,RBA_standard
0.975EGM5,7.673510757145891e-17,0.0,2.4687693834746156e-18,0.0,0.0,0.0011005205932784648,0.4896119619866178,0.0010422092664314293,8.797943925133368e-05,0.005726147280971408,0.5024311814334493,1.8230000000000017,EGM5,0.975,RBA_standard
0.975EGM6,7.810537734952067e-17,-1.0621113301954314e-16,0.0,0.0,8.320942880507495e-05,0.0011005205932784646,0.48961196198661777,0.001042209266431429,8.797943925133366e-05,0.005642937852166325,0.5024311814334493,1.8230000000000017,EGM6,0.975,RBA_standard
0.975EGM7,7.673510757145891e-17,0.0,2.4687693834746156e-18,0.0,0.0,0.0011837300220835462,0.4896119619866178,0.0010422092664314293,8.797943925133368e-05,0.005642937852166326,0.5024311814334493,1.8230000000000017,EGM7,0.975,RBA_standard
0.975EGM8,7.673510757145891e-17,-1.0621113301954314e-16,2.4687693834746156e-18,0.0,0.0,0.0011005205932784648,0.48969517141542296,0.0010422092664314293,8.797943925133368e-05,0.005642937852166326,0.5024311814334493,1.8230000000000017,EGM8,0.975,RBA_standard
0.98EGM1,4.257177348411468e-17,1.0644469241046021e-16,0.0,0.0,0.0,0.0010981058470507555,0.4893555356341779,0.0008328900353181269,7.030948642033925e-05,0.005636999759033077,0.5030061592379996,1.8190000000000017,EGM1,0.98,RBA_standard
0.98EGM2,5.4931320624664094e-18,0.0,-1.237099116567956e-18,0.0,0.0,0.0010981058470507555,0.48935817639347956,0.001238537506017049,7.025305674520526e-05,0.005632475560644955,0.5026024516360623,1.8190000000000017,EGM2,0.98,RBA_standard
0.98EGM3,5.4931320624664094e-18,1.0644469241046021e-16,0.0,0.0,0.0,0.0010981058470507553,0.48935817639347956,0.0008322215662891488,0.0004765689964731053,0.005632475560644954,0.5026024516360623,1.8190000000000017,EGM3,0.98,RBA_standard
0.98EGM4,-1.3732830156166023e-18,1.0644469241046021e-16,0.0,0.0015818141122813847,0.0,0.0010981058470507555,0.48884602341585476,0.0009618654923483815,8.119711595136381e-05,0.005623566031316046,0.5018074279851972,1.8190000000000017,EGM4,0.98,RBA_standard
0.98EGM5,5.4931320624664094e-18,1.0644469241046021e-16,0.0,0.0,0.0,0.0010981058470507553,0.48935817639347956,0.0008322215662891488,7.025305674520525e-05,0.006038791500372854,0.5026024516360623,1.8190000000000017,EGM5,0.98,RBA_standard
0.98EGM6,5.4931320624664094e-18,2.1288938482092042e-16,-1.237099116567956e-18,0.0,0.00040631593972787047,0.0010981058470507553,0.4893581763934795,0.0008322215662891487,7.025305674520525e-05,0.005632475560644954,0.5026024516360623,1.8190000000000017,EGM6,0.98,RBA_standard
0.98EGM7,5.4931320624664094e-18,2.1288938482092042e-16,0.0,0.0,0.0,0.0015044217867786556,0.48935817639347956,0.0008322215662891488,7.025305674520525e-05,0.005632475560644954,0.5026024516360623,1.8190000000000017,EGM7,0.98,RBA_standard
0.98EGM8,5.4931320624664094e-18,1.0644469241046021e-16,0.0,0.0,0.0,0.0010981058470507553,0.48976449233320746,0.0008322215662891488,7.025305674520525e-05,0.005632475560644954,0.5026024516360623,1.8190000000000017,EGM8,0.98,RBA_standard
0.985EGM1,-5.777316950830243e-17,0.0,0.0,0.0,0.0,0.0010962947873799738,0.489368591743231,0.0006239127573646103,5.266840000630846e-05,0.005630188722458239,0.5032283435895597,1.8160000000000016,EGM1,0.985,RBA_standard
0.985EGM2,5.158318706098431e-17,-1.0662053716664489e-16,0.0,0.0,0.0,0.0010962947873799735,0.4893694949213978,0.0008094946400364146,5.264910023502082e-05,0.005628125600080558,0.5030439409508699,1.8160000000000016,EGM2,0.985,RBA_standard
0.985EGM3,5.2270962888464097e-17,-1.0662053716664489e-16,-1.239142782509423e-18,0.0,0.0,0.0010962947873799735,0.4893694949213979,0.0006236841312146014,0.0002384596090568341,0.005628125600080558,0.5030439409508699,1.8160000000000016,EGM3,0.985,RBA_standard
0.985EGM4,-4.126654964878744e-17,-1.0662053716664489e-16,0.0,0.0007251889376359987,0.0,0.0010962947873799735,0.4891344901140569,0.0006831721107783697,5.7670854745164094e-05,0.005624044145655754,0.5026791390497476,1.8160000000000016,EGM4,0.985,RBA_standard
0.985EGM5,5.2270962888464097e-17,-1.0662053716664489e-16,-1.239142782509423e-18,0.0,0.0,0.0010962947873799735,0.4893694949213979,0.0006236841312146014,5.2649100235020835e-05,0.005813936108902372,0.5030439409508699,1.8160000000000016,EGM5,0.985,RBA_standard
0.985EGM6,2.276537988958107e-16,-2.1324107433328979e-16,0.0,0.0,0.00018581050882185266,0.0010962947873799735,0.4893694949213979,0.0006236841312146013,5.2649100235020835e-05,0.005628125600080558,0.5030439409508699,1.8160000000000016,EGM6,0.985,RBA_standard
0.985EGM7,5.2270962888464097e-17,-1.0662053716664489e-16,-1.239142782509423e-18,0.0,0.0,0.001282105296201787,0.4893694949213979,0.0006236841312146014,5.2649100235020835e-05,0.005628125600080558,0.5030439409508699,1.8160000000000016,EGM7,0.985,RBA_standard
0.985EGM8,5.2270962888464097e-17,-1.0662053716664489e-16,-1.239142782509423e-18,0.0,0.0,0.0010962947873799735,0.48955530543021974,0.0006236841312146014,5.2649100235020835e-05,0.005628125600080558,0.5030439409508699,1.8160000000000016,EGM8,0.985,RBA_standard
0.99EGM1,-2.8329987362641075e-16,1.0685590259085382e-16,-6.209390985201743e-19,0.0,0.0,0.001093880041152264,0.4891088451351227,0.0004154339997019471,3.506939682551821e-05,0.005623314619965551,0.5037234568072317,1.8120000000000016,EGM1,0.99,RBA_standard
0.99EGM2,-2.1643834627419217e-16,1.0685590259085382e-16,0.0,0.0,0.0,0.001093880041152264,0.4891105272320821,0.0009358413556661187,3.503345254809094e-05,0.0056175510198167794,0.5032071668987346,1.8120000000000016,EGM2,0.99,RBA_standard
0.99EGM3,-3.9289763495633606e-17,1.0685590259085382e-16,0.0,0.0,0.0,0.0010938800411522643,0.4891105272320821,0.000415008201818616,0.0005558666063955936,0.005617551019816781,0.5032071668987345,1.8120000000000016,EGM3,0.99,RBA_standard
0.99EGM4,3.1707528435072733e-17,0.0,-1.2418781970403487e-18,0.0020345470500005127,0.0,0.0010938800411522643,0.48845099775761147,0.0005819583010227239,4.912676047004496e-05,0.005606121847961185,0.5021833682417816,1.8120000000000016,EGM4,0.99,RBA_standard
0.99EGM5,-3.9289763495633606e-17,2.1371180518170765e-16,0.0,0.0,0.0,0.0010938800411522643,0.4891105272320821,0.000415008201818616,3.503345254809094e-05,0.006138384173664283,0.5032071668987345,1.8120000000000016,EGM5,0.99,RBA_standard
0.99EGM6,-2.1574905217777754e-16,2.1371180518170765e-16,-6.209390985201743e-19,0.0,0.0005208331538475074,0.0010938800411522643,0.48911052723208204,0.000415008201818616,3.503345254809094e-05,0.005617551019816781,0.5032071668987346,1.8120000000000016,EGM6,0.99,RBA_standard
0.99EGM7,-3.9289763495633606e-17,1.0685590259085382e-16,0.0,0.0,0.0,0.001614713194999767,0.4891105272320821,0.000415008201818616,3.503345254809094e-05,0.005617551019816781,0.5032071668987345,1.8120000000000016,EGM7,0.99,RBA_standard
0.99EGM8,-3.9289763495633606e-17,3.2056770777256147e-16,0.0,0.0,0.0,0.0010938800411522643,0.4896313603859296,0.000415008201818616,3.503345254809094e-05,0.005617551019816781,0.5032071668987345,1.8120000000000016,EGM8,0.99,RBA_standard
0.995EGM1,5.972281817790794e-17,-2.140662194523241e-16,-3.109844241344821e-19,0.0,0.0,0.0010920689814814823,0.4891179151070337,0.00020746575321263725,1.75134891037781e-05,0.00561651287097251,0.5039485237981957,1.8090000000000015,EGM1,0.995,RBA_standard
0.995EGM2,-2.899836258349287e-17,-1.0703310972616205e-16,-6.219688482689642e-19,0.0,0.0,0.0010920689814814825,0.4891184114598105,0.0005155801568258018,1.7502882674814502e-05,0.0056131114274088605,0.5036433250917984,1.8090000000000015,EGM2,0.995,RBA_standard
0.995EGM3,-2.899836258349287e-17,0.0,0.0,0.0,0.0,0.0010920689814814823,0.4891184114598104,0.0002073401088729634,0.00032574293062765275,0.00561311142740886,0.5036433250917984,1.8090000000000015,EGM3,0.995,RBA_standard
0.995EGM4,-4.487841828397706e-17,-1.0703310972616205e-16,0.0,0.0012070847182457996,0.0,0.0010920689814814823,0.48872677737015857,0.000306476466913031,2.5871606184296403e-05,0.005606335926383025,0.5030353849306336,1.8090000000000015,EGM4,0.995,RBA_standard
0.995EGM5,-2.899836258349287e-17,0.0,0.0,0.0,0.0,0.0010920689814814823,0.4891184114598104,0.0002073401088729634,1.7502882674814502e-05,0.005921351475361698,0.5036433250917984,1.8090000000000015,EGM5,0.995,RBA_standard
0.995EGM6,-2.899836258349287e-17,1.0703310972616205e-16,0.0,0.0,0.00030824004795284275,0.0010920689814814825,0.48911841145981044,0.00020734010887296344,1.7502882674814502e-05,0.0056131114274088605,0.5036433250917984,1.8090000000000015,EGM6,0.995,RBA_standard
0.995EGM7,-2.899836258349287e-17,1.0703310972616205e-16,0.0,0.0,0.0,0.0014003090294343204,0.4891184114598104,0.0002073401088729634,1.7502882674814502e-05,0.00561311142740886,0.5036433250917984,1.8090000000000015,EGM7,0.995,RBA_standard
0.995EGM8,-2.899836258349287e-17,-1.0703310972616205e-16,0.0,0.0,0.0,0.0010920689814814823,0.48942665150776327,0.0002073401088729634,1.7502882674814502e-05,0.00561311142740886,0.5036433250917984,1.8090000000000015,EGM8,0.995,RBA_standard
0.99999EGM1,3.493175130728522e-17,0.0,1.2168008185805951e-21,0.0,0.0,0.0010902579218107008,0.4891233628092551,4.144305416650734e-07,3.498468862128329e-08,0.005609731812003963,0.5041761980416999,1.8060000000000016,EGM1,0.99999,RBA_standard
0.99999EGM2,-1.2863396908935202e-16,0.0,6.084004092902976e-22,0.0,0.0,0.0010902579218107008,0.4891233631380953,0.00010280786160196231,3.4977661723616506e-08,0.005608605061618736,0.5040749310392115,1.8060000000000016,EGM2,0.99999,RBA_standard
0.99999EGM3,-1.2863396908935202e-16,-2.144218111789891e-16,1.2168008185805951e-21,0.0,0.0,0.0010902579218107008,0.48912336313809535,4.143473006496167e-07,0.00010242849196303631,0.005608605061618737,0.5040749310392115,1.8060000000000016,EGM3,0.99999,RBA_standard
0.99999EGM4,2.299517165829719e-17,-1.0721090558949455e-16,7.787525238915809e-20,0.000401968385141899,0.0,0.0010902579218107008,0.4889928342465456,3.345579917921468e-05,2.824214432069814e-06,0.00560635057969922,0.5038723088531911,1.8060000000000016,EGM4,0.99999,RBA_standard
0.99999EGM5,-1.2863396908935202e-16,-1.0721090558949455e-16,1.2168008185805951e-21,0.0,0.0,0.0010902579218107008,0.48912336313809535,4.143473006496167e-07,3.497766172361651e-08,0.005710998575920049,0.5040749310392115,1.8060000000000016,EGM5,0.99999,RBA_standard
0.99999EGM6,-1.2863396908935202e-16,-2.144218111789891e-16,1.2168008185805951e-21,0.0,0.0001023935143013515,0.0010902579218107008,0.48912336313809535,4.143473006496167e-07,3.497766172361651e-08,0.005608605061618737,0.5040749310392115,1.8060000000000016,EGM6,0.99999,RBA_standard
0.99999EGM7,-1.2863396908935202e-16,-1.0721090558949455e-16,1.2168008185805951e-21,0.0,0.0,0.0011926514361120133,0.48912336313809535,4.143473006496167e-07,3.497766172361651e-08,0.005608605061618737,0.5040749310392115,1.8060000000000016,EGM7,0.99999,RBA_standard
0.99999EGM8,-1.2863396908935202e-16,-1.0721090558949455e-16,1.2168008185805951e-21,0.0,0.0,0.0010902579218107008,0.4892257566523966,4.143473006496167e-07,3.497766172361651e-08,0.005608605061618737,0.5040749310392115,1.8060000000000016,EGM8,0.99999,RBA_standard
1e-05EGM1,1.7109601406894518e-17,-4.431107243513087e-17,0.0,0.0,0.0,0.0014102117969821684,0.5575833509187649,0.01900622716331012,0.24066527644256577,0.002572708635912017,0.1787622250424648,2.336000000000002,EGM1,1e-05,RBA_reverse
1e-05EGM2,3.4219202813789036e-17,-1.2343622588482212e-17,-3.0825798534754956e-17,0.0,0.0,0.0014102117969821684,0.5576791062690961,0.01944865766102621,0.24035835089420962,0.002569427605841913,0.17853424577284374,2.336000000000002,EGM2,1e-05,RBA_reverse
1e-05EGM3,-2.566440211034178e-16,-1.2667398031772402e-17,0.0,0.0,0.0,0.0014102117969821684,0.5576791062690962,0.01898198811736004,0.2408250204378758,0.0025694276058419135,0.17853424577284374,2.336000000000002,EGM3,1e-05,RBA_reverse
1e-05EGM4,-1.5398641266205069e-16,2.3285114119083215e-16,-3.0825798534754956e-17,0.000279921482106922,0.0,0.0014102117969821686,0.557582523718478,0.01900643655678729,0.2406679278756269,0.002568708367858319,0.1784842702021602,2.336000000000002,EGM4,1e-05,RBA_reverse
1e-05EGM5,3.4219202813789036e-17,-4.5730119495176165e-18,-3.0825798534754956e-17,0.0,0.0,0.0014102117969821684,0.5576791062690961,0.018981988117360037,0.24035835089420962,0.0030360971495080862,0.17853424577284374,2.336000000000002,EGM5,1e-05,RBA_reverse
1e-05EGM6,3.4219202813789036e-17,-4.613800066885228e-18,-3.0825798534754956e-17,0.0,0.0004666695436661738,0.0014102117969821684,0.5576791062690961,0.01898198811736004,0.24035835089420962,0.002569427605841913,0.17853424577284374,2.336000000000002,EGM6,1e-05,RBA_reverse
1e-05EGM7,3.4219202813789036e-17,-5.3786879329626714e-17,-3.0825798534754956e-17,0.0,0.0,0.0018768813406483424,0.5576791062690961,0.01898198811736004,0.24035835089420962,0.002569427605841913,0.17853424577284374,2.336000000000002,EGM7,1e-05,RBA_reverse
1e-05EGM8,3.4219202813789036e-17,-5.3786879329626714e-17,-3.0825798534754956e-17,0.0,0.0,0.0014102117969821684,0.5581457758127624,0.01898198811736004,0.24035835089420962,0.002569427605841913,0.17853424577284374,2.336000000000002,EGM8,1e-05,RBA_reverse
0.005EGM1,-1.7094965306460903e-17,-8.119811732976803e-17,-3.079942916047373e-17,0.0,0.0,0.0014114191700960233,0.5583909258541757,0.01893891643109207,0.2398129581030228,0.002576453998103138,0.17886932644351017,2.3380000000000023,EGM1,0.005,RBA_reverse
0.005EGM2,5.128489591938271e-17,3.687882619758389e-17,0.0,0.0,0.0,0.0014114191700960233,0.5584118880164651,0.01903598153465914,0.23974576788197324,0.002575732133383959,0.17881921126342235,2.3380000000000023,EGM2,0.005,RBA_reverse
0.005EGM3,-8.547482653230453e-17,-4.626028198468857e-17,0.0,0.0,0.0,0.0014114191700960233,0.5584118880164652,0.01893361017078191,0.23984813924585052,0.0025757321333839595,0.17881921126342235,2.3380000000000023,EGM3,0.005,RBA_reverse
0.005EGM4,-5.128489591938271e-17,1.2115017904381726e-16,0.0,6.136610024088734e-05,0.0,0.0014114191700960233,0.5583906808029777,0.018938978462166346,0.23981374356799234,0.0025755740707476683,0.17880823782577895,2.3380000000000023,EGM4,0.005,RBA_reverse
0.005EGM5,6.837986122584361e-17,-5.289200073074531e-17,0.0,0.0,0.0,0.0014114191700960233,0.5584118880164651,0.01893361017078191,0.23974576788197322,0.0026781034972611943,0.17881921126342232,2.3380000000000023,EGM5,0.005,RBA_reverse
0.005EGM6,5.128489591938271e-17,7.068441687870246e-17,0.0,0.0,0.00010237136387723544,0.0014114191700960233,0.5584118880164651,0.01893361017078191,0.23974576788197324,0.002575732133383959,0.17881921126342235,2.3380000000000023,EGM6,0.005,RBA_reverse
0.005EGM7,5.128489591938271e-17,3.687882619758389e-17,0.0,0.0,0.0,0.001513790533973259,0.5584118880164651,0.01893361017078191,0.23974576788197324,0.002575732133383959,0.17881921126342235,2.3380000000000023,EGM7,0.005,RBA_reverse
0.005EGM8,5.128489591938271e-17,3.687882619758389e-17,0.0,0.0,0.0,0.0014114191700960233,0.5585142593803425,0.01893361017078191,0.23974576788197324,0.002575732133383959,0.17881921126342235,2.3380000000000023,EGM8,0.005,RBA_reverse
0.01EGM1,-1.7087656642370928e-17,1.0444533461943633e-16,0.0,0.0,0.0,0.0014120228566529504,0.5588887266502396,0.018881462986044175,0.2390854571047331,0.002581610939182767,0.17915071946314745,2.339000000000002,EGM1,0.01,RBA_reverse
0.01EGM2,-1.7087656642370927e-16,1.6038664387380934e-16,-3.078626138400495e-17,0.0,0.0,0.0014120228566529504,0.5589339013863096,0.01909115110478591,0.2389406580873182,0.0025800474198793845,0.1790422191450538,2.339000000000002,EGM2,0.01,RBA_reverse
0.01EGM3,-1.7087656642370927e-16,3.5892978770146844e-17,-3.078626138400495e-17,0.0,0.0,0.0014120228566529504,0.5589339013863096,0.01887002767199018,0.23916178152011394,0.002580047419879385,0.1790422191450538,2.339000000000002,EGM3,0.01,RBA_reverse
0.01EGM4,0.0,1.8205177520353762e-16,-3.078626138400495e-17,0.0001324854541928776,0.0,0.0014120228566529504,0.558888059280496,0.018881631920791116,0.2390875962314111,0.002579705601125123,0.1790184986553307,2.339000000000002,EGM4,0.01,RBA_reverse
0.01EGM5,-3.4175313284741857e-17,3.1042576233640516e-17,-3.078626138400495e-17,0.0,0.0,0.0014120228566529504,0.5589339013863096,0.018870027671990183,0.23894065808731824,0.0028011708526751123,0.1790422191450538,2.339000000000002,EGM5,0.01,RBA_reverse
0.01EGM6,-1.7087656642370927e-16,1.55536241337303e-16,-3.078626138400495e-17,0.0,0.0002211234327957273,0.0014120228566529504,0.5589339013863096,0.01887002767199018,0.2389406580873182,0.0025800474198793845,0.1790422191450538,2.339000000000002,EGM6,0.01,RBA_reverse
