,G,AA,NT,rRNA,rP,IG,EAA,ENT,RNAP,AF,R,growth_rate,EGVs,prot_fraction,name
0.51EGM8,2.0204426367259263e-16,-8.898111006186908e-17,-3.309240136819282e-17,0.0,0.0,0.001313621947873801,0.4997242197407725,0.02271453614087463,0.0019174768608332896,0.0062747747184261,0.46805537059121954,2.176000000000002,EGM8,0.51,RBA_standard
0.515EGM1,-3.680297319199411e-17,1.3371746926424525e-16,0.0,0.0,0.0,0.001311207201646092,0.49950130582128505,0.022465414922155112,0.0018964469718901619,0.006269935183222508,0.468555689899801,2.172000000000002,EGM1,0.515,RBA_standard
0.515EGM2,-2.3921932574796167e-16,4.457248975474842e-17,0.0,0.0,0.0,0.0013112072016460917,0.4995143429290885,0.02252240788187177,0.001896168385440583,0.006269014135068947,0.46848685946688406,2.172000000000002,EGM2,0.515,RBA_standard
0.515EGM3,5.5204459787991155e-17,-1.3371746926424525e-16,0.0,0.0,0.0,0.0013112072016460917,0.4995143429290885,0.022462114771782206,0.0019564614955301473,0.006269014135068946,0.4684868594668841,2.172000000000002,EGM3,0.515,RBA_standard
0.515EGM4,-1.1040891957598231e-16,1.7828995901899367e-16,0.0,0.00019684943316894456,0.0,0.001311207201646092,0.49945493406673,0.022477153243675073,0.001897437877438924,0.00626778008318993,0.468394638094151,2.172000000000002,EGM4,0.515,RBA_standard
0.515EGM5,-5.5204459787991155e-17,1.3371746926424525e-16,-3.315334501712136e-17,0.0,0.0,0.001311207201646092,0.4995143429290885,0.022462114771782206,0.001896168385440583,0.006329307245158511,0.46848685946688406,2.172000000000002,EGM5,0.515,RBA_standard
0.515EGM6,-9.200743297998526e-17,-4.457248975474842e-17,0.0,0.0,6.029311008955356e-05,0.001311207201646092,0.4995143429290886,0.022462114771782206,0.001896168385440583,0.006269014135068947,0.4684868594668841,2.172000000000002,EGM6,0.515,RBA_standard
0.515EGM7,-2.3921932574796167e-16,0.0,0.0,0.0,0.0,0.0013715003117356556,0.4995143429290885,0.022462114771782202,0.001896168385440583,0.006269014135068947,0.46848685946688406,2.172000000000002,EGM7,0.515,RBA_standard
0.515EGM8,-2.3921932574796167e-16,1.7828995901899367e-16,0.0,0.0,0.0,0.0013112072016460917,0.49957463603917796,0.022462114771782202,0.001896168385440583,0.006269014135068947,0.46848685946688406,2.172000000000002,EGM8,0.515,RBA_standard
0.52EGM1,-5.533183509899252e-17,-8.935066704874349e-17,0.0,0.0,0.0,0.001308188768861455,0.4991446932933769,0.02221289889539084,0.0018751305058480154,0.006264037488500217,0.4691950510480224,2.167000000000002,EGM1,0.52,RBA_standard
0.52EGM2,-2.766591754949626e-16,1.3402600057311522e-16,0.0,0.0,0.0,0.001308188768861455,0.4992281047993665,0.022583215580881787,0.0018733481078147983,0.006258083231948642,0.46874905951112666,2.167000000000002,EGM2,0.52,RBA_standard
0.52EGM3,-2.766591754949626e-16,1.3402600057311522e-16,0.0,0.0,0.0,0.001308188768861455,0.4992281047993665,0.02219178451045618,0.0022647791782404096,0.006258083231948642,0.46874905951112666,2.167000000000002,EGM3,0.52,RBA_standard
0.52EGM4,1.8443945032997508e-17,-8.935066704874349e-17,3.3229840967783844e-17,0.0012795348979977928,0.0,0.001308188768861455,0.49884172697011636,0.022289590324177187,0.001881604511709726,0.00625007579605879,0.4681492787310785,2.167000000000002,EGM4,0.52,RBA_standard
0.52EGM5,-1.4755156026398007e-16,-8.935066704874349e-17,3.3229840967783844e-17,0.0,0.0,0.001308188768861455,0.4992281047993665,0.022191784510456183,0.001873348107814799,0.006649514302374254,0.46874905951112666,2.167000000000002,EGM5,0.52,RBA_standard
0.52EGM6,-1.2910761523098254e-16,4.4675333524371743e-17,3.3229840967783844e-17,0.0,0.00039143107042561876,0.001308188768861455,0.4992281047993664,0.02219178451045618,0.0018733481078147985,0.006258083231948642,0.46874905951112655,2.167000000000002,EGM6,0.52,RBA_standard
0.52EGM7,-2.766591754949626e-16,1.3402600057311522e-16,0.0,0.0,0.0,0.001699619839287066,0.4992281047993665,0.02219178451045618,0.0018733481078147983,0.006258083231948642,0.46874905951112666,2.167000000000002,EGM7,0.52,RBA_standard
0.52EGM8,-2.766591754949626e-16,2.233766676218587e-16,0.0,0.0,0.0,0.001308188768861455,0.4996195358697921,0.02219178451045618,0.0018733481078147983,0.006258083231948642,0.46874905951112666,2.167000000000002,EGM8,0.52,RBA_standard
0.525EGM1,5.543415934328099e-17,0.0,0.0,0.0,0.0,0.001305774022633746,0.49906894335228585,0.021957844111938914,0.001853599727386119,0.006257292166299055,0.46955654661945617,2.163000000000002,EGM1,0.525,RBA_standard
0.525EGM2,-1.1086831868656198e-16,2.237897543858381e-16,0.0,0.0,0.0,0.0013057740226337462,0.4991391941678942,0.022274440786126008,0.0018520985566053418,0.0062522245866981005,0.46917626788004246,2.163000000000002,EGM2,0.525,RBA_standard
0.525EGM3,-1.1086831868656198e-16,2.237897543858381e-16,0.0,0.0,0.0,0.0013057740226337462,0.4991391941678942,0.021940061160472795,0.00218647818225855,0.0062522245866981005,0.46917626788004246,2.163000000000002,EGM3,0.525,RBA_standard
0.525EGM4,-5.543415934328099e-17,-8.951590175433524e-17,0.0,0.0010952648786262567,0.0,0.001305774022633746,0.4988081584531958,0.022023857939158623,0.0018591723697418243,0.006245376744695006,0.46866239559194856,2.163000000000002,EGM4,0.525,RBA_standard
0.525EGM5,3.6956106228854e-17,-4.475795087716762e-17,-3.3291292361159306e-17,0.0,0.0,0.001305774022633746,0.4991391941678942,0.021940061160472795,0.0018520985566053412,0.006586604212351308,0.4691762678800425,2.163000000000002,EGM5,0.525,RBA_standard
0.525EGM6,3.6956106228854e-17,-4.475795087716762e-17,-3.3291292361159306e-17,0.0,0.00033437962565321776,0.0013057740226337462,0.4991391941678942,0.0219400611604728,0.0018520985566053414,0.0062522245866981005,0.4691762678800425,2.163000000000002,EGM6,0.525,RBA_standard
0.525EGM7,-1.1086831868656198e-16,2.237897543858381e-16,0.0,0.0,0.0,0.0016401536482869544,0.4991391941678942,0.021940061160472795,0.0018520985566053418,0.0062522245866981005,0.46917626788004246,2.163000000000002,EGM7,0.525,RBA_standard
0.525EGM8,-1.1086831868656198e-16,3.1330565614017336e-16,0.0,0.0,0.0,0.0013057740226337462,0.49947357379354734,0.021940061160472795,0.0018520985566053418,0.0062522245866981005,0.46917626788004246,2.163000000000002,EGM8,0.525,RBA_standard
0.53EGM1,3.702457516119092e-17,-1.3452262308566036e-16,-3.335297145770615e-17,0.0,0.0,0.0013033592764060368,0.4989912064238357,0.021703292304850515,0.001832111408322585,0.00625054818379695,0.46991948240278814,2.159000000000002,EGM1,0.53,RBA_standard
0.53EGM2,3.702457516119092e-17,-1.7936349744754712e-16,0.0,0.0,0.0,0.0013033592764060372,0.4990491761568597,0.0219685126323068,0.0018308726686918563,0.006246322020631393,0.4696017572451042,2.159000000000002,EGM2,0.53,RBA_standard
0.53EGM3,3.702457516119092e-17,-1.3452262308566036e-16,0.0,0.0,0.0,0.0013033592764060372,0.4990491761568597,0.021688618127192336,0.002110767173806319,0.006246322020631393,0.4696017572451042,2.159000000000002,EGM3,0.53,RBA_standard
0.53EGM4,-1.851228758059546e-17,8.968174872377356e-17,0.0,0.0009186590973422585,0.0,0.0013033592764060372,0.4987712664302305,0.021758966850375278,0.0018368112468805484,0.006240583780082212,0.4691703533186831,2.159000000000002,EGM4,0.53,RBA_standard
0.53EGM5,-1.1107372548357276e-16,-1.7936349744754712e-16,3.335297145770615e-17,0.0,0.0,0.001303359276406037,0.4990491761568597,0.021688618127192336,0.0018308726686918561,0.006526216525745855,0.4696017572451041,2.159000000000002,EGM5,0.53,RBA_standard
0.53EGM6,-1.1107372548357276e-16,0.0,3.335297145770615e-17,0.0,0.00027989450511448495,0.001303359276406037,0.4990491761568597,0.021688618127192336,0.0018308726686918561,0.006246322020631393,0.4696017572451041,2.159000000000002,EGM6,0.53,RBA_standard
0.53EGM7,3.702457516119092e-17,-1.7936349744754712e-16,0.0,0.0,0.0,0.0015832537815204998,0.4990491761568597,0.021688618127192336,0.0018308726686918563,0.006246322020631393,0.4696017572451042,2.159000000000002,EGM7,0.53,RBA_standard
0.53EGM8,3.702457516119092e-17,-8.968174872377356e-17,0.0,0.0,0.0,0.0013033592764060372,0.49932907066197413,0.021688618127192336,0.0018308726686918563,0.006246322020631393,0.4696017572451042,2.159000000000002,EGM8,0.53,RBA_standard
0.535EGM1,-3.7093298270538834e-17,-1.7969642273283259e-16,0.0,0.0,0.0,0.0013009445301783277,0.4989114848186292,0.021449242889230866,0.0018106654992827648,0.006243805413949011,0.4702838568487298,2.155000000000002,EGM1,0.535,RBA_standard
0.535EGM2,1.8546649135269418e-16,-1.7969642273283259e-16,0.0,0.0,0.0,0.0013009445301783277,0.49895803439356257,0.02166547276822585,0.0018096707939381715,0.006240375323400363,0.47002550219069467,2.155000000000002,EGM2,0.535,RBA_standard
0.535EGM3,1.8546649135269418e-16,-1.7969642273283259e-16,0.0,0.0,0.0,0.0013009445301783277,0.49895803439356257,0.021437459555120924,0.0020376840070430954,0.006240375323400363,0.47002550219069467,2.155000000000002,EGM3,0.535,RBA_standard
0.535EGM4,-1.6691984221742476e-16,8.984821136641629e-17,3.3414879525377066e-17,0.0007498920438781238,0.0,0.0013009445301783275,0.4987309748181017,0.02149493631713957,0.0018145227689255917,0.006235695715594531,0.46967303380618197,2.155000000000002,EGM4,0.535,RBA_standard
0.535EGM5,-7.418659654107767e-17,8.984821136641629e-17,0.0,0.0,0.0,0.0013009445301783275,0.49895803439356257,0.021437459555120924,0.0018096707939381715,0.006468388536505286,0.4700255021906946,2.155000000000002,EGM5,0.535,RBA_standard
0.535EGM6,7.418659654107767e-17,-1.3477231704962444e-16,-3.3414879525377066e-17,0.0,0.00022801321310491907,0.0013009445301783275,0.49895803439356257,0.021437459555120924,0.001809670793938172,0.006240375323400363,0.47002550219069467,2.155000000000002,EGM6,0.535,RBA_standard
0.535EGM7,1.8546649135269418e-16,-1.3477231704962444e-16,0.0,0.0,0.0,0.0015289577432832514,0.49895803439356257,0.021437459555120924,0.0018096707939381715,0.006240375323400363,0.47002550219069467,2.155000000000002,EGM7,0.535,RBA_standard
0.535EGM8,1.8546649135269418e-16,-1.3477231704962444e-16,0.0,0.0,0.0,0.0013009445301783277,0.4991860476066674,0.021437459555120924,0.0018096707939381715,0.006240375323400363,0.47002550219069467,2.155000000000002,EGM8,0.535,RBA_standard
0.54EGM1,-5.57434154623509e-17,-1.350229396754722e-16,0.0,0.0,0.0,0.0012985297839506185,0.49882978075996937,0.021195695302283785,0.0017892619527574945,0.006237063730689421,0.4706496684703493,2.151000000000002,EGM1,0.54,RBA_standard
0.54EGM2,2.043925233619533e-16,-1.350229396754722e-16,0.0,0.0,0.0,0.0012985297839506185,0.4988657523827379,0.02136536315290582,0.001788493284827168,0.006234384284640845,0.47044747711093754,2.151000000000002,EGM2,0.54,RBA_standard
0.54EGM3,2.043925233619533e-16,-1.350229396754722e-16,0.0,0.0,0.0,0.0012985297839506185,0.4988657523827379,0.021186589619790107,0.001967266817942882,0.006234384284640845,0.47044747711093754,2.151000000000002,EGM3,0.54,RBA_standard
0.54EGM4,-1.6723024638705271e-16,-9.001529311698145e-17,0.0,0.0005891402287402485,0.0,0.0012985297839506183,0.4986872066494107,0.021231785822606354,0.0017923085805725972,0.006230711358057336,0.47017031757666206,2.151000000000002,EGM4,0.54,RBA_standard
0.54EGM5,9.29056924372515e-17,-1.350229396754722e-16,0.0,0.0,0.0,0.0012985297839506183,0.4988657523827379,0.021186589619790103,0.0017884932848271679,0.006413157817756558,0.4704474771109375,2.151000000000002,EGM5,0.54,RBA_standard
0.54EGM6,-5.57434154623509e-17,9.001529311698145e-17,0.0,0.0,0.0001787735331156922,0.0012985297839506185,0.4988657523827379,0.021186589619790107,0.0017884932848271679,0.006234384284640845,0.4704474771109375,2.151000000000002,EGM6,0.54,RBA_standard
0.54EGM7,2.043925233619533e-16,-1.350229396754722e-16,0.0,0.0,0.0,0.0014773033170663319,0.4988657523827379,0.021186589619790107,0.001788493284827168,0.006234384284640845,0.47044747711093754,2.151000000000002,EGM7,0.54,RBA_standard
0.54EGM8,2.043925233619533e-16,-1.350229396754722e-16,0.0,0.0,0.0,0.0012985297839506185,0.49904452591585363,0.021186589619790107,0.001788493284827168,0.006234384284640845,0.47044747711093754,2.151000000000002,EGM8,0.54,RBA_standard
0.545EGM1,7.446302540569278e-17,0.0,0.0,0.0,0.0,0.0012961150377229092,0.4987460963847919,0.020942649003075735,0.0017679007230831717,0.006230323008915014,0.4710169158424112,2.147000000000002,EGM1,0.545,RBA_standard
0.545EGM2,1.3031029445996235e-16,1.352744961536752e-16,0.0,0.0,0.0,0.0012961150377229092,0.49877231350630225,0.02106822605621401,0.0017673404964662013,0.00622834869399091,0.47086765620930354,2.147000000000002,EGM2,0.545,RBA_standard
0.545EGM3,1.3031029445996235e-16,1.352744961536752e-16,0.0,0.0,0.0,0.0012961150377229092,0.49877231350630225,0.020936012527821103,0.0018995540248591116,0.00622834869399091,0.47086765620930354,2.147000000000002,EGM3,0.545,RBA_standard
0.545EGM4,5.584726905426959e-17,4.509149871789174e-17,0.0,0.0004365821812014499,0.0,0.0012961150377229097,0.49863988407327775,0.020969535073570477,0.0017701703453960674,0.006225629507932805,0.4706620837808985,2.147000000000002,EGM4,0.545,RBA_standard
0.545EGM5,-2.0477331986565513e-16,1.8036599487156695e-16,0.0,0.0,0.0,0.0012961150377229092,0.49877231350630236,0.020936012527821107,0.0017673404964662013,0.006360562222383821,0.4708676562093036,2.147000000000002,EGM5,0.545,RBA_standard
0.545EGM6,-1.8615756351423194e-17,1.352744961536752e-16,0.0,0.0,0.00013221352839289324,0.001296115037722909,0.49877231350630225,0.0209360125278211,0.0017673404964662013,0.00622834869399091,0.47086765620930354,2.147000000000002,EGM6,0.545,RBA_standard
0.545EGM7,1.3031029445996235e-16,1.352744961536752e-16,0.0,0.0,0.0,0.0014283285661158198,0.49877231350630225,0.020936012527821103,0.0017673404964662013,0.00622834869399091,0.47086765620930354,2.147000000000002,EGM7,0.545,RBA_standard
0.545EGM8,1.3031029445996235e-16,4.509149871789174e-17,0.0,0.0,0.0,0.0012961150377229092,0.4989045270346953,0.020936012527821103,0.0017673404964662013,0.00622834869399091,0.47086765620930354,2.147000000000002,EGM8,0.545,RBA_standard
0.55EGM1,-3.730100689361232e-17,-4.5175663904486026e-17,0.0,0.0,0.0,0.0012937002914952,0.4986604337445793,0.020690103472304336,0.0017465817664222155,0.006223583124469144,0.47138559760072973,2.143000000000002,EGM1,0.55,RBA_standard
0.55EGM2,-1.6785453102125544e-16,1.807026556179441e-16,3.3601990376662426e-17,0.0,0.0,0.0012937002914952002,0.4986777010231121,0.020774104059456466,0.001746212786592265,0.006222268341109385,0.4712860134982345,2.143000000000002,EGM2,0.55,RBA_standard
0.55EGM3,-1.6785453102125544e-16,1.807026556179441e-16,3.3601990376662426e-17,0.0,0.0,0.0012937002914952002,0.4986777010231121,0.02068573251698599,0.0018345843290627389,0.006222268341109385,0.4712860134982345,2.143000000000002,EGM3,0.55,RBA_standard
0.55EGM4,0.0,0.0,0.0,0.00029239844636168636,0.0,0.0012937002914952,0.4985889283565487,0.02070820400016161,0.001748109745823597,0.0062204489595136005,0.4711482102000957,2.143000000000002,EGM4,0.55,RBA_standard
0.55EGM5,-1.865050344680616e-17,-4.5175663904486026e-17,0.0,0.0,0.0,0.0012937002914952002,0.4986777010231121,0.020685732516985987,0.001746212786592265,0.006310639883579859,0.47128601349823457,2.143000000000002,EGM5,0.55,RBA_standard
0.55EGM6,-1.865050344680616e-17,-9.035132780897205e-17,0.0,0.0,8.837154247047475e-05,0.0012937002914952002,0.4986777010231122,0.02068573251698599,0.001746212786592265,0.006222268341109387,0.47128601349823457,2.143000000000002,EGM6,0.55,RBA_standard
0.55EGM7,-1.6785453102125544e-16,1.807026556179441e-16,3.3601990376662426e-17,0.0,0.0,0.0013820718339656738,0.4986777010231121,0.02068573251698599,0.001746212786592265,0.006222268341109385,0.4712860134982345,2.143000000000002,EGM7,0.55,RBA_standard
0.55EGM8,-1.6785453102125544e-16,1.807026556179441e-16,3.3601990376662426e-17,0.0,0.0,0.0012937002914952002,0.4987660725655826,0.02068573251698599,0.001746212786592265,0.006222268341109385,0.4712860134982345,2.143000000000002,EGM8,0.55,RBA_standard
0.555EGM1,3.737076099720018e-17,-9.052028774877378e-17,-3.366482719831117e-17,0.0,0.0,0.001291285545267491,0.4985727948062583,0.020438058212071283,0.0017253050407439001,0.006216843954125774,0.4717557124415332,2.139000000000002,EGM1,0.555,RBA_standard
0.555EGM2,5.605614149580028e-17,0.0,-3.366482719831117e-17,0.0,0.0,0.001291285545267491,0.4985818980687337,0.020483040055939313,0.0017251105155769043,0.006216143015694712,0.4717025227987878,2.139000000000002,EGM2,0.555,RBA_standard
0.555EGM3,5.605614149580028e-17,4.526014387438689e-17,0.0,0.0,0.0,0.0012912855452674912,0.4985818980687337,0.020435753856265858,0.00177239671525036,0.0062161430156947115,0.47170252279878777,2.139000000000002,EGM3,0.555,RBA_standard
0.555EGM4,0.0,9.052028774877378e-17,0.0,0.00015677158123849434,0.0,0.0012912855452674912,0.4985342598854212,0.020447812755432292,0.0017261284831011083,0.006215168501124937,0.4716285732484145,2.139000000000002,EGM4,0.555,RBA_standard
0.555EGM5,5.605614149580028e-17,-4.526014387438689e-17,0.0,0.0,0.0,0.0012912855452674912,0.4985818980687338,0.02043575385626586,0.0017251105155769043,0.006263429215368168,0.47170252279878777,2.139000000000002,EGM5,0.555,RBA_standard
0.555EGM6,-9.342690249300046e-17,4.526014387438689e-17,0.0,0.0,4.72861996734626e-05,0.001291285545267491,0.4985818980687337,0.020435753856265858,0.0017251105155769043,0.0062161430156947115,0.47170252279878777,2.139000000000002,EGM6,0.555,RBA_standard
0.555EGM7,5.605614149580028e-17,0.0,-3.366482719831117e-17,0.0,0.0,0.0013385717449409468,0.4985818980687337,0.020435753856265858,0.0017251105155769043,0.006216143015694712,0.4717025227987878,2.139000000000002,EGM7,0.555,RBA_standard
0.555EGM8,5.605614149580028e-17,0.0,-3.366482719831117e-17,0.0,0.0,0.001291285545267491,0.49862918426840724,0.020435753856265858,0.0017251105155769043,0.006216143015694712,0.4717025227987878,2.139000000000002,EGM8,0.555,RBA_standard
0.56EGM1,-3.7440776474478315e-17,-4.534494039686818e-17,3.3727899474092545e-17,0.0,0.0,0.001288870799039782,0.4984831814530795,0.020186512745659715,0.001704070505805555,0.0062101053755738616,0.47212725912084164,2.135000000000002,EGM1,0.56,RBA_standard
0.56EGM2,3.7440776474478315e-17,-9.068988079373636e-17,3.3727899474092545e-17,0.0,0.0,0.0012888707990397817,0.498484887655227,0.020195077251499396,0.001704034046430846,0.006209972507504084,0.472117157740299,2.135000000000002,EGM2,0.56,RBA_standard
0.56EGM3,5.616116471171746e-17,0.0,0.0,0.0,0.0,0.0012888707990397817,0.4984848876552269,0.0201860808459057,0.0017130304520245377,0.006209972507504082,0.472117157740299,2.135000000000002,EGM3,0.56,RBA_standard
0.56EGM4,-1.310427176606741e-16,1.8137976158747272e-16,0.0,2.9886149866175444e-05,0.0,0.0012888707990397817,0.49847579816750504,0.020188381714836678,0.0017042282772488377,0.0062097869153350605,0.47210304797616826,2.135000000000002,EGM4,0.56,RBA_standard
0.56EGM5,3.7440776474478315e-17,0.0,3.3727899474092545e-17,0.0,0.0,0.001288870799039782,0.4984848876552269,0.020186080845905705,0.0017040340464308456,0.006218968913097776,0.47211715774029894,2.135000000000002,EGM5,0.56,RBA_standard
0.56EGM6,-9.360194118619577e-17,0.0,0.0,0.0,8.996405593681997e-06,0.001288870799039782,0.4984848876552269,0.020186080845905705,0.0017040340464308456,0.006209972507504084,0.472117157740299,2.135000000000002,EGM6,0.56,RBA_standard
0.56EGM7,3.7440776474478315e-17,-1.3603482119060453e-16,3.3727899474092545e-17,0.0,0.0,0.001297867204633474,0.498484887655227,0.020186080845905705,0.001704034046430846,0.006209972507504084,0.472117157740299,2.135000000000002,EGM7,0.56,RBA_standard
0.56EGM8,3.7440776474478315e-17,4.534494039686818e-17,3.3727899474092545e-17,0.0,0.0,0.0012888707990397817,0.49849388406082057,0.020186080845905705,0.001704034046430846,0.006209972507504084,0.472117157740299,2.135000000000002,EGM8,0.56,RBA_standard
0.565EGM1,-1.5011466248452806e-16,2.272569195946327e-16,-6.761414589407285e-17,0.0,0.0,0.001285852366255145,0.49811150000534193,0.019937811192331123,0.001683076043457599,0.00620409683446883,0.47277766355814527,2.130000000000002,EGM1,0.565,RBA_standard
0.565EGM2,-1.3135032967396206e-16,1.3635415175677966e-16,-6.761414589407285e-17,0.0,0.0,0.0012858523662551454,0.49818212907169396,0.020298205488679496,0.001681566789938431,0.006198533476225404,0.47235371280720745,2.130000000000002,EGM2,0.565,RBA_standard
0.565EGM3,-1.3135032967396206e-16,1.3635415175677966e-16,-6.761414589407285e-17,0.0,0.0,0.0012858523662551454,0.49818212907169396,0.019919932492302384,0.0020598397863155443,0.006198533476225404,0.47235371280720745,2.130000000000002,EGM3,0.565,RBA_standard
0.565EGM4,9.382166405283003e-17,-1.3635415175677966e-16,-6.761414589407285e-17,0.0012580295396661528,0.0,0.0012858523662551452,0.49779932387420855,0.020016833947309156,0.0016897468512262423,0.006190735538009703,0.47175947788332506,2.130000000000002,EGM4,0.565,RBA_standard
0.565EGM5,-1.3135032967396206e-16,9.09027678378531e-17,-3.380707294703642e-17,0.0,0.0,0.0012858523662551452,0.49818212907169407,0.01991993249230238,0.0016815667899384306,0.006576806472602517,0.4723537128072074,2.130000000000002,EGM5,0.565,RBA_standard
0.565EGM6,-1.1258599686339603e-16,1.818055356757062e-16,-6.761414589407285e-17,0.0,0.0003782729963771196,0.0012858523662551452,0.49818212907169396,0.01991993249230238,0.0016815667899384306,0.006198533476225404,0.4723537128072074,2.130000000000002,EGM6,0.565,RBA_standard
0.565EGM7,-1.3135032967396206e-16,1.3635415175677966e-16,-6.761414589407285e-17,0.0,0.0,0.0016641253626322587,0.49818212907169396,0.019919932492302384,0.001681566789938431,0.006198533476225404,0.47235371280720745,2.130000000000002,EGM7,0.565,RBA_standard
0.565EGM8,-1.3135032967396206e-16,4.545138391892655e-17,-6.761414589407285e-17,0.0,0.0,0.0012858523662551454,0.4985604020680712,0.019919932492302384,0.001681566789938431,0.006198533476225404,0.47235371280720745,2.130000000000002,EGM8,0.565,RBA_standard
0.57EGM1,1.691967356437208e-16,4.5536899222631036e-17,-3.3870679857567075e-17,0.0,0.0,0.0012834376200274358,0.4980181921794457,0.019687200926862807,0.0016619204547129072,0.006197347715023604,0.4731519011039274,2.1260000000000017,EGM1,0.57,RBA_standard
0.57EGM2,-9.399818646873377e-17,4.5536899222631036e-17,-6.774135971513415e-17,0.0,0.0,0.0012834376200274358,0.4980820269383635,0.020018169566273045,0.001660556386921587,0.0061922610681954095,0.47276354842021895,2.1260000000000017,EGM2,0.57,RBA_standard
0.57EGM3,-9.399818646873377e-17,4.5536899222631036e-17,-6.774135971513415e-17,0.0,0.0,0.0012834376200274358,0.4980820269383635,0.019671042104935182,0.002007683848259449,0.0061922610681954095,0.47276354842021895,2.1260000000000017,EGM3,0.57,RBA_standard
0.57EGM4,9.399818646873377e-17,-9.107379844526207e-17,-6.774135971513415e-17,0.0011567376152925302,0.0,0.001283437620027436,0.4977297384147332,0.0197602187168156,0.0016680843456149859,0.006185098246894117,0.4722166850406221,2.1260000000000017,EGM4,0.57,RBA_standard
0.57EGM5,-2.4439528481870783e-16,9.107379844526207e-17,-3.3870679857567075e-17,0.0,0.0,0.0012834376200274358,0.4980820269383635,0.019671042104935182,0.001660556386921587,0.006539388529533272,0.4727635484202189,2.1260000000000017,EGM5,0.57,RBA_standard
0.57EGM6,-9.399818646873377e-17,-9.107379844526207e-17,-3.3870679857567075e-17,0.0,0.0003471274613378593,0.0012834376200274358,0.4980820269383635,0.01967104210493518,0.001660556386921587,0.0061922610681954095,0.4727635484202189,2.1260000000000017,EGM6,0.57,RBA_standard
0.57EGM7,-9.399818646873377e-17,0.0,-6.774135971513415e-17,0.0,0.0,0.0016305650813652976,0.4980820269383635,0.019671042104935182,0.001660556386921587,0.0061922610681954095,0.47276354842021895,2.1260000000000017,EGM7,0.57,RBA_standard
0.57EGM8,-9.399818646873377e-17,9.107379844526207e-17,-6.774135971513415e-17,0.0,0.0,0.0012834376200274358,0.4984291543997013,0.019671042104935182,0.001660556386921587,0.0061922610681954095,0.47276354842021895,2.1260000000000017,EGM8,0.57,RBA_standard
0.575EGM1,-1.8835074875827328e-17,9.124547384289684e-17,-3.3934526567948905e-17,0.0,0.0,0.0012810228737997267,0.49792291134988864,0.019437090097992372,0.0016408070265526951,0.006190598860386465,0.4735275697913799,2.122000000000002,EGM1,0.575,RBA_standard
0.575EGM2,1.8835074875827328e-17,-4.562273692144842e-17,-3.3934526567948905e-17,0.0,0.0,0.0012810228737997267,0.49798066250330525,0.019741374280642703,0.0016395729576907992,0.006185942843459146,0.4731714245411022,2.122000000000002,EGM2,0.575,RBA_standard
0.575EGM3,1.8835074875827328e-17,-4.562273692144842e-17,-3.3934526567948905e-17,0.0,0.0,0.0012810228737997267,0.49798066250330525,0.019422471250518155,0.0019584759878153468,0.006185942843459146,0.4731714245411022,2.122000000000002,EGM3,0.575,RBA_standard
0.575EGM4,-7.534029950330931e-17,0.0,-3.3934526567948905e-17,0.0010647861440199393,0.0,0.001281022873799727,0.4976560983488935,0.01950462984975381,0.0016465084817964125,0.006179356137231732,0.47266759816450465,2.122000000000002,EGM4,0.575,RBA_standard
0.575EGM5,-1.318455241307913e-16,-4.562273692144842e-17,-3.3934526567948905e-17,0.0,0.0,0.0012810228737997267,0.49798066250330525,0.019422471250518155,0.0016395729576907992,0.006504845873583693,0.4731714245411022,2.122000000000002,EGM5,0.575,RBA_standard
0.575EGM6,-1.5068059900661863e-16,1.3686821076434527e-16,0.0,0.0,0.0003189030301245297,0.001281022873799727,0.49798066250330525,0.019422471250518155,0.0016395729576907997,0.006185942843459146,0.4731714245411023,2.122000000000002,EGM6,0.575,RBA_standard
0.575EGM7,1.8835074875827328e-17,0.0,-3.3934526567948905e-17,0.0,0.0,0.0015999259039242745,0.49798066250330525,0.019422471250518155,0.0016395729576907992,0.006185942843459146,0.4731714245411022,2.122000000000002,EGM7,0.575,RBA_standard
0.575EGM8,1.8835074875827328e-17,0.0,-3.3934526567948905e-17,0.0,0.0,0.0012810228737997267,0.4982995655334297,0.019422471250518155,0.0016395729576907992,0.006185942843459146,0.4731714245411022,2.122000000000002,EGM8,0.575,RBA_standard
0.58EGM1,1.887064631090916e-17,9.141779768395994e-17,-3.399861443682134e-17,0.0,0.0,0.0012786081275720177,0.4978256590934184,0.019187478306589484,0.001619735725283862,0.006183850151380841,0.47390466859575525,2.1180000000000017,EGM1,0.58,RBA_standard
0.58EGM2,9.43532315545458e-17,0.0,-3.399861443682134e-17,0.0,0.0,0.0012786081275720177,0.49787801827615075,0.019467864108416597,0.0016186168759930394,0.006179578592602194,0.47357731401926534,2.1180000000000017,EGM2,0.58,RBA_standard
0.58EGM3,9.43532315545458e-17,0.0,-3.399861443682134e-17,0.0,0.0,0.0012786081275720177,0.49787801827615075,0.019174224356478434,0.0019122566279312038,0.006179578592602194,0.47357731401926534,2.1180000000000017,EGM3,0.58,RBA_standard
0.58EGM4,1.1322387786545496e-16,0.0,-3.399861443682134e-17,0.0009823671883428767,0.0,0.0012786081275720177,0.4975783198985929,0.019250088553305646,0.0016250210500021276,0.0061735079773550345,0.4731120872048293,2.1180000000000017,EGM4,0.58,RBA_standard
