,wIG,wEAA,wENT,wRNAP,wAF,wrP,prot_fraction,name
0.885EGM7,0.0017351671183689426,0.5209028508242182,0.005191008745442301,0.000438205697533808,0.0061100429894179985,0.4656227246250186,0.885,RBA_standard
0.885EGM8,0.0012068003729735742,0.5214312175696135,0.005191008745442301,0.000438205697533808,0.0061100429894179985,0.4656227246250186,0.885,RBA_standard
0.89EGM1,0.0012012642885662012,0.5193731731571611,0.004949520580822303,0.0004178201626960221,0.006090610052910062,0.4675081306732687,0.89,RBA_standard
0.89EGM2,0.0012017863225326803,0.5196073744949785,0.0051742782936141565,0.00041782016269602224,0.006090610052910064,0.46750813067326874,0.89,RBA_standard
0.89EGM3,0.0012017863225326796,0.5196073744949783,0.004949520580822303,0.0006425778754878748,0.006090610052910062,0.4675081306732687,0.89,RBA_standard
0.89EGM4,0.0012027486833023698,0.5197524880795339,0.005022077373100076,0.00042394513788486434,0.006090610052910063,0.46750813067326874,0.89,RBA_standard
0.89EGM5,0.0012017863225326796,0.5196073744949783,0.004949520580822303,0.00041782016269602214,0.0063153677657019165,0.4675081306732687,0.89,RBA_standard
0.89EGM6,0.0012017863225326799,0.5196073744949784,0.004949520580822303,0.0004178201626960222,0.006090610052910063,0.46773288838606053,0.89,RBA_standard
0.89EGM7,0.0014265440353245324,0.5196073744949783,0.004949520580822303,0.00041782016269602214,0.006090610052910062,0.4675081306732687,0.89,RBA_standard
0.89EGM8,0.0012017863225326796,0.5198321322077702,0.004949520580822303,0.00041782016269602214,0.006090610052910062,0.4675081306732687,0.89,RBA_standard
0.895EGM1,0.0011950387330515006,0.5175482075588818,0.004704480644208046,0.00039713480044500135,0.00606474761904763,0.4691353575069175,0.895,RBA_standard
0.895EGM2,0.0011961214764231837,0.5180339612884165,0.005172677308750177,0.0003971348004450014,0.00606474761904763,0.46913535750691754,0.895,RBA_standard
0.895EGM3,0.0011961214764231837,0.5180339612884165,0.004704480644208047,0.0008653314649871331,0.00606474761904763,0.46913535750691754,0.895,RBA_standard
0.895EGM4,0.0011981261867259278,0.5183362498970018,0.004855624948500687,0.00040989384180646523,0.00606474761904763,0.4691353575069176,0.895,RBA_standard
0.895EGM5,0.0011961214764231837,0.5180339612884165,0.004704480644208047,0.0003971348004450014,0.006532944283589761,0.46913535750691754,0.895,RBA_standard
0.895EGM6,0.0011961214764231837,0.5180339612884166,0.004704480644208047,0.00039713480044500135,0.00606474761904763,0.46960355417145966,0.895,RBA_standard
0.895EGM7,0.0016643181409653157,0.5180339612884165,0.004704480644208047,0.0003971348004450014,0.00606474761904763,0.46913535750691754,0.895,RBA_standard
0.895EGM8,0.0011961214764231837,0.5185021579529588,0.004704480644208047,0.0003971348004450014,0.00606474761904763,0.46913535750691754,0.895,RBA_standard
0.9EGM1,0.0011907509091854496,0.5165660480445198,0.004466154628222456,0.000377016202462073,0.006045386904761916,0.47100262123197945,0.9,RBA_standard
0.9EGM2,0.0011911493673043645,0.5167448092564454,0.004639017037046796,0.0003770162024620731,0.006045386904761916,0.47100262123197956,0.9,RBA_standard
0.9EGM3,0.0011911493673043647,0.5167448092564454,0.004466154628222456,0.0005498786112864137,0.006045386904761916,0.47100262123197956,0.9,RBA_standard
0.9EGM4,0.0011918895243327495,0.5168564169226199,0.004521958461309681,0.0003817269549963503,0.006045386904761916,0.4710026212319795,0.9,RBA_standard
0.9EGM5,0.0011911493673043647,0.5167448092564454,0.004466154628222456,0.0003770162024620731,0.006218249313586256,0.47100262123197956,0.9,RBA_standard
0.9EGM6,0.0011911493673043647,0.5167448092564455,0.004466154628222457,0.0003770162024620731,0.006045386904761917,0.4711754836408038,0.9,RBA_standard
0.9EGM7,0.0013640117761287058,0.5167448092564454,0.004466154628222456,0.0003770162024620731,0.006045386904761916,0.47100262123197956,0.9,RBA_standard
0.9EGM8,0.0011911493673043647,0.5169176716652698,0.004466154628222456,0.0003770162024620731,0.006045386904761916,0.47100262123197956,0.9,RBA_standard
0.905EGM1,0.0011845555935916096,0.5147402350093111,0.004224763393052592,0.00035663885004881963,0.006019620767195779,0.4726089146157958,0.905,RBA_standard
0.905EGM2,0.0011855329159353217,0.5151786934527723,0.004650599398251942,0.0003566388500488197,0.006019620767195779,0.47260891461579585,0.905,RBA_standard
0.905EGM3,0.0011855329159353215,0.5151786934527723,0.004224763393052591,0.0007824748552481707,0.006019620767195779,0.47260891461579585,0.905,RBA_standard
0.905EGM4,0.0011873562476494362,0.5154536321339845,0.004362232733658758,0.00036824350171555563,0.006019620767195778,0.4726089146157958,0.905,RBA_standard
0.905EGM5,0.0011855329159353215,0.5151786934527723,0.004224763393052591,0.0003566388500488197,0.006445456772395129,0.47260891461579585,0.905,RBA_standard
0.905EGM6,0.0011855329159353215,0.5151786934527723,0.004224763393052592,0.0003566388500488197,0.006019620767195779,0.47303475062099526,0.905,RBA_standard
0.905EGM7,0.0016113689211346728,0.5151786934527723,0.004224763393052591,0.0003566388500488197,0.006019620767195779,0.47260891461579585,0.905,RBA_standard
0.905EGM8,0.0011855329159353215,0.5156045294579716,0.004224763393052591,0.0003566388500488197,0.006019620767195779,0.47260891461579585,0.905,RBA_standard
0.91EGM1,0.0011802849388033553,0.5137533529082414,0.003989582629742209,0.00033678576262656415,0.006000332275132286,0.4744580360176695,0.91,RBA_standard
0.91EGM2,0.0011806025240381484,0.5138958319261516,0.004128411494382048,0.00033678576262656415,0.006000332275132286,0.4744580360176695,0.91,RBA_standard
0.91EGM3,0.0011806025240381488,0.5138958319261516,0.00398958262974221,0.00047561462726640247,0.0060003322751322865,0.47445803601766956,0.91,RBA_standard
0.91EGM4,0.0011811969572674708,0.513985466021184,0.004034399677258441,0.00034056905148838684,0.0060003322751322865,0.47445803601766945,0.91,RBA_standard
0.91EGM5,0.0011806025240381488,0.5138958319261516,0.00398958262974221,0.0003367857626265642,0.006139161139772124,0.47445803601766956,0.91,RBA_standard
0.91EGM6,0.0011806025240381488,0.5138958319261516,0.00398958262974221,0.0003367857626265642,0.0060003322751322865,0.47459686488230923,0.91,RBA_standard
0.91EGM7,0.001319431388677987,0.5138958319261516,0.00398958262974221,0.0003367857626265642,0.0060003322751322865,0.47445803601766956,0.91,RBA_standard
0.91EGM8,0.0011806025240381488,0.5140346607907915,0.00398958262974221,0.0003367857626265642,0.0060003322751322865,0.47445803601766956,0.91,RBA_standard
0.915EGM1,0.0011741199314503356,0.5119268038853946,0.0037518196430135014,0.0003167146934844339,0.005974662433862445,0.4760433959516533,0.915,RBA_standard
0.915EGM2,0.0011750341961300921,0.5123369726193608,0.0041532201055090355,0.0003167146934844339,0.005974662433862444,0.4760433959516533,0.915,RBA_standard
0.915EGM3,0.001175034196130092,0.512336972619361,0.0037518196430135014,0.0007181151559799677,0.005974662433862445,0.4760433959516533,0.915,RBA_standard
0.915EGM4,0.001176752900477287,0.5125961346264458,0.0038814006465560254,0.00032765344100520004,0.005974662433862444,0.4760433959516532,0.915,RBA_standard
0.915EGM5,0.001175034196130092,0.512336972619361,0.0037518196430135014,0.0003167146934844339,0.006376062896357978,0.4760433959516533,0.915,RBA_standard
0.915EGM6,0.0011750341961300917,0.5123369726193608,0.0037518196430135014,0.00031671469348443384,0.005974662433862443,0.47644479641414883,0.915,RBA_standard
0.915EGM7,0.0015764346586256259,0.512336972619361,0.0037518196430135014,0.0003167146934844339,0.005974662433862445,0.4760433959516533,0.915,RBA_standard
0.915EGM8,0.001175034196130092,0.5127383730818564,0.0037518196430135014,0.0003167146934844339,0.005974662433862445,0.4760433959516533,0.915,RBA_standard
0.92EGM1,0.0011698665688594852,0.5109353211798475,0.0035197672364191313,0.00029712569032866665,0.005955446164021175,0.47787437503033875,0.92,RBA_standard
0.92EGM2,0.0011701452973541355,0.511060367806172,0.003642540011785336,0.00029712569032866665,0.005955446164021174,0.4778743750303388,0.92,RBA_standard
0.92EGM3,0.0011701452973541357,0.5110603678061719,0.0035197672364191317,0.000419898465694871,0.005955446164021175,0.4778743750303388,0.92,RBA_standard
0.92EGM4,0.0011706709821065328,0.5111396353752263,0.0035594010209463,0.0003004714273609691,0.005955446164021173,0.47787437503033875,0.92,RBA_standard
0.92EGM5,0.0011701452973541357,0.5110603678061719,0.0035197672364191317,0.00029712569032866665,0.006078218939387378,0.4778743750303388,0.92,RBA_standard
0.92EGM6,0.0011701452973541353,0.511060367806172,0.0035197672364191313,0.00029712569032866665,0.005955446164021174,0.47799714780570496,0.92,RBA_standard
0.92EGM7,0.0012929180727203398,0.5110603678061719,0.0035197672364191317,0.00029712569032866665,0.005955446164021175,0.4778743750303388,0.92,RBA_standard
0.92EGM8,0.0011701452973541357,0.5111831405815382,0.0035197672364191317,0.00029712569032866665,0.005955446164021175,0.4778743750303388,0.92,RBA_standard
0.925EGM1,0.0011637319348432483,0.5091081461722635,0.003285612045128339,0.0002773591778910149,0.005929872619047629,0.47943880151449003,0.925,RBA_standard
0.925EGM2,0.0011646248216275975,0.509508724090257,0.0036806177766866926,0.0002773591778910149,0.005929872619047628,0.4794388015144901,0.925,RBA_standard
0.925EGM3,0.0011646248216275977,0.5095087240902573,0.0032856120451283393,0.0006723649094493685,0.005929872619047629,0.47943880151449003,0.925,RBA_standard
0.925EGM4,0.001166316145209478,0.5097637573743852,0.003413128687192372,0.00028812365967538863,0.005929872619047629,0.47943880151449,0.925,RBA_standard
0.925EGM5,0.0011646248216275977,0.5095087240902573,0.0032856120451283393,0.00027735917789101493,0.006324878350605983,0.47943880151449003,0.925,RBA_standard
0.925EGM6,0.0011646248216275975,0.509508724090257,0.003285612045128339,0.0002773591778910149,0.005929872619047628,0.47983380724604846,0.925,RBA_standard
0.925EGM7,0.0015596305531859513,0.5095087240902573,0.0032856120451283393,0.00027735917789101493,0.005929872619047629,0.47943880151449003,0.925,RBA_standard
0.925EGM8,0.0011646248216275977,0.5099037298218155,0.0032856120451283393,0.00027735917789101493,0.005929872619047629,0.47943880151449003,0.925,RBA_standard
0.93EGM1,0.0011594959842220274,0.5081121833427269,0.003056671099290784,0.00025803283270755146,0.005910728571428583,0.4812516382699874,0.93,RBA_standard
0.93EGM2,0.001159777191872429,0.5082383421985821,0.003181480935422125,0.00025803283270755146,0.005910728571428582,0.48125163826998735,0.93,RBA_standard
0.93EGM3,0.001159777191872429,0.5082383421985821,0.0030566710992907847,0.0003828426688388922,0.005910728571428582,0.48125163826998735,0.93,RBA_standard
0.93EGM4,0.001160311598849935,0.5083189249847468,0.0030969624923732147,0.0002614340826140936,0.005910728571428582,0.4812516382699874,0.93,RBA_standard
0.93EGM5,0.001159777191872429,0.5082383421985821,0.0030566710992907847,0.0002580328327075514,0.006035538407559923,0.48125163826998735,0.93,RBA_standard
0.93EGM6,0.001159777191872429,0.508238342198582,0.003056671099290784,0.0002580328327075514,0.005910728571428581,0.4813764481061187,0.93,RBA_standard
0.93EGM7,0.0012845870280037699,0.5082383421985821,0.0030566710992907847,0.0002580328327075514,0.005910728571428582,0.48125163826998735,0.93,RBA_standard
0.93EGM8,0.001159777191872429,0.5083631520347134,0.0030566710992907847,0.0002580328327075514,0.005910728571428582,0.48125163826998735,0.93,RBA_standard
0.935EGM1,0.0011533917854780877,0.5062844909354273,0.002826103250434666,0.00023856915040773366,0.005885251322751333,0.48279513130430607,0.935,RBA_standard
0.935EGM2,0.001154304297047943,0.5066938731675363,0.003232870757950521,0.00023856915040773363,0.005885251322751332,0.48279513130430607,0.935,RBA_standard
0.935EGM3,0.001154304297047943,0.5066938731675364,0.0028261032504346664,0.0006453366579235891,0.005885251322751333,0.482795131304306,0.935,RBA_standard
0.935EGM4,0.0011560459818460093,0.5069565003778026,0.0029574168555678,0.0002496541577261216,0.005885251322751332,0.48279513130430607,0.935,RBA_standard
0.935EGM5,0.001154304297047943,0.5066938731675364,0.0028261032504346664,0.00023856915040773366,0.006292018830267188,0.482795131304306,0.935,RBA_standard
0.935EGM6,0.001154304297047943,0.5066938731675363,0.002826103250434666,0.00023856915040773363,0.005885251322751331,0.48320189881182196,0.935,RBA_standard
0.935EGM7,0.0015610718045637984,0.5066938731675364,0.0028261032504346664,0.00023856915040773366,0.005885251322751333,0.482795131304306,0.935,RBA_standard
0.935EGM8,0.001154304297047943,0.5071006406750522,0.0028261032504346664,0.00023856915040773366,0.005885251322751333,0.482795131304306,0.935,RBA_standard
0.94EGM1,0.0011491733633129891,0.5052841669883018,0.0026002568693947264,0.00021950403690238924,0.005866179497354509,0.4845898257366152,0.94,RBA_standard
0.94EGM2,0.0011494977122131326,0.5054296804054565,0.0027453126114582315,0.0002195040369023892,0.0058661794973545065,0.48458982573661513,0.94,RBA_standard
0.94EGM3,0.0011494977122131328,0.5054296804054567,0.002600256869394726,0.00036455977896589453,0.005866179497354508,0.48458982573661513,0.94,RBA_standard
0.94EGM4,0.0011501188074976778,0.5055233348497455,0.0026470840915392537,0.0002234570172477661,0.005866179497354508,0.48458982573661513,0.94,RBA_standard
0.94EGM5,0.0011494977122131328,0.5054296804054567,0.002600256869394726,0.0002195040369023892,0.0060112352394180125,0.48458982573661513,0.94,RBA_standard
0.94EGM6,0.0011494977122131326,0.5054296804054565,0.0026002568693947255,0.00021950403690238916,0.005866179497354507,0.4847348814786786,0.94,RBA_standard
0.94EGM7,0.0012945534542766384,0.5054296804054567,0.002600256869394726,0.0002195040369023892,0.005866179497354508,0.48458982573661513,0.94,RBA_standard
0.94EGM8,0.0011494977122131328,0.50557473614752,0.002600256869394726,0.0002195040369023892,0.005866179497354508,0.48458982573661513,0.94,RBA_standard
0.945EGM1,0.0011430996586784853,0.5034560643762768,0.0023732559099700445,0.00020034145817376088,0.005840798544973556,0.4861123853211013,0.945,RBA_standard
0.945EGM2,0.0011440721270112321,0.503892345153274,0.0028100573954662157,0.00020034145817376088,0.005840798544973557,0.4861123853211013,0.945,RBA_standard
0.945EGM3,0.001144072127011232,0.503892345153274,0.0023732559099700445,0.0006371429436699318,0.005840798544973557,0.4861123853211013,0.945,RBA_standard
0.945EGM4,0.0011459424103868823,0.5041743636366984,0.0025142651516823385,0.00021224493515740138,0.005840798544973556,0.4861123853211013,0.945,RBA_standard
0.945EGM5,0.001144072127011232,0.503892345153274,0.0023732559099700445,0.00020034145817376085,0.006277600030469727,0.4861123853211013,0.945,RBA_standard
0.945EGM6,0.0011440721270112321,0.503892345153274,0.0023732559099700445,0.00020034145817376088,0.005840798544973557,0.48654918680659753,0.945,RBA_standard
0.945EGM7,0.0015808736125074029,0.503892345153274,0.0023732559099700445,0.00020034145817376085,0.005840798544973557,0.4861123853211013,0.945,RBA_standard
0.945EGM8,0.001144072127011232,0.50432914663877,0.0023732559099700445,0.00020034145817376085,0.005840798544973557,0.4861123853211013,0.945,RBA_standard
0.95EGM1,0.001138898878230541,0.5024514968709175,0.0021504871977685225,0.00018153615005235093,0.005821798941798952,0.48788893743022227,0.95,RBA_standard
0.95EGM2,0.0011393063629963503,0.5026343077288707,0.0023341133860591786,0.00018153615005235096,0.005821798941798953,0.4878889374302222,0.95,RBA_standard
0.95EGM3,0.0011393063629963503,0.5026343077288706,0.0021504871977685225,0.0003651623383430065,0.005821798941798953,0.4878889374302223,0.95,RBA_standard
0.95EGM4,0.0011400926080497617,0.5027528649702225,0.0022097658184443932,0.00018654023126198462,0.005821798941798953,0.48788893743022227,0.95,RBA_standard
0.95EGM5,0.0011393063629963503,0.5026343077288706,0.0021504871977685225,0.00018153615005235096,0.0060054251300896075,0.4878889374302223,0.95,RBA_standard
0.95EGM6,0.00113930636299635,0.5026343077288707,0.002150487197768523,0.00018153615005235093,0.0058217989417989535,0.48807256361851287,0.95,RBA_standard
0.95EGM7,0.0013229325512870058,0.5026343077288706,0.0021504871977685225,0.00018153615005235096,0.005821798941798953,0.4878889374302223,0.95,RBA_standard
0.95EGM8,0.0011393063629963503,0.5028179339171613,0.0021504871977685225,0.00018153615005235096,0.005821798941798953,0.4878889374302223,0.95,RBA_standard
0.955EGM1,0.001132855723504863,0.5006230898863251,0.001927032674772037,0.0001626729483282675,0.005796514285714296,0.48939056356487587,0.955,RBA_standard
0.955EGM2,0.0011339278161375673,0.5011040653495445,0.0024122560353993516,0.00016267294832826752,0.005796514285714297,0.48939056356487587,0.955,RBA_standard
0.955EGM3,0.0011339278161375675,0.5011040653495445,0.0019270326747720366,0.0006478963089555824,0.005796514285714296,0.4893905635648758,0.955,RBA_standard
0.955EGM4,0.001136005430832095,0.5014173471510724,0.0020836735755359794,0.00017589599196922732,0.005796514285714297,0.489390563564876,0.955,RBA_standard
0.955EGM5,0.0011339278161375675,0.5011040653495445,0.0019270326747720366,0.00016267294832826752,0.006281737646341611,0.4893905635648758,0.955,RBA_standard
0.955EGM6,0.0011339278161375673,0.5011040653495444,0.0019270326747720366,0.0001626729483282675,0.005796514285714296,0.48987578692550315,0.955,RBA_standard
0.955EGM7,0.0016191511767648821,0.5011040653495445,0.0019270326747720366,0.00016267294832826752,0.005796514285714296,0.4893905635648758,0.955,RBA_standard
0.955EGM8,0.0011339278161375675,0.5015892887101719,0.0019270326747720366,0.00016267294832826752,0.005796514285714296,0.4893905635648758,0.955,RBA_standard
0.96EGM1,0.0011286726948685885,0.49961439496148524,0.001707324735449735,0.00014412601929660748,0.005777586904761914,0.49114897335080865,0.96,RBA_standard
0.96EGM2,0.0011292026488421852,0.4998521494708999,0.0019479616053907126,0.0001441260192966075,0.005777586904761914,0.4911489733508086,0.96,RBA_standard
0.96EGM3,0.0011292026488421852,0.4998521494708998,0.001707324735449735,0.00038476288923758507,0.005777586904761914,0.4911489733508086,0.96,RBA_standard
0.96EGM4,0.001130233000506186,0.5000075153461778,0.0017850076730886789,0.00015068372465675288,0.005777586904761913,0.49114897335080865,0.96,RBA_standard
0.96EGM5,0.0011292026488421852,0.4998521494708998,0.001707324735449735,0.0001441260192966075,0.006018223774702892,0.4911489733508086,0.96,RBA_standard
0.96EGM6,0.0011292026488421852,0.49985214947089995,0.0017073247354497357,0.00014412601929660756,0.005777586904761915,0.4913896102207496,0.96,RBA_standard
0.96EGM7,0.0013698395187831628,0.4998521494708998,0.001707324735449735,0.0001441260192966075,0.005777586904761914,0.4911489733508086,0.96,RBA_standard
0.96EGM8,0.0011292026488421852,0.5000927863408408,0.001707324735449735,0.0001441260192966075,0.005777586904761914,0.4911489733508086,0.96,RBA_standard
0.965EGM1,0.0011244960539257283,0.49860301022167575,0.0014890230988967728,0.00012569780512677918,0.005758690476190486,0.4928990097568083,0.965,RBA_standard
0.965EGM2,0.0011244961341163708,0.49860304619779416,0.0014890596299639621,0.0001256978051267792,0.005758690476190487,0.4928990097568083,0.965,RBA_standard
0.965EGM3,0.0011244961341163706,0.498603046197794,0.0014890230988967733,0.00012573433619396808,0.005758690476190487,0.4928990097568083,0.965,RBA_standard
0.965EGM4,0.001124496290533988,0.49860306978387703,0.0014890348919383586,0.00012569880065159284,0.005758690476190486,0.49289900975680834,0.965,RBA_standard
0.965EGM5,0.0011244961341163704,0.49860304619779394,0.0014890230988967728,0.00012569780512677918,0.005758727007257674,0.4928990097568084,0.965,RBA_standard
0.965EGM6,0.0011244961341163708,0.49860304619779416,0.0014890230988967733,0.00012569780512677918,0.005758690476190487,0.4928990462878757,0.965,RBA_standard
0.965EGM7,0.0011245326651835594,0.498603046197794,0.001489023098896773,0.00012569780512677918,0.005758690476190487,0.4928990097568083,0.965,RBA_standard
0.965EGM8,0.0011244961341163708,0.4986030827288613,0.0014890230988967733,0.0001256978051267792,0.005758690476190487,0.4928990097568083,0.965,RBA_standard
0.97EGM1,0.0011184949730336366,0.4967730804999105,0.0012707321334759314,0.00010727049177433018,0.0057335433862433964,0.49436993349837427,0.97,RBA_standard
0.97EGM2,0.0011191860743707414,0.49708313093361894,0.001586935615618191,0.00010727049177433017,0.005733543386243396,0.4943699334983743,0.97,RBA_standard
0.97EGM3,0.0011191860743707414,0.49708313093361894,0.0012707321334759312,0.0004234739739165905,0.0057335433862433964,0.4943699334983743,0.97,RBA_standard
0.97EGM4,0.0011205399848669515,0.4972872859776112,0.0013728096554720362,0.00011588749743206476,0.0057335433862433964,0.4943699334983744,0.97,RBA_standard
0.97EGM5,0.0011191860743707414,0.49708313093361894,0.0012707321334759312,0.00010727049177433017,0.006049746868385656,0.4943699334983743,0.97,RBA_standard
0.97EGM6,0.0011191860743707416,0.497083130933619,0.0012707321334759312,0.00010727049177433018,0.0057335433862433964,0.4946861369805166,0.97,RBA_standard
0.97EGM7,0.0014353895565130015,0.49708313093361894,0.0012707321334759312,0.00010727049177433017,0.0057335433862433964,0.4943699334983743,0.97,RBA_standard
0.97EGM8,0.0011191860743707414,0.4973993344157612,0.0012707321334759312,0.00010727049177433017,0.0057335433862433964,0.4943699334983743,0.97,RBA_standard
0.975EGM1,0.0011143362523685632,0.49575774077809737,0.0010554667516057541,8.909858695908123e-05,0.005714719179894191,0.49610182758118593,0.975,RBA_standard
0.975EGM2,0.001114519831166059,0.4958401001698787,0.0011397346509160195,8.909858695908124e-05,0.005714719179894192,0.4961018275811858,0.975,RBA_standard
0.975EGM3,0.001114519831166059,0.4958401001698787,0.0010554667516057541,0.00017336648626934678,0.005714719179894192,0.4961018275811858,0.975,RBA_standard
0.975EGM4,0.0011148806469059639,0.49589450727689177,0.0010826703051122879,9.139501000984093e-05,0.005714719179894191,0.49610182758118576,0.975,RBA_standard
0.975EGM5,0.001114519831166059,0.4958401001698787,0.0010554667516057541,8.909858695908124e-05,0.005798987079204457,0.4961018275811858,0.975,RBA_standard
0.975EGM6,0.0011145198311660587,0.4958401001698786,0.0010554667516057543,8.909858695908123e-05,0.005714719179894192,0.4961860954804961,0.975,RBA_standard
0.975EGM7,0.0011987877304763246,0.4958401001698787,0.0010554667516057541,8.909858695908124e-05,0.005714719179894192,0.4961018275811858,0.975,RBA_standard
0.975EGM8,0.001114519831166059,0.495924368069189,0.0010554667516057541,8.909858695908124e-05,0.005714719179894192,0.4961018275811858,0.975,RBA_standard
0.98EGM1,0.0011083658665590249,0.493927770046344,0.0008406720428846636,7.096641462468907e-05,0.005689668386243398,0.4975518178729193,0.98,RBA_standard
0.98EGM2,0.0011092561442021226,0.49432717741910304,0.0012511137629073058,7.096641462468906e-05,0.005689668386243398,0.4975518178729192,0.98,RBA_standard
0.98EGM3,0.0011092561442021223,0.4943271774191031,0.0008406720428846635,0.0004814081346473311,0.005689668386243397,0.49755181787291924,0.98,RBA_standard
0.98EGM4,0.0011110135611320572,0.49459217686452284,0.0009731717655944884,8.215154958792207e-05,0.005689668386243397,0.49755181787291924,0.98,RBA_standard
0.98EGM5,0.0011092561442021223,0.4943271774191031,0.0008406720428846635,7.096641462468906e-05,0.006100110106266039,0.49755181787291924,0.98,RBA_standard
0.98EGM6,0.0011092561442021223,0.49432717741910304,0.0008406720428846634,7.096641462468906e-05,0.005689668386243397,0.49796225959294194,0.98,RBA_standard
0.98EGM7,0.0015196978642247646,0.4943271774191031,0.0008406720428846635,7.096641462468906e-05,0.005689668386243397,0.49755181787291924,0.98,RBA_standard
0.98EGM8,0.0011092561442021223,0.4947376191391258,0.0008406720428846635,7.096641462468906e-05,0.005689668386243397,0.49755181787291924,0.98,RBA_standard
0.985EGM1,0.0011042251686002756,0.4929085880420741,0.0006284260197380782,5.3049392869835236e-05,0.005670916402116413,0.49926556963254265,0.985,RBA_standard
0.985EGM2,0.001104629948418143,0.49309018537281,0.0008156492512430991,5.3049392869835236e-05,0.005670916402116412,0.49926556963254254,0.985,RBA_standard
0.985EGM3,0.001104629948418143,0.49309018537281,0.0006284260197380783,0.0002402726243748562,0.005670916402116412,0.49926556963254254,0.985,RBA_standard
0.985EGM4,0.0011054315951822826,0.4932110650253847,0.0006888658460254355,5.81514987486449e-05,0.005670916402116413,0.49926556963254254,0.985,RBA_standard
0.985EGM5,0.001104629948418143,0.49309018537281,0.0006284260197380783,5.3049392869835236e-05,0.005858139633621434,0.49926556963254254,0.985,RBA_standard
0.985EGM6,0.001104629948418143,0.49309018537281,0.0006284260197380781,5.3049392869835236e-05,0.005670916402116412,0.4994527928640477,0.985,RBA_standard
0.985EGM7,0.001291853179923164,0.49309018537281,0.0006284260197380783,5.3049392869835236e-05,0.005670916402116412,0.49926556963254254,0.985,RBA_standard
0.985EGM8,0.001104629948418143,0.49327740860431507,0.0006284260197380783,5.3049392869835236e-05,0.005670916402116412,0.49926556963254254,0.985,RBA_standard
0.99EGM1,0.0010982855234165992,0.4910786775312805,0.00041710711471349885,3.521063498685536e-05,0.005645961904761914,0.5006946264744434,0.99,RBA_standard
0.99EGM2,0.0010994123629564315,0.49158421422942744,0.0009405743934238417,3.521063498685536e-05,0.005645961904761914,0.5006946264744434,0.99,RBA_standard
0.99EGM3,0.0010994123629564322,0.4915842142294275,0.00041710711471349885,0.0005586779136971984,0.005645961904761915,0.5006946264744433,0.99,RBA_standard
0.99EGM4,0.0011016537293015044,0.4919221880069125,0.0005860940034560974,4.94758811243301e-05,0.005645961904761914,0.5006946264744435,0.99,RBA_standard
0.99EGM5,0.0010994123629564322,0.4915842142294275,0.00041710711471349885,3.5210634986855364e-05,0.006169429183472257,0.5006946264744433,0.99,RBA_standard
0.99EGM6,0.0010994123629564318,0.4915842142294274,0.0004171071147134988,3.521063498685536e-05,0.005645961904761915,0.5012180937531537,0.99,RBA_standard
0.99EGM7,0.0016228796416667749,0.4915842142294275,0.00041710711471349885,3.5210634986855364e-05,0.005645961904761915,0.5006946264744433,0.99,RBA_standard
0.99EGM8,0.0010994123629564322,0.4921076815081377,0.00041710711471349885,3.5210634986855364e-05,0.005645961904761915,0.5006946264744433,0.99,RBA_standard
0.995EGM1,0.001094162947621779,0.49005576461124467,0.0002078635543313075,1.7547069998212094e-05,0.005627282142857151,0.5023902359108785,0.995,RBA_standard
0.995EGM2,0.001094825990492726,0.490353227108663,0.0005168817771103178,1.754706999821209e-05,0.005627282142857152,0.5023902359108786,0.995,RBA_standard
0.995EGM3,0.0010948259904927258,0.4903532271086629,0.00020786355433130753,0.00032656529277722235,0.005627282142857151,0.5023902359108785,0.995,RBA_standard
0.995EGM4,0.001096149135362941,0.49055274302935564,0.00030762151467764615,2.5968266867991697e-05,0.005627282142857152,0.5023902359108785,0.995,RBA_standard
0.995EGM5,0.0010948259904927258,0.4903532271086629,0.00020786355433130753,1.7547069998212094e-05,0.005936300365636162,0.5023902359108785,0.995,RBA_standard
0.995EGM6,0.001094825990492726,0.490353227108663,0.00020786355433130755,1.7547069998212094e-05,0.005627282142857151,0.5026992541336576,0.995,RBA_standard
0.995EGM7,0.001403844213271736,0.4903532271086629,0.00020786355433130753,1.7547069998212094e-05,0.005627282142857151,0.5023902359108785,0.995,RBA_standard
0.995EGM8,0.0010948259904927258,0.49066224533144204,0.00020786355433130753,1.7547069998212094e-05,0.005627282142857151,0.5023902359108785,0.995,RBA_standard
0.99999EGM1,0.001090044431199613,0.48902758433011334,4.143493892810151e-07,3.4977838038129484e-08,0.005608633333333344,0.5040724311926611,0.99999,RBA_standard
0.99999EGM2,0.0010902634175552707,0.489125828698779,0.00010280837983323206,3.497783803812948e-08,0.005608633333333343,0.5040724311926611,0.99999,RBA_standard
0.99999EGM3,0.0010902634175552707,0.4891258286987791,4.14349389281015e-07,0.00010242900828198918,0.005608633333333344,0.5040724311926611,0.99999,RBA_standard
0.99999EGM4,0.001090701845214663,0.48919193884294376,3.346942147166201e-05,2.8253643754539653e-06,0.0056086333333333445,0.504072431192661,0.99999,RBA_standard
0.99999EGM5,0.0010902634175552707,0.4891258286987791,4.14349389281015e-07,3.4977838038129484e-08,0.005711027363777294,0.5040724311926611,0.99999,RBA_standard
0.99999EGM6,0.0010902634175552707,0.4891258286987791,4.14349389281015e-07,3.4977838038129484e-08,0.005608633333333344,0.504174825223105,0.99999,RBA_standard
