,wIG,wEAA,wENT,wRNAP,wAF,wRNase,wrP,prot_fraction,name
1e-05EGM1,0.0010178814436922212,0.3782404219260063,0.019849377629671653,0.21261189686894238,0.3409227566546565,0.04735417656871408,3.4889083054220305e-06,1e-05,R_deg_hill_noact
1e-05EGM2,0.0010178814436922466,0.3782404219260157,0.019849377629672142,0.21299846362208513,0.34058366402116913,0.04730670244907351,3.488908305422117e-06,1e-05,R_deg_hill_noact
1e-05EGM3,0.0010178814436922466,0.3782404219260157,0.019849377629672142,0.212400426303799,0.3411817013394553,0.04730670244907351,3.488908305422117e-06,1e-05,R_deg_hill_noact
1e-05EGM4,0.001020442101775,0.37862654144055313,0.02004243738694636,0.21241672369217088,0.3405836640211581,0.04730670244907198,3.488908305422003e-06,1e-05,R_deg_hill_noact
1e-05EGM5,0.0010178814436922466,0.3782404219260157,0.019849377629672142,0.212400426303799,0.34058366402116913,0.047904739767359726,3.488908305422117e-06,1e-05,R_deg_hill_noact
1e-05EGM6,0.0010171984085513258,0.3779339902490548,0.01984937762967161,0.21240042630379324,0.34058366402116,0.047306702449072244,3.488908305422023e-06,1e-05,R_deg_hill_noact
1e-05EGM7,0.0010178814436922466,0.3782404219260157,0.019849377629672142,0.212400426303799,0.34058366402116913,0.04730670244907351,0.0006015262265916288,1e-05,R_deg_hill_noact
1e-05EGM8,0.0016159187619784131,0.3782404219260063,0.019849377629671653,0.21240042630379374,0.3405836640211607,0.04730670244907234,3.488908305422029e-06,1e-05,R_deg_hill_noact
1e-05EGM9,0.0010178814436922466,0.37883845924430193,0.019849377629672142,0.212400426303799,0.34058366402116913,0.04730670244907351,3.488908305422117e-06,1e-05,R_deg_hill_noact
1e-05EGM10,0.0010178814436922466,0.3782404219260157,0.02044741494795835,0.212400426303799,0.34058366402116913,0.04730670244907351,3.488908305422117e-06,1e-05,R_deg_hill_noact
0.005EGM1,0.001016567697049564,0.37804232315627434,0.019750328244805722,0.21149973361377863,0.3408402147515772,0.0471063783837915,0.0017444541527110139,0.005,R_deg_hill_noact
0.005EGM2,0.001016567697049564,0.37804232315627434,0.019750328244805722,0.21179202317874982,0.340583663938666,0.047070639631731505,0.0017444541527110139,0.005,R_deg_hill_noact
0.005EGM3,0.001016567697049564,0.37804232315627434,0.019750328244805722,0.21134053752646054,0.34103514959095527,0.047070639631731505,0.0017444541527110139,0.005,R_deg_hill_noact
0.005EGM4,0.001018500854646034,0.3783338223914648,0.0198960778623952,0.21135284116839415,0.34058366393867767,0.047070639631733115,0.001744454152711073,0.005,R_deg_hill_noact
0.005EGM5,0.001016567697049564,0.37804232315627434,0.019750328244805722,0.21134053752646054,0.340583663938666,0.04752212528402075,0.0017444541527110139,0.005,R_deg_hill_noact
0.005EGM6,0.001016052042663632,0.3778109839048248,0.019750328244805646,0.21134053752645962,0.3405836639386646,0.047070639631731304,0.0017444541527110067,0.005,R_deg_hill_noact
0.005EGM7,0.001016567697049564,0.37804232315627434,0.019750328244805722,0.21134053752646054,0.340583663938666,0.047070639631731505,0.002195939805000241,0.005,R_deg_hill_noact
0.005EGM8,0.0014680533493387905,0.37804232315627423,0.019750328244805722,0.21134053752646054,0.340583663938666,0.047070639631731505,0.0017444541527110139,0.005,R_deg_hill_noact
0.005EGM9,0.001016567697049564,0.37849380880856354,0.019750328244805722,0.21134053752646054,0.340583663938666,0.047070639631731505,0.0017444541527110139,0.005,R_deg_hill_noact
0.005EGM10,0.001016567697049564,0.37804232315627434,0.02020181389709495,0.21134053752646054,0.340583663938666,0.047070639631731505,0.0017444541527110139,0.005,R_deg_hill_noact
0.01EGM1,0.0010152513176481357,0.37784382739503164,0.01965108036417917,0.21038563501370694,0.34075714811903535,0.046858149484995316,0.003488908305422135,0.01,R_deg_hill_noact
0.01EGM2,0.0010152513176480856,0.377843827395013,0.0196510803641782,0.21058317084235625,0.34058365874151636,0.04683410303383552,0.003488908305421963,0.01,R_deg_hill_noact
0.01EGM3,0.0010152513176480856,0.377843827395013,0.0196510803641782,0.21027852156631793,0.34088830801755476,0.04683410303383552,0.003488908305421963,0.01,R_deg_hill_noact
0.01EGM4,0.0010165557556944583,0.37804052252921727,0.019749427931274644,0.21028682370302967,0.3405836587415278,0.0468341030338371,0.0034889083054220806,0.01,R_deg_hill_noact
0.01EGM5,0.0010152513176480856,0.377843827395013,0.0196510803641782,0.21027852156631793,0.34058365874151636,0.0471387523098739,0.003488908305421963,0.01,R_deg_hill_noact
0.01EGM6,0.001014903369192702,0.37768772645335685,0.019651080364178928,0.21027852156632565,0.34058365874152896,0.04683410303383725,0.0034889083054220928,0.01,R_deg_hill_noact
0.01EGM7,0.0010152513176481357,0.37784382739503164,0.01965108036417917,0.2102785215663283,0.3405836587415332,0.04683410303383782,0.0037935575814605216,0.01,R_deg_hill_noact
0.01EGM8,0.0013199005936864892,0.3778438273950223,0.019651080364178685,0.21027852156632312,0.34058365874152474,0.04683410303383667,0.0034889083054220494,0.01,R_deg_hill_noact
0.01EGM9,0.0010152513176480856,0.3781484766710513,0.0196510803641782,0.21027852156631793,0.34058365874151636,0.04683410303383552,0.003488908305421963,0.01,R_deg_hill_noact
0.01EGM10,0.0010152513176480856,0.377843827395013,0.019955729640216573,0.21027852156631793,0.34058365874151636,0.04683410303383552,0.003488908305421963,0.01,R_deg_hill_noact
0.015EGM1,0.001013934938246637,0.37764533163376274,0.01955183248355125,0.20927183206547487,0.34067371946220376,0.04660998695860795,0.005233362458133,0.015,R_deg_hill_noact
0.015EGM2,0.001013934938246687,0.3776453316337813,0.01955183248355221,0.2093743750088535,0.34058360388280984,0.04659755959465254,0.005233362458133258,0.015,R_deg_hill_noact
0.015EGM3,0.0010139349382466618,0.37764533163377195,0.019551832483551728,0.20921647513207556,0.3407415037595743,0.046597559594651394,0.005233362458133129,0.015,R_deg_hill_noact
